Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
G12WB-3292,CD630_31290,3643881,3646272,G12WB-3292-MONOMER,AM180355.1
G12WB-3698,CD630_35170,4109793,4110672,G12WB-3698-MONOMER,AM180355.1
G12WB-1769,CD630_16300,1889161,1889698,G12WB-1769-MONOMER,AM180355.1
G12WB-624,CD630_05103,604189,604330,G12WB-624-MONOMER,AM180355.1
G12WB-2448,CD630_22950,2660634,2661099,G12WB-2448-MONOMER,AM180355.1
G12WB-1319,CD630_11880,1389187,1389913,G12WB-1319-MONOMER,AM180355.1
G12WB-286,CD630_01810,239188,240322,G12WB-286-MONOMER,AM180355.1
G12WB-3276,CD630_31140,3624641,3625850,G12WB-3276-MONOMER,AM180355.1
G12WB-1745,CD630_16060,1860066,1860423,G12WB-1745-MONOMER,AM180355.1
G12WB-3683,CD630_35020,4093483,4094044,G12WB-3683-MONOMER,AM180355.1
G12WB-608,CD630_04970,586030,586417,G12WB-608-MONOMER,AM180355.1
G12WB-2430,CD630_22770,2642322,2642970,G12WB-2430-MONOMER,AM180355.1
G12WB-1301,CD630_11710,1370022,1370820,G12WB-1301-MONOMER,AM180355.1
G12WB-2842,CD630_26890,3107672,3108899,G12WB-2842-MONOMER,AM180355.1
G12WB-3260,CD630_30980,3603822,3604683,G12WB-3260-MONOMER,AM180355.1
G12WB-1728,CD630_15900,1843829,1844462,G12WB-1728-MONOMER,AM180355.1
G12WB-3669,CD630_34880,4076465,4077431,G12WB-3669-MONOMER,AM180355.1
G12WB-593,CD630_04810,569475,570168,G12WB-593-MONOMER,AM180355.1
G12WB-2410,CD630_22540,2611941,2612628,G12WB-2410-MONOMER,AM180355.1
G12WB-1283,CD630_11530,1351739,1352153,G12WB-1283-MONOMER,AM180355.1
G12WB-2825,CD630_26740,3089778,3090591,G12WB-2825-MONOMER,AM180355.1
G12WB-3245,CD630_30840,3581568,3582723,G12WB-3245-MONOMER,AM180355.1
G12WB-1704,CD630_15660,1812515,1814210,G12WB-1704-MONOMER,AM180355.1
G12WB-3652,CD630_34720,4063280,4063778,G12WB-3652-MONOMER,AM180355.1
G12WB-574,CD630_04620,551363,552026,G12WB-574-MONOMER,AM180355.1
G12WB-2390,CD630_22350,2586541,2587390,G12WB-2390-MONOMER,AM180355.1
G12WB-2869,CD630_27151,3142665,3142986,G12WB-2869-MONOMER,AM180355.1
G12WB-1269,CD630_11390,1338792,1339362,G12WB-1269-MONOMER,AM180355.1
G12WB-2870,CD630_27160,3142975,3144967,G12WB-2870-MONOMER,AM180355.1
G12WB-2871,CD630_27170,3145089,3147633,G12WB-2871-MONOMER,AM180355.1
G12WB-2810,CD630_26590,3068464,3069211,G12WB-2810-MONOMER,AM180355.1
G12WB-3693,CD630_35120,4103314,4104991,G12WB-3693-MONOMER,AM180355.1
G12WB-3694,CD630_35130,4105119,4105635,G12WB-3694-MONOMER,AM180355.1
G12WB-323,CD630_02200,282914,284282,G12WB-323-MONOMER,AM180355.1
G12WB-1679,CD630_15410,1789451,1790843,G12WB-1679-MONOMER,AM180355.1
G12WB-3635,CD630_34550,4048717,4049875,G12WB-3635-MONOMER,AM180355.1
G12WB-557,CD630_04460,529333,531538,G12WB-557-MONOMER,AM180355.1
G12WB-989,CD630_08810,1058653,1059697,G12WB-989-MONOMER,AM180355.1
G12WB-2369,CD630_22130,2565481,2566048,G12WB-2369-MONOMER,AM180355.1
G12WB-125,CD630_00710,100915,102109,G12WB-125-MONOMER,AM180355.1
G12WB-2791,CD630_26400,3048941,3049403,G12WB-2791-MONOMER,AM180355.1
G12WB-3215,CD630_30540,3546909,3547590,G12WB-3215-MONOMER,AM180355.1
G12WB-1663,CD630_15250,1767548,1768697,G12WB-1663-MONOMER,AM180355.1
G12WB-362,CD630_02580,320110,320554,G12WB-362-MONOMER,AM180355.1
G12WB-538,CD630_04300,509623,510316,G12WB-538-MONOMER,AM180355.1
G12WB-970,CD630_08620,1038388,1039693,G12WB-970-MONOMER,AM180355.1
G12WB-2353,CD630_21990,2546625,2547675,G12WB-2353-MONOMER,AM180355.1
G12WB-1235,CD630_11071,1303448,1303706,G12WB-1235-MONOMER,AM180355.1
G12WB-2768,CD630_26170,3023364,3024237,G12WB-2768-MONOMER,AM180355.1
G12WB-3197,CD630_30350,3524752,3525634,G12WB-3197-MONOMER,AM180355.1
G12WB-1641,CD630_15060,1742794,1744120,G12WB-1641-MONOMER,AM180355.1
G12WB-3603,CD630_34260,4017598,4018351,G12WB-3603-MONOMER,AM180355.1
G12WB-522,CD630_04150,485568,486432,G12WB-522-MONOMER,AM180355.1
G12WB-95,CD630_00430,67655,69005,G12WB-95-MONOMER,AM180355.1
G12WB-2337,CD630_21800,2521800,2524989,G12WB-2337-MONOMER,AM180355.1
G12WB-1220,CD630_10970,1289136,1290063,G12WB-1220-MONOMER,AM180355.1
G12WB-2750,CD630_25930,3000141,3001794,G12WB-2750-MONOMER,AM180355.1
G12WB-3179,CD630_30150,3502730,3503192,G12WB-3179-MONOMER,AM180355.1
G12WB-1625,CD630_14880,1722904,1723849,G12WB-1625-MONOMER,AM180355.1
G12WB-3586,CD630_34120,3996189,3998160,G12WB-3586-MONOMER,AM180355.1
G12WB-5,CD630_00050,4144,6046,G12WB-5-MONOMER,AM180355.1
G12WB-935,CD630_08250,1000306,1000843,G12WB-935-MONOMER,AM180355.1
G12WB-2320,CD630_21630,2501147,2502347,G12WB-2320-MONOMER,AM180355.1
G12WB-932,CD630_08220,997460,998384,G12WB-932-MONOMER,AM180355.1
G12WB-2318,CD630_21610,2500168,2500486,G12WB-2318-MONOMER,AM180355.1
G12WB-2731,CD630_25750,2979274,2979946,G12WB-2731-MONOMER,AM180355.1
G12WB-3159,CD630_29940,3476862,3477834,G12WB-3159-MONOMER,AM180355.1
G12WB-1605,CD630_14680,1697851,1699126,G12WB-1605-MONOMER,AM180355.1
G12WB-3567,CD630_33930,3967486,3968851,G12WB-3567-MONOMER,AM180355.1
G12WB-479,CD630_03730,442529,444737,G12WB-479-MONOMER,AM180355.1
G12WB-916,CD630_08050,977904,978927,G12WB-916-MONOMER,AM180355.1
G12WB-2299,CD630_21420,2478327,2479386,G12WB-2299-MONOMER,AM180355.1
G12WB-2715,CD630_25600,2959675,2961736,G12WB-2715-MONOMER,AM180355.1
G12WB-3142,CD630_29770,3458193,3458712,G12WB-3142-MONOMER,AM180355.1
G12WB-118,CD630_00640,88143,88509,G12WB-118-MONOMER,AM180355.1
G12WB-1589,CD630_14520,1681370,1681877,G12WB-1589-MONOMER,AM180355.1
G12WB-3552,CD630_33780,3950152,3950362,G12WB-3552-MONOMER,AM180355.1
G12WB-463,CD630_03560,430118,430322,G12WB-463-MONOMER,AM180355.1
G12WB-2038,CD630_18930,2198070,2198562,G12WB-2038-MONOMER,AM180355.1
G12WB-898,CD630_07870,960169,960430,G12WB-898-MONOMER,AM180355.1
G12WB-228,CD630_01240,169521,170586,G12WB-228-MONOMER,AM180355.1
G12WB-2694,CD630_25390,2934487,2935405,G12WB-2694-MONOMER,AM180355.1
G12WB-3123,CD630_29580,3435660,3436224,G12WB-3123-MONOMER,AM180355.1
G12WB-1160,CD630_10410,1227865,1231693,G12WB-1160-MONOMER,AM180355.1
G12WB-1570,CD630_14320,1661690,1662290,G12WB-1570-MONOMER,AM180355.1
G12WB-3534,CD630_33650,3930325,3931282,G12WB-3534-MONOMER,AM180355.1
G12WB-446,CD630_03370,408667,411244,G12WB-446-MONOMER,AM180355.1
G12WB-2018,CD630_18711,2173275,2173428,G12WB-2018-MONOMER,AM180355.1
G12WB-880,CD630_07690,940286,942431,G12WB-880-MONOMER,AM180355.1
G12WB-2261,CD630_21080,2436460,2437807,G12WB-2261-MONOMER,AM180355.1
G12WB-2676,CD630_25210,2913232,2915653,G12WB-2676-MONOMER,AM180355.1
G12WB-3104,CD630_29410,3421580,3421997,G12WB-3104-MONOMER,AM180355.1
G12WB-114,CD630_00600,85582,86125,G12WB-114-MONOMER,AM180355.1
G12WB-1552,CD630_14140,1639247,1640183,G12WB-1552-MONOMER,AM180355.1
G12WB-3518,CD630_33490,3912315,3914301,G12WB-3518-MONOMER,AM180355.1
G12WB-436,CD630_03270,393101,393923,G12WB-436-MONOMER,AM180355.1
G12WB-2002,CD630_18571,2149847,2150081,G12WB-2002-MONOMER,AM180355.1
G12WB-865,CD630_07530,920744,921896,G12WB-865-MONOMER,AM180355.1
G12WB-2242,CD630_20900,2412994,2414356,G12WB-2242-MONOMER,AM180355.1
G12WB-2658,CD630_25040,2891691,2892339,G12WB-2658-MONOMER,AM180355.1
G12WB-3064,CD630_29030,3390427,3392398,G12WB-3064-MONOMER,AM180355.1
G12WB-1124,CD630_10090,1177159,1177894,G12WB-1124-MONOMER,AM180355.1
G12WB-1533,CD630_13960,1615948,1616743,G12WB-1533-MONOMER,AM180355.1
G12WB-3502,CD630_33331,3896490,3896733,G12WB-3502-MONOMER,AM180355.1
G12WB-4232,CD630_14990,1736354,1739781,G12WB-4232-MONOMER,AM180355.1
G12WB-1985,CD630_18400,2129427,2130936,G12WB-1985-MONOMER,AM180355.1
G12WB-848,CD630_07370,899091,899871,G12WB-848-MONOMER,AM180355.1
G12WB-2226,CD630_20750,2392112,2393471,G12WB-2226-MONOMER,AM180355.1
G12WB-2642,CD630_24870,2869077,2869395,G12WB-2642-MONOMER,AM180355.1
G12WB-3038,CD630_28780,3367105,3368044,G12WB-3038-MONOMER,AM180355.1
G12WB-1106,CD630_09910,1155971,1156463,G12WB-1106-MONOMER,AM180355.1
G12WB-1518,CD630_13800,1596804,1599297,G12WB-1518-MONOMER,AM180355.1
G12WB-3481,CD630_33140,3879009,3880395,G12WB-3481-MONOMER,AM180355.1
G12WB-403,CD630_02970,357884,358862,G12WB-403-MONOMER,AM180355.1
G12WB-1968,CD630_18240,2107980,2110638,G12WB-1968-MONOMER,AM180355.1
G12WB-83,CD630_00310,51661,52507,G12WB-83-MONOMER,AM180355.1
G12WB-2200,CD630_20500,2363366,2364083,G12WB-2200-MONOMER,AM180355.1
G12WB-2625,CD630_24700,2851349,2852303,G12WB-2625-MONOMER,AM180355.1
G12WB-3023,CD630_28630,3347036,3349082,G12WB-3023-MONOMER,AM180355.1
G12WB-1080,CD630_09640,1132911,1133961,G12WB-1080-MONOMER,AM180355.1
G12WB-1499,CD630_13630,1577108,1578173,G12WB-1499-MONOMER,AM180355.1
G12WB-3463,CD630_32960,3857833,3859183,G12WB-3463-MONOMER,AM180355.1
G12WB-3875,CDP02,0,294,G12WB-3875-MONOMER,CDP02
G12WB-1948,CD630_18010,2082068,2082932,G12WB-1948-MONOMER,AM180355.1
G12WB-810,CD630_07000,850746,853140,G12WB-810-MONOMER,AM180355.1
G12WB-2183,CD630_20350,2347714,2348806,G12WB-2183-MONOMER,AM180355.1
G12WB-2605,CD630_24510,2825847,2828256,G12WB-2605-MONOMER,AM180355.1
G12WB-3005,CD630_28450,3326937,3327525,G12WB-3005-MONOMER,AM180355.1
G12WB-1049,CD630_09370,1108798,1109524,G12WB-1049-MONOMER,AM180355.1
G12WB-1475,CD630_13400,1556142,1557093,G12WB-1475-MONOMER,AM180355.1
G12WB-3441,CD630_32740,3831875,3833822,G12WB-3441-MONOMER,AM180355.1
G12WB-3853,CD630_36611,4273315,4273543,G12WB-3853-MONOMER,AM180355.1
G12WB-1924,CD630_17770,2058290,2058653,G12WB-1924-MONOMER,AM180355.1
G12WB-794,CD630_06850,831228,831738,G12WB-794-MONOMER,AM180355.1
G12WB-2162,CD630_20150,2326041,2326722,G12WB-2162-MONOMER,AM180355.1
G12WB-259,CD630_01550,205001,205952,G12WB-259-MONOMER,AM180355.1
G12WB-2991,CD630_28310,3303645,3306564,G12WB-2991-MONOMER,AM180355.1
G12WB-101,CD630_00490,73276,74992,G12WB-101-MONOMER,AM180355.1
G12WB-1460,CD630_13250,1536706,1537765,G12WB-1460-MONOMER,AM180355.1
G12WB-3423,CD630_32560,3811258,3813925,G12WB-3423-MONOMER,AM180355.1
G12WB-3830,CD630_36430,4252294,4253428,G12WB-3830-MONOMER,AM180355.1
G12WB-1906,CD630_17600,2038726,2039488,G12WB-1906-MONOMER,AM180355.1
G12WB-770,CD630_06610,794614,795115,G12WB-770-MONOMER,AM180355.1
G12WB-2141,CD630_19950,2303481,2304234,G12WB-2141-MONOMER,AM180355.1
G12WB-2573,CD630_24220,2795803,2797267,G12WB-2573-MONOMER,AM180355.1
G12WB-2970,CD630_28100,3279580,3280435,G12WB-2970-MONOMER,AM180355.1
G12WB-1444,CD630_13080,1518189,1518501,G12WB-1444-MONOMER,AM180355.1
G12WB-3396,CD630_32290,3779041,3779797,G12WB-3396-MONOMER,AM180355.1
G12WB-3811,CD630_36250,4231766,4234274,G12WB-3811-MONOMER,AM180355.1
G12WB-1886,CD630_17440,2019649,2021008,G12WB-1886-MONOMER,AM180355.1
G12WB-754,CD630_06450,767493,768420,G12WB-754-MONOMER,AM180355.1
G12WB-2118,CD630_19760,2277316,2279284,G12WB-2118-MONOMER,AM180355.1
G12WB-2557,CD630_24060,2774897,2776121,G12WB-2557-MONOMER,AM180355.1
G12WB-2952,CD630_27930,3252558,3254718,G12WB-2952-MONOMER,AM180355.1
G12WB-1424,CD630_12900,1498572,1498773,G12WB-1424-MONOMER,AM180355.1
G12WB-3380,CD630_32140,3759094,3759964,G12WB-3380-MONOMER,AM180355.1
G12WB-3788,CD630_36010,4208542,4209259,G12WB-3788-MONOMER,AM180355.1
G12WB-1862,CD630_17190,1993566,1994685,G12WB-1862-MONOMER,AM180355.1
G12WB-734,CD630_06260,748112,749414,G12WB-734-MONOMER,AM180355.1
G12WB-2100,CD630_19580,2257747,2258785,G12WB-2100-MONOMER,AM180355.1
G12WB-254,CD630_01500,199538,200255,G12WB-254-MONOMER,AM180355.1
G12WB-2937,CD630_27780,3229004,3229727,G12WB-2937-MONOMER,AM180355.1
G12WB-1406,CD630_12720,1476740,1478342,G12WB-1406-MONOMER,AM180355.1
G12WB-3362,CD630_31960,3741533,3742496,G12WB-3362-MONOMER,AM180355.1
G12WB-3771,CD630_35840,4183530,4186077,G12WB-3771-MONOMER,AM180355.1
G12WB-1842,CD630_17000,1971986,1973099,G12WB-1842-MONOMER,AM180355.1
G12WB-703,CD630_05910,713719,715819,G12WB-703-MONOMER,AM180355.1
G12WB-2081,CD630_19390,2236858,2237311,G12WB-2081-MONOMER,AM180355.1
G12WB-2521,CD630_23710,2736666,2737968,G12WB-2521-MONOMER,AM180355.1
G12WB-2922,CD630_27630,3211404,3211875,G12WB-2922-MONOMER,AM180355.1
G12WB-139,CD630_00840,108539,109082,G12WB-139-MONOMER,AM180355.1
G12WB-3345,CD630_31790,3717759,3718869,G12WB-3345-MONOMER,AM180355.1
G12WB-3748,CD630_35620,4163762,4164569,G12WB-3748-MONOMER,AM180355.1
G12WB-1823,CD630_16810,1955417,1956047,G12WB-1823-MONOMER,AM180355.1
G12WB-677,CD630_05650,674754,675360,G12WB-677-MONOMER,AM180355.1
G12WB-2062,CD630_19180,2219566,2219854,G12WB-2062-MONOMER,AM180355.1
G12WB-250,CD630_01460,195505,196672,G12WB-250-MONOMER,AM180355.1
G12WB-2906,CD630_27480,3190797,3191295,G12WB-2906-MONOMER,AM180355.1
G12WB-1363,CD630_12330,1432372,1433800,G12WB-1363-MONOMER,AM180355.1
G12WB-3329,CD630_31640,3696067,3698203,G12WB-3329-MONOMER,AM180355.1
G12WB-3728,CD630_35470,4141597,4142344,G12WB-3728-MONOMER,AM180355.1
G12WB-1805,CD630_16640,1937729,1938281,G12WB-1805-MONOMER,AM180355.1
G12WB-660,CD630_05480,652524,653907,G12WB-660-MONOMER,AM180355.1
G12WB-2485,CD630_23330,2696512,2698642,G12WB-2485-MONOMER,AM180355.1
G12WB-2891,CD630_27340,3170621,3172064,G12WB-2891-MONOMER,AM180355.1
G12WB-1348,CD630_12170,1415871,1416564,G12WB-1348-MONOMER,AM180355.1
G12WB-3306,CD630_31440,3663219,3664182,G12WB-3306-MONOMER,AM180355.1
G12WB-3712,CD630_35310,4126609,4127446,G12WB-3712-MONOMER,AM180355.1
G12WB-1787,CD630_16480,1910488,1911445,G12WB-1787-MONOMER,AM180355.1
G12WB-641,CD630_05290,634251,634722,G12WB-641-MONOMER,AM180355.1
G12WB-2469,CD630_23170,2678565,2680143,G12WB-2469-MONOMER,AM180355.1
G12WB-1330,CD630_11990,1398945,1399635,G12WB-1330-MONOMER,AM180355.1
G12WB-2879,CD630_27220,3158673,3159378,G12WB-2879-MONOMER,AM180355.1
G12WB-329,CD630_02260,293001,293670,G12WB-329-MONOMER,AM180355.1
G12WB-3695,CD630_35140,4106722,4107673,G12WB-3695-MONOMER,AM180355.1
G12WB-1765,CD630_16260,1884002,1885103,G12WB-1765-MONOMER,AM180355.1
G12WB-621,CD630_05091,602865,602931,G12WB-621-MONOMER,AM180355.1
G12WB-2443,CD630_22900,2658360,2658735,G12WB-2443-MONOMER,AM180355.1
G12WB-1315,CD630_11840,1383343,1384582,G12WB-1315-MONOMER,AM180355.1
G12WB-2856,CD630_27030,3124463,3125117,G12WB-2856-MONOMER,AM180355.1
G12WB-3272,CD630_31100,3618637,3619852,G12WB-3272-MONOMER,AM180355.1
G12WB-1742,CD630_16030,1857543,1858299,G12WB-1742-MONOMER,AM180355.1
G12WB-3680,CD630_34990,4088391,4088931,G12WB-3680-MONOMER,AM180355.1
G12WB-605,CD630_04930,582610,583369,G12WB-605-MONOMER,AM180355.1
G12WB-2428,CD630_22750,2637956,2640077,G12WB-2428-MONOMER,AM180355.1
G12WB-1298,CD630_11680,1366525,1367785,G12WB-1298-MONOMER,AM180355.1
G12WB-2838,CD630_26860,3105804,3106272,G12WB-2838-MONOMER,AM180355.1
G12WB-3258,CD630_30960,3600321,3601746,G12WB-3258-MONOMER,AM180355.1
G12WB-1725,CD630_15870,1840005,1841502,G12WB-1725-MONOMER,AM180355.1
G12WB-3666,CD630_34860,4072970,4073864,G12WB-3666-MONOMER,AM180355.1
G12WB-590,CD630_04780,567176,567881,G12WB-590-MONOMER,AM180355.1
G12WB-2408,CD630_22520,2608760,2610029,G12WB-2408-MONOMER,AM180355.1
G12WB-1280,CD630_11500,1349384,1350182,G12WB-1280-MONOMER,AM180355.1
G12WB-2822,CD630_26710,3085955,3086933,G12WB-2822-MONOMER,AM180355.1
G12WB-3242,CD630_30810,3577718,3578951,G12WB-3242-MONOMER,AM180355.1
G12WB-17,CD630_00130,16611,17493,G12WB-17-MONOMER,AM180355.1
G12WB-365,CD630_02610,321621,321891,G12WB-365-MONOMER,AM180355.1
G12WB-571,CD630_04590,546661,547345,G12WB-571-MONOMER,AM180355.1
G12WB-2388,CD630_22330,2584391,2585399,G12WB-2388-MONOMER,AM180355.1
G12WB-1265,CD630_11350,1333889,1335185,G12WB-1265-MONOMER,AM180355.1
G12WB-2807,CD630_26560,3064680,3066660,G12WB-2807-MONOMER,AM180355.1
G12WB-3227,CD630_30660,3561799,3562960,G12WB-3227-MONOMER,AM180355.1
G12WB-1676,CD630_15380,1784340,1786560,G12WB-1676-MONOMER,AM180355.1
G12WB-3631,CD630_34520,4044970,4045696,G12WB-3631-MONOMER,AM180355.1
G12WB-554,CD630_04430,527156,527465,G12WB-554-MONOMER,AM180355.1
G12WB-986,CD630_08780,1054733,1055636,G12WB-986-MONOMER,AM180355.1
G12WB-2365,CD630_22100,2560576,2562409,G12WB-2365-MONOMER,AM180355.1
G12WB-1247,CD630_11200,1316080,1318453,G12WB-1247-MONOMER,AM180355.1
G12WB-2789,CD630_26380,3047476,3048169,G12WB-2789-MONOMER,AM180355.1
G12WB-3519,CD630_33500,3914367,3915444,G12WB-3519-MONOMER,AM180355.1
G12WB-3212,CD630_30500,3543905,3544214,G12WB-3212-MONOMER,AM180355.1
G12WB-344,CD630_02410,304765,305368,G12WB-344-MONOMER,AM180355.1
G12WB-345,CD630_02420,305340,305985,G12WB-345-MONOMER,AM180355.1
G12WB-1660,CD630_15220,1764469,1765351,G12WB-1660-MONOMER,AM180355.1
G12WB-3408,CD630_32410,3792694,3793420,G12WB-3408-MONOMER,AM180355.1
G12WB-3410,CD630_32440,3793822,3795703,G12WB-3410-MONOMER,AM180355.1
G12WB-3615,CD630_34380,4029038,4029599,G12WB-3615-MONOMER,AM180355.1
G12WB-535,CD630_04270,507600,507825,G12WB-535-MONOMER,AM180355.1
G12WB-966,CD630_08560,1032104,1033130,G12WB-966-MONOMER,AM180355.1
G12WB-2350,CD630_21960,2543118,2545218,G12WB-2350-MONOMER,AM180355.1
G12WB-1232,CD630_11060,1300438,1302529,G12WB-1232-MONOMER,AM180355.1
G12WB-2763,CD630_26120,3018111,3019515,G12WB-2763-MONOMER,AM180355.1
G12WB-3194,CD630_30320,3521948,3523223,G12WB-3194-MONOMER,AM180355.1
G12WB-343,CD630_02400,301907,304049,G12WB-343-MONOMER,AM180355.1
G12WB-1639,CD630_15040,1741029,1741905,G12WB-1639-MONOMER,AM180355.1
G12WB-3600,CD630_34230,4015022,4015775,G12WB-3600-MONOMER,AM180355.1
G12WB-519,CD630_04121,484902,484995,G12WB-519-MONOMER,AM180355.1
G12WB-947,CD630_08370,1013686,1014208,G12WB-947-MONOMER,AM180355.1
G12WB-2483,CD630_23310,2694890,2696042,G12WB-2483-MONOMER,AM180355.1
G12WB-2334,CD630_21770,2517704,2518508,G12WB-2334-MONOMER,AM180355.1
G12WB-1218,CD630_10950,1287555,1288329,G12WB-1218-MONOMER,AM180355.1
G12WB-2748,CD630_25910,2996821,2997856,G12WB-2748-MONOMER,AM180355.1
G12WB-3176,CD630_30120,3498571,3501172,G12WB-3176-MONOMER,AM180355.1
G12WB-1620,CD630_14830,1718893,1719625,G12WB-1620-MONOMER,AM180355.1
G12WB-3583,CD630_34090,3990340,3991270,G12WB-3583-MONOMER,AM180355.1
G12WB-497,CD630_03910,462183,463767,G12WB-497-MONOMER,AM180355.1
G12WB-93,CD630_00410,66732,67197,G12WB-93-MONOMER,AM180355.1
G12WB-2313,CD630_21560,2494570,2495947,G12WB-2313-MONOMER,AM180355.1
G12WB-2729,CD630_25730,2977864,2978494,G12WB-2729-MONOMER,AM180355.1
G12WB-3154,CD630_29890,3472490,3473450,G12WB-3154-MONOMER,AM180355.1
G12WB-1201,CD630_10780,1270359,1271202,G12WB-1201-MONOMER,AM180355.1
G12WB-1602,CD630_14650,1693058,1694312,G12WB-1602-MONOMER,AM180355.1
G12WB-3564,CD630_33900,3963235,3963619,G12WB-3564-MONOMER,AM180355.1
G12WB-476,CD630_03700,440310,440511,G12WB-476-MONOMER,AM180355.1
G12WB-913,CD630_08020,974668,975907,G12WB-913-MONOMER,AM180355.1
G12WB-2296,CD630_21390,2475129,2476041,G12WB-2296-MONOMER,AM180355.1
G12WB-2710,CD630_25550,2955472,2955760,G12WB-2710-MONOMER,AM180355.1
G12WB-314,CD630_02110,274955,275681,G12WB-314-MONOMER,AM180355.1
G12WB-1174,CD630_10540,1246919,1248056,G12WB-1174-MONOMER,AM180355.1
G12WB-1586,CD630_14490,1679574,1680147,G12WB-1586-MONOMER,AM180355.1
G12WB-355,CD630_02520,315069,315510,G12WB-355-MONOMER,AM180355.1
G12WB-4592,CD630_33721,3941658,3941823,G12WB-4592-MONOMER,AM180355.1
G12WB-2035,CD630_18890,2193883,2194750,G12WB-2035-MONOMER,AM180355.1
G12WB-895,CD630_07840,956715,957600,G12WB-895-MONOMER,AM180355.1
G12WB-2277,CD630_21220,2456408,2457344,G12WB-2277-MONOMER,AM180355.1
G12WB-2691,CD630_25360,2930329,2931037,G12WB-2691-MONOMER,AM180355.1
G12WB-3120,CD630_29560,3432463,3434242,G12WB-3120-MONOMER,AM180355.1
G12WB-1157,CD630_10380,1221250,1223470,G12WB-1157-MONOMER,AM180355.1
G12WB-1568,CD630_14300,1657508,1658333,G12WB-1568-MONOMER,AM180355.1
G12WB-3531,CD630_33620,3926995,3927775,G12WB-3531-MONOMER,AM180355.1
G12WB-442,CD630_03330,402132,403731,G12WB-442-MONOMER,AM180355.1
G12WB-2015,CD630_18690,2170085,2171417,G12WB-2015-MONOMER,AM180355.1
G12WB-878,CD630_07670,938698,939064,G12WB-878-MONOMER,AM180355.1
G12WB-2258,CD630_21050,2432419,2433127,G12WB-2258-MONOMER,AM180355.1
G12WB-2673,CD630_25180,2908691,2910062,G12WB-2673-MONOMER,AM180355.1
G12WB-3092,CD630_29300,3415445,3416186,G12WB-3092-MONOMER,AM180355.1
G12WB-1137,CD630_10220,1194084,1194774,G12WB-1137-MONOMER,AM180355.1
G12WB-155,CD630_00970,116310,116934,G12WB-155-MONOMER,AM180355.1
G12WB-3514,CD630_33450,3909578,3909956,G12WB-3514-MONOMER,AM180355.1
G12WB-434,CD630_03250,392126,392411,G12WB-434-MONOMER,AM180355.1
G12WB-2,CD630_00020,1561,2668,G12WB-2-MONOMER,AM180355.1
G12WB-862,CD630_07500,917794,918610,G12WB-862-MONOMER,AM180355.1
G12WB-224,CD630_01200,163382,165215,G12WB-224-MONOMER,AM180355.1
G12WB-2655,CD630_25010,2886385,2887207,G12WB-2655-MONOMER,AM180355.1
G12WB-3059,CD630_28980,3387254,3388058,G12WB-3059-MONOMER,AM180355.1
G12WB-112,CD630_00581,85166,85316,G12WB-112-MONOMER,AM180355.1
G12WB-1530,CD630_13930,1612998,1613889,G12WB-1530-MONOMER,AM180355.1
G12WB-350,CD630_02470,310010,310328,G12WB-350-MONOMER,AM180355.1
G12WB-4219,CD630_03840,452607,452997,G12WB-4219-MONOMER,AM180355.1
G12WB-1982,CD630_18370,2126972,2127782,G12WB-1982-MONOMER,AM180355.1
G12WB-842,CD630_07310,894734,895607,G12WB-842-MONOMER,AM180355.1
G12WB-2223,CD630_20720,2387496,2388774,G12WB-2223-MONOMER,AM180355.1
G12WB-264,CD630_01610,212059,213832,G12WB-264-MONOMER,AM180355.1
G12WB-3035,CD630_28750,3364139,3364922,G12WB-3035-MONOMER,AM180355.1
G12WB-1102,CD630_09870,1151276,1151996,G12WB-1102-MONOMER,AM180355.1
G12WB-1514,CD630_13780,1594600,1595020,G12WB-1514-MONOMER,AM180355.1
G12WB-3477,CD630_33100,3875483,3876422,G12WB-3477-MONOMER,AM180355.1
G12WB-4,CD630_00040,3028,4144,G12WB-4-MONOMER,AM180355.1
G12WB-1963,CD630_18190,2101242,2102397,G12WB-1963-MONOMER,AM180355.1
G12WB-827,CD630_07160,876287,878207,G12WB-827-MONOMER,AM180355.1
G12WB-2199,CD630_20490,2362730,2363309,G12WB-2199-MONOMER,AM180355.1
G12WB-2621,CD630_24660,2846457,2847804,G12WB-2621-MONOMER,AM180355.1
G12WB-3020,CD630_28600,3344135,3344813,G12WB-3020-MONOMER,AM180355.1
G12WB-1076,CD630_09600,1129560,1130250,G12WB-1076-MONOMER,AM180355.1
G12WB-1493,CD630_13580,1574012,1574429,G12WB-1493-MONOMER,AM180355.1
G12WB-3460,CD630_32930,3855239,3856112,G12WB-3460-MONOMER,AM180355.1
G12WB-3870,CD630_36780,4288012,4288720,G12WB-3870-MONOMER,AM180355.1
G12WB-1945,CD630_17980,2079471,2080389,G12WB-1945-MONOMER,AM180355.1
G12WB-808,CD630_06980,848361,849042,G12WB-808-MONOMER,AM180355.1
G12WB-2180,CD630_20320,2343777,2344638,G12WB-2180-MONOMER,AM180355.1
G12WB-1763,CD630_16240,1881908,1882610,G12WB-1763-MONOMER,AM180355.1
G12WB-2760,CD630_26030,3012144,3012891,G12WB-2760-MONOMER,AM180355.1
G12WB-2602,CD630_24480,2822382,2823681,G12WB-2602-MONOMER,AM180355.1
G12WB-3002,CD630_28420,3324266,3325193,G12WB-3002-MONOMER,AM180355.1
