Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
G12WB-936,CD630_08260,1000874,1001264,G12WB-936-MONOMER,AM180355.1
G12WB-2352,CD630_21980,2545883,2546624,G12WB-2352-MONOMER,AM180355.1
G12WB-2322,CD630_21640,2503129,2504098,G12WB-2322-MONOMER,AM180355.1
G12WB-1234,CD630_11070,1302730,1303465,G12WB-1234-MONOMER,AM180355.1
G12WB-1205,CD630_10820,1274777,1275311,G12WB-1205-MONOMER,AM180355.1
G12WB-2766,CD630_26150,3022230,3022803,G12WB-2766-MONOMER,AM180355.1
G12WB-2732,CD630_25760,2979950,2980835,G12WB-2732-MONOMER,AM180355.1
G12WB-3196,CD630_30340,3524013,3524766,G12WB-3196-MONOMER,AM180355.1
G12WB-316,CD630_02130,277985,278279,G12WB-316-MONOMER,AM180355.1
G12WB-1640,CD630_15050,1741905,1742700,G12WB-1640-MONOMER,AM180355.1
G12WB-1606,CD630_14690,1699304,1702328,G12WB-1606-MONOMER,AM180355.1
G12WB-3602,CD630_34250,4016493,4017615,G12WB-3602-MONOMER,AM180355.1
G12WB-3568,CD630_33940,3969025,3970786,G12WB-3568-MONOMER,AM180355.1
G12WB-521,CD630_04140,485334,485550,G12WB-521-MONOMER,AM180355.1
G12WB-480,CD630_03740,444736,447187,G12WB-480-MONOMER,AM180355.1
G12WB-949,CD630_08390,1014735,1015422,G12WB-949-MONOMER,AM180355.1
G12WB-917,CD630_08060,979025,980402,G12WB-917-MONOMER,AM180355.1
G12WB-2336,CD630_21790,2519351,2521529,G12WB-2336-MONOMER,AM180355.1
G12WB-23,CD630_00180,22528,23128,G12WB-23-MONOMER,AM180355.1
G12WB-122,CD630_00680,97691,98114,G12WB-122-MONOMER,AM180355.1
G12WB-2716,CD630_25610,2961813,2963457,G12WB-2716-MONOMER,AM180355.1
G12WB-275,CD630_01700,225444,227358,G12WB-275-MONOMER,AM180355.1
G12WB-3143,CD630_29780,3458759,3461081,G12WB-3143-MONOMER,AM180355.1
G12WB-3178,CD630_30140,3502407,3502728,G12WB-3178-MONOMER,AM180355.1
G12WB-1180,CD630_10600,1253142,1254045,G12WB-1180-MONOMER,AM180355.1
G12WB-1623,CD630_14860,1721557,1722157,G12WB-1623-MONOMER,AM180355.1
G12WB-159,CD630_01010,119261,120128,G12WB-159-MONOMER,AM180355.1
G12WB-3585,CD630_34110,3993345,3996171,G12WB-3585-MONOMER,AM180355.1
G12WB-3553,CD630_33790,3950844,3951747,G12WB-3553-MONOMER,AM180355.1
G12WB-499,CD630_03930,464468,464996,G12WB-499-MONOMER,AM180355.1
G12WB-464,CD630_03580,430694,430949,G12WB-464-MONOMER,AM180355.1
G12WB-934,CD630_08240,999147,999930,G12WB-934-MONOMER,AM180355.1
G12WB-2043,CD630_18980,2201140,2201929,G12WB-2043-MONOMER,AM180355.1
G12WB-232,CD630_01280,172909,173338,G12WB-232-MONOMER,AM180355.1
G12WB-899,CD630_07880,960646,961930,G12WB-899-MONOMER,AM180355.1
G12WB-931,CD630_08210,996377,997313,G12WB-931-MONOMER,AM180355.1
G12WB-2280,CD630_21250,2460812,2461337,G12WB-2280-MONOMER,AM180355.1
G12WB-2317,CD630_21600,2499051,2500011,G12WB-2317-MONOMER,AM180355.1
G12WB-2695,CD630_25400,2935546,2936881,G12WB-2695-MONOMER,AM180355.1
G12WB-2730,CD630_25740,2978624,2979266,G12WB-2730-MONOMER,AM180355.1
G12WB-3124,CD630_29590,3436275,3436767,G12WB-3124-MONOMER,AM180355.1
G12WB-3156,CD630_29910,3474353,3475136,G12WB-3156-MONOMER,AM180355.1
G12WB-1161,CD630_10420,1231738,1232950,G12WB-1161-MONOMER,AM180355.1
G12WB-1604,CD630_14670,1695069,1697631,G12WB-1604-MONOMER,AM180355.1
G12WB-1571,CD630_14330,1662516,1664655,G12WB-1571-MONOMER,AM180355.1
G12WB-3566,CD630_33920,3964199,3967244,G12WB-3566-MONOMER,AM180355.1
G12WB-3537,CD630_33680,3933976,3935035,G12WB-3537-MONOMER,AM180355.1
G12WB-478,CD630_03720,441525,442533,G12WB-478-MONOMER,AM180355.1
G12WB-447,CD630_03380,411451,412387,G12WB-447-MONOMER,AM180355.1
G12WB-915,CD630_08040,977099,977894,G12WB-915-MONOMER,AM180355.1
G12WB-2019,CD630_18720,2173420,2174311,G12WB-2019-MONOMER,AM180355.1
G12WB-2298,CD630_21410,2477039,2478233,G12WB-2298-MONOMER,AM180355.1
G12WB-881,CD630_07700,942518,942854,G12WB-881-MONOMER,AM180355.1
G12WB-2713,CD630_25580,2958563,2959061,G12WB-2713-MONOMER,AM180355.1
G12WB-2262,CD630_21090,2437884,2439279,G12WB-2262-MONOMER,AM180355.1
G12WB-3141,CD630_29760,3457210,3458191,G12WB-3141-MONOMER,AM180355.1
G12WB-2678,CD630_25230,2916473,2917046,G12WB-2678-MONOMER,AM180355.1
G12WB-1176,CD630_10560,1248915,1249926,G12WB-1176-MONOMER,AM180355.1
G12WB-3105,CD630_29420,3422012,3422186,G12WB-3105-MONOMER,AM180355.1
G12WB-1588,CD630_14510,1681012,1681378,G12WB-1588-MONOMER,AM180355.1
G12WB-1140,CD630_10250,1196812,1197649,G12WB-1140-MONOMER,AM180355.1
G12WB-3551,CD630_33770,3947396,3950060,G12WB-3551-MONOMER,AM180355.1
G12WB-1553,CD630_14150,1640301,1640850,G12WB-1553-MONOMER,AM180355.1
G12WB-462,CD630_03550,428850,430041,G12WB-462-MONOMER,AM180355.1
G12WB-352,CD630_02490,311915,312986,G12WB-352-MONOMER,AM180355.1
G12WB-2037,CD630_18920,2197193,2197928,G12WB-2037-MONOMER,AM180355.1
G12WB-4367,CD630_09401,1111714,1111903,G12WB-4367-MONOMER,AM180355.1
G12WB-897,CD630_07860,959380,960028,G12WB-897-MONOMER,AM180355.1
G12WB-2003,CD630_18580,2150070,2151642,G12WB-2003-MONOMER,AM180355.1
G12WB-2279,CD630_21240,2459496,2460423,G12WB-2279-MONOMER,AM180355.1
G12WB-866,CD630_07540,921941,923117,G12WB-866-MONOMER,AM180355.1
G12WB-2693,CD630_25380,2933395,2934280,G12WB-2693-MONOMER,AM180355.1
G12WB-2243,CD630_20910,2414652,2416002,G12WB-2243-MONOMER,AM180355.1
G12WB-3122,CD630_29570,3434668,3435646,G12WB-3122-MONOMER,AM180355.1
G12WB-2659,CD630_25050,2892617,2893508,G12WB-2659-MONOMER,AM180355.1
G12WB-116,CD630_00620,86659,87358,G12WB-116-MONOMER,AM180355.1
G12WB-3065,CD630_29040,3392390,3393080,G12WB-3065-MONOMER,AM180355.1
G12WB-157,CD630_00990,117979,118321,G12WB-157-MONOMER,AM180355.1
G12WB-1125,CD630_10100,1177903,1179037,G12WB-1125-MONOMER,AM180355.1
G12WB-3533,CD630_33640,3928627,3929623,G12WB-3533-MONOMER,AM180355.1
G12WB-1535,CD630_13980,1617885,1619064,G12WB-1535-MONOMER,AM180355.1
G12WB-445,CD630_03360,407987,408656,G12WB-445-MONOMER,AM180355.1
G12WB-3503,CD630_33340,3896729,3897200,G12WB-3503-MONOMER,AM180355.1
G12WB-2017,CD630_18710,2172096,2173254,G12WB-2017-MONOMER,AM180355.1
G12WB-4236,CD630_15700,1818352,1821253,G12WB-4236-MONOMER,AM180355.1
G12WB-88,CD630_00360,58453,59422,G12WB-88-MONOMER,AM180355.1
G12WB-1986,CD630_18410,2130968,2134406,G12WB-1986-MONOMER,AM180355.1
G12WB-2260,CD630_21070,2434638,2436015,G12WB-2260-MONOMER,AM180355.1
G12WB-85,CD630_00330,53911,55558,G12WB-85-MONOMER,AM180355.1
G12WB-2675,CD630_25200,2911710,2912379,G12WB-2675-MONOMER,AM180355.1
G12WB-2229,CD630_20770,2396137,2397223,G12WB-2229-MONOMER,AM180355.1
G12WB-310,CD630_02070,270922,271978,G12WB-310-MONOMER,AM180355.1
G12WB-2643,CD630_24880,2869453,2869909,G12WB-2643-MONOMER,AM180355.1
G12WB-1139,CD630_10240,1195767,1196811,G12WB-1139-MONOMER,AM180355.1
G12WB-304,CD630_02010,260536,261058,G12WB-304-MONOMER,AM180355.1
G12WB-1551,CD630_14130,1638032,1638977,G12WB-1551-MONOMER,AM180355.1
G12WB-1107,CD630_09920,1156469,1157540,G12WB-1107-MONOMER,AM180355.1
G12WB-3516,CD630_33470,3910548,3911223,G12WB-3516-MONOMER,AM180355.1
G12WB-1519,CD630_13810,1599310,1599853,G12WB-1519-MONOMER,AM180355.1
G12WB-4354,CD630_07660,938091,938658,G12WB-4354-MONOMER,AM180355.1
G12WB-3482,CD630_33150,3880410,3880962,G12WB-3482-MONOMER,AM180355.1
G12WB-2001,CD630_18570,2147673,2149836,G12WB-2001-MONOMER,AM180355.1
G12WB-404,CD630_02980,359090,360104,G12WB-404-MONOMER,AM180355.1
G12WB-864,CD630_07520,919373,920096,G12WB-864-MONOMER,AM180355.1
G12WB-1969,CD630_18250,2110903,2112169,G12WB-1969-MONOMER,AM180355.1
G12WB-2241,CD630_20890,2411527,2412922,G12WB-2241-MONOMER,AM180355.1
G12WB-830,CD630_07190,881325,881958,G12WB-830-MONOMER,AM180355.1
G12WB-2657,CD630_25030,2888727,2891367,G12WB-2657-MONOMER,AM180355.1
G12WB-2201,CD630_20510,2364273,2365359,G12WB-2201-MONOMER,AM180355.1
G12WB-3061,CD630_29000,3388679,3389729,G12WB-3061-MONOMER,AM180355.1
G12WB-2627,CD630_24720,2853455,2853977,G12WB-2627-MONOMER,AM180355.1
G12WB-1121,CD630_10060,1175091,1175481,G12WB-1121-MONOMER,AM180355.1
G12WB-3024,CD630_28640,3349492,3350302,G12WB-3024-MONOMER,AM180355.1
G12WB-1532,CD630_13950,1615481,1615925,G12WB-1532-MONOMER,AM180355.1
G12WB-1082,CD630_09660,1134582,1135386,G12WB-1082-MONOMER,AM180355.1
G12WB-3501,CD630_33330,3896014,3896260,G12WB-3501-MONOMER,AM180355.1
G12WB-150,CD630_00930,114646,114916,G12WB-150-MONOMER,AM180355.1
G12WB-423,CD630_03140,382385,382994,G12WB-423-MONOMER,AM180355.1
G12WB-3465,CD630_32980,3860277,3861357,G12WB-3465-MONOMER,AM180355.1
G12WB-1984,CD630_18390,2128347,2129187,G12WB-1984-MONOMER,AM180355.1
G12WB-3877,CDP04,0,1332,G12WB-3877-MONOMER,CDP04
G12WB-844,CD630_07330,896588,897404,G12WB-844-MONOMER,AM180355.1
G12WB-1949,CD630_18020,2083077,2083968,G12WB-1949-MONOMER,AM180355.1
G12WB-2225,CD630_20740,2391211,2392006,G12WB-2225-MONOMER,AM180355.1
G12WB-811,CD630_07010,853164,853755,G12WB-811-MONOMER,AM180355.1
G12WB-2641,CD630_24860,2867790,2869053,G12WB-2641-MONOMER,AM180355.1
G12WB-2184,CD630_20360,2348820,2350212,G12WB-2184-MONOMER,AM180355.1
G12WB-3037,CD630_28770,3365964,3366978,G12WB-3037-MONOMER,AM180355.1
G12WB-2606,CD630_24520,2828282,2829080,G12WB-2606-MONOMER,AM180355.1
G12WB-1105,CD630_09900,1154679,1155957,G12WB-1105-MONOMER,AM180355.1
G12WB-3009,CD630_28490,3330440,3332351,G12WB-3009-MONOMER,AM180355.1
G12WB-1517,CD630_13790,1595985,1596384,G12WB-1517-MONOMER,AM180355.1
G12WB-105,CD630_00520,78998,80396,G12WB-105-MONOMER,AM180355.1
G12WB-3480,CD630_33130,3878494,3879010,G12WB-3480-MONOMER,AM180355.1
G12WB-1476,CD630_13410,1557252,1558005,G12WB-1476-MONOMER,AM180355.1
G12WB-401,CD630_02950,356272,357346,G12WB-401-MONOMER,AM180355.1
G12WB-3442,CD630_32750,3834000,3835056,G12WB-3442-MONOMER,AM180355.1
G12WB-1966,CD630_18220,2106635,2107100,G12WB-1966-MONOMER,AM180355.1
G12WB-3854,CD630_36620,4273561,4273996,G12WB-3854-MONOMER,AM180355.1
G12WB-829,CD630_07180,879544,881221,G12WB-829-MONOMER,AM180355.1
G12WB-1927,CD630_17800,2060933,2062082,G12WB-1927-MONOMER,AM180355.1
G12WB-220,CD630_01160,159210,160290,G12WB-220-MONOMER,AM180355.1
G12WB-795,CD630_06860,831765,831960,G12WB-795-MONOMER,AM180355.1
G12WB-2624,CD630_24690,2850312,2851332,G12WB-2624-MONOMER,AM180355.1
G12WB-2164,CD630_20170,2327637,2328009,G12WB-2164-MONOMER,AM180355.1
G12WB-3022,CD630_28620,3345576,3346776,G12WB-3022-MONOMER,AM180355.1
G12WB-2590,CD630_24370,2814231,2815125,G12WB-2590-MONOMER,AM180355.1
G12WB-108,CD630_00550,81661,82408,G12WB-108-MONOMER,AM180355.1
G12WB-2992,CD630_28320,3306893,3308072,G12WB-2992-MONOMER,AM180355.1
G12WB-1496,CD630_13601,1575669,1575867,G12WB-1496-MONOMER,AM180355.1
G12WB-1010,CD630_09020,1086375,1087242,G12WB-1010-MONOMER,AM180355.1
G12WB-3462,CD630_32950,3856577,3857663,G12WB-3462-MONOMER,AM180355.1
G12WB-1461,CD630_13260,1537758,1539093,G12WB-1461-MONOMER,AM180355.1
G12WB-3873,CD630_36800,4289456,4289594,G12WB-3873-MONOMER,AM180355.1
G12WB-3425,CD630_32570,3814558,3815386,G12WB-3425-MONOMER,AM180355.1
G12WB-1947,CD630_18000,2081066,2081633,G12WB-1947-MONOMER,AM180355.1
G12WB-3832,CD630_36450,4254660,4255962,G12WB-3832-MONOMER,AM180355.1
G12WB-81,CD630_00290,48075,49170,G12WB-81-MONOMER,AM180355.1
G12WB-1907,CD630_17610,2039552,2040335,G12WB-1907-MONOMER,AM180355.1
G12WB-2182,CD630_20340,2345910,2346945,G12WB-2182-MONOMER,AM180355.1
G12WB-772,CD630_06630,795842,803975,G12WB-772-MONOMER,AM180355.1
G12WB-2604,CD630_24500,2824459,2825407,G12WB-2604-MONOMER,AM180355.1
G12WB-2142,CD630_19960,2304292,2305948,G12WB-2142-MONOMER,AM180355.1
G12WB-3004,CD630_28440,3326414,3326852,G12WB-3004-MONOMER,AM180355.1
G12WB-2574,CD630_24230,2797911,2799171,G12WB-2574-MONOMER,AM180355.1
G12WB-1048,CD630_09360,1108376,1108784,G12WB-1048-MONOMER,AM180355.1
G12WB-2972,CD630_28120,3282127,3283489,G12WB-2972-MONOMER,AM180355.1
G12WB-1474,CD630_13390,1554561,1555758,G12WB-1474-MONOMER,AM180355.1
G12WB-1445,CD630_13090,1518522,1520463,G12WB-1445-MONOMER,AM180355.1
G12WB-3440,CD630_32730,3831639,3831858,G12WB-3440-MONOMER,AM180355.1
G12WB-3397,CD630_32300,3780150,3781827,G12WB-3397-MONOMER,AM180355.1
G12WB-3851,CD630_36600,4271888,4272845,G12WB-3851-MONOMER,AM180355.1
G12WB-3812,CD630_36260,4234751,4235384,G12WB-3812-MONOMER,AM180355.1
G12WB-1923,CD630_17760,2057320,2057992,G12WB-1923-MONOMER,AM180355.1
G12WB-1889,CD630_17451,2022186,2022411,G12WB-1889-MONOMER,AM180355.1
G12WB-793,CD630_06840,828738,830142,G12WB-793-MONOMER,AM180355.1
G12WB-755,CD630_06460,768416,769097,G12WB-755-MONOMER,AM180355.1
G12WB-2160,CD630_20140,2323503,2325159,G12WB-2160-MONOMER,AM180355.1
G12WB-2119,CD630_19770,2279294,2282138,G12WB-2119-MONOMER,AM180355.1
G12WB-2589,CD630_24360,2812840,2814229,G12WB-2589-MONOMER,AM180355.1
G12WB-2558,CD630_24070,2776124,2779259,G12WB-2558-MONOMER,AM180355.1
G12WB-299,CD630_01940,252259,253888,G12WB-299-MONOMER,AM180355.1
G12WB-2953,CD630_27940,3254928,3256515,G12WB-2953-MONOMER,AM180355.1
G12WB-1009,CD630_09010,1084488,1086042,G12WB-1009-MONOMER,AM180355.1
G12WB-1425,CD630_12910,1498826,1499990,G12WB-1425-MONOMER,AM180355.1
G12WB-146,CD630_00890,111455,111899,G12WB-146-MONOMER,AM180355.1
G12WB-3381,CD630_32150,3760301,3761063,G12WB-3381-MONOMER,AM180355.1
G12WB-3421,CD630_32540,3808046,3809060,G12WB-3421-MONOMER,AM180355.1
G12WB-3789,CD630_36020,4209383,4210118,G12WB-3789-MONOMER,AM180355.1
G12WB-383,CD630_02780,339744,340137,G12WB-383-MONOMER,AM180355.1
G12WB-1864,CD630_17220,1996833,1997118,G12WB-1864-MONOMER,AM180355.1
G12WB-1905,CD630_17590,2036846,2037677,G12WB-1905-MONOMER,AM180355.1
G12WB-735,CD630_06270,749489,749765,G12WB-735-MONOMER,AM180355.1
G12WB-77,CD630_00250,41901,42927,G12WB-77-MONOMER,AM180355.1
G12WB-2101,CD630_19590,2258942,2259629,G12WB-2101-MONOMER,AM180355.1
G12WB-2139,CD630_19941,2302220,2302517,G12WB-2139-MONOMER,AM180355.1
G12WB-2540,CD630_23890,2758556,2759705,G12WB-2540-MONOMER,AM180355.1
G12WB-2572,CD630_24210,2794611,2795748,G12WB-2572-MONOMER,AM180355.1
G12WB-2938,CD630_27790,3229738,3230812,G12WB-2938-MONOMER,AM180355.1
G12WB-297,CD630_01920,250259,251750,G12WB-297-MONOMER,AM180355.1
G12WB-1407,CD630_12730,1478351,1479461,G12WB-1407-MONOMER,AM180355.1
G12WB-1442,CD630_13070,1516757,1517912,G12WB-1442-MONOMER,AM180355.1
G12WB-3363,CD630_31970,3742648,3743395,G12WB-3363-MONOMER,AM180355.1
G12WB-3395,CD630_32280,3777612,3778602,G12WB-3395-MONOMER,AM180355.1
G12WB-3772,CD630_35850,4186076,4186763,G12WB-3772-MONOMER,AM180355.1
G12WB-3810,CD630_36240,4229262,4231425,G12WB-3810-MONOMER,AM180355.1
G12WB-1843,CD630_17010,1973540,1976024,G12WB-1843-MONOMER,AM180355.1
G12WB-1885,CD630_17430,2018940,2019648,G12WB-1885-MONOMER,AM180355.1
G12WB-705,CD630_05921,717278,717467,G12WB-705-MONOMER,AM180355.1
G12WB-753,CD630_06440,766503,767421,G12WB-753-MONOMER,AM180355.1
G12WB-2082,CD630_19400,2237580,2238036,G12WB-2082-MONOMER,AM180355.1
G12WB-2117,CD630_19750,2276343,2277279,G12WB-2117-MONOMER,AM180355.1
G12WB-2522,CD630_23720,2737980,2738895,G12WB-2522-MONOMER,AM180355.1
G12WB-2556,CD630_24050,2774160,2774646,G12WB-2556-MONOMER,AM180355.1
G12WB-2923,CD630_27640,3211997,3212786,G12WB-2923-MONOMER,AM180355.1
G12WB-2950,CD630_27910,3247682,3249554,G12WB-2950-MONOMER,AM180355.1
G12WB-1390,CD630_12560,1458694,1459390,G12WB-1390-MONOMER,AM180355.1
G12WB-1423,CD630_12890,1496689,1498366,G12WB-1423-MONOMER,AM180355.1
G12WB-3346,CD630_31800,3719060,3720413,G12WB-3346-MONOMER,AM180355.1
G12WB-338,CD630_02350,298206,298602,G12WB-338-MONOMER,AM180355.1
G12WB-3749,CD630_35630,4164770,4165277,G12WB-3749-MONOMER,AM180355.1
G12WB-3787,CD630_36000,4207716,4208409,G12WB-3787-MONOMER,AM180355.1
G12WB-1824,CD630_16820,1956555,1957524,G12WB-1824-MONOMER,AM180355.1
G12WB-1860,CD630_17160,1990109,1991399,G12WB-1860-MONOMER,AM180355.1
G12WB-678,CD630_05660,675553,676024,G12WB-678-MONOMER,AM180355.1
G12WB-732,CD630_06240,745083,745341,G12WB-732-MONOMER,AM180355.1
G12WB-2063,CD630_19190,2219980,2220742,G12WB-2063-MONOMER,AM180355.1
G12WB-21,CD630_00160,20469,22107,G12WB-21-MONOMER,AM180355.1
G12WB-2500,CD630_23480,2717304,2718450,G12WB-2500-MONOMER,AM180355.1
G12WB-2539,CD630_23880,2757937,2758540,G12WB-2539-MONOMER,AM180355.1
G12WB-2907,CD630_27490,3191323,3192703,G12WB-2907-MONOMER,AM180355.1
G12WB-2936,CD630_27770,3227831,3228989,G12WB-2936-MONOMER,AM180355.1
G12WB-1365,CD630_12333,1436822,1436978,G12WB-1365-MONOMER,AM180355.1
G12WB-1404,CD630_12700,1475018,1476182,G12WB-1404-MONOMER,AM180355.1
G12WB-333,CD630_02300,294875,295292,G12WB-333-MONOMER,AM180355.1
G12WB-3361,CD630_31950,3739053,3741474,G12WB-3361-MONOMER,AM180355.1
G12WB-373,CD630_02680,329030,329804,G12WB-373-MONOMER,AM180355.1
G12WB-3770,CD630_35830,4182517,4183375,G12WB-3770-MONOMER,AM180355.1
G12WB-1806,CD630_16650,1938471,1939434,G12WB-1806-MONOMER,AM180355.1
G12WB-1841,CD630_16990,1971287,1971953,G12WB-1841-MONOMER,AM180355.1
G12WB-662,CD630_05500,655804,656461,G12WB-662-MONOMER,AM180355.1
G12WB-697,CD630_05850,702214,703690,G12WB-697-MONOMER,AM180355.1
G12WB-2486,CD630_23340,2698676,2700101,G12WB-2486-MONOMER,AM180355.1
G12WB-2080,CD630_19380,2235481,2236843,G12WB-2080-MONOMER,AM180355.1
G12WB-2892,CD630_27341,3172060,3172336,G12WB-2892-MONOMER,AM180355.1
G12WB-2520,CD630_23700,2735849,2736662,G12WB-2520-MONOMER,AM180355.1
G12WB-1349,CD630_12180,1416571,1417396,G12WB-1349-MONOMER,AM180355.1
G12WB-2921,CD630_27620,3210621,3211266,G12WB-2921-MONOMER,AM180355.1
G12WB-3307,CD630_31450,3664943,3668516,G12WB-3307-MONOMER,AM180355.1
G12WB-1389,CD630_12550,1458170,1458686,G12WB-1389-MONOMER,AM180355.1
G12WB-3713,CD630_35320,4127449,4128619,G12WB-3713-MONOMER,AM180355.1
G12WB-3344,CD630_31780,3716085,3717477,G12WB-3344-MONOMER,AM180355.1
G12WB-1788,CD630_16490,1911441,1912197,G12WB-1788-MONOMER,AM180355.1
G12WB-3746,CD630_35600,4161746,4163135,G12WB-3746-MONOMER,AM180355.1
G12WB-642,CD630_05300,634725,635577,G12WB-642-MONOMER,AM180355.1
G12WB-1822,CD630_16800,1955038,1955443,G12WB-1822-MONOMER,AM180355.1
G12WB-2470,CD630_23180,2680454,2681957,G12WB-2470-MONOMER,AM180355.1
G12WB-676,CD630_05640,671874,674112,G12WB-676-MONOMER,AM180355.1
G12WB-1332,CD630_12010,1400188,1400698,G12WB-1332-MONOMER,AM180355.1
G12WB-2061,CD630_19170,2218011,2219481,G12WB-2061-MONOMER,AM180355.1
G12WB-288,CD630_01830,241237,242260,G12WB-288-MONOMER,AM180355.1
G12WB-25,CD630_00190,23560,24766,G12WB-25-MONOMER,AM180355.1
G12WB-3290,CD630_31270,3641769,3643170,G12WB-3290-MONOMER,AM180355.1
G12WB-2905,CD630_27470,3188835,3190500,G12WB-2905-MONOMER,AM180355.1
G12WB-3696,CD630_35150,4107767,4109147,G12WB-3696-MONOMER,AM180355.1
G12WB-1362,CD630_12320,1431360,1432182,G12WB-1362-MONOMER,AM180355.1
G12WB-1766,CD630_16270,1885099,1885906,G12WB-1766-MONOMER,AM180355.1
G12WB-3327,CD630_31620,3693424,3694297,G12WB-3327-MONOMER,AM180355.1
G12WB-622,CD630_05100,603156,603582,G12WB-622-MONOMER,AM180355.1
G12WB-3727,CD630_35460,4140763,4141597,G12WB-3727-MONOMER,AM180355.1
G12WB-2444,CD630_22910,2658953,2659187,G12WB-2444-MONOMER,AM180355.1
G12WB-1804,CD630_16630,1933563,1934835,G12WB-1804-MONOMER,AM180355.1
G12WB-1316,CD630_11850,1384807,1386526,G12WB-1316-MONOMER,AM180355.1
G12WB-659,CD630_05470,652154,652514,G12WB-659-MONOMER,AM180355.1
G12WB-2857,CD630_27040,3125619,3126963,G12WB-2857-MONOMER,AM180355.1
G12WB-2484,CD630_23320,2696060,2696483,G12WB-2484-MONOMER,AM180355.1
G12WB-3274,CD630_31120,3621935,3623126,G12WB-3274-MONOMER,AM180355.1
G12WB-2890,CD630_27330,3169430,3170597,G12WB-2890-MONOMER,AM180355.1
G12WB-1743,CD630_16040,1858286,1859249,G12WB-1743-MONOMER,AM180355.1
G12WB-1346,CD630_12150,1413833,1414955,G12WB-1346-MONOMER,AM180355.1
G12WB-3681,CD630_35000,4089054,4090050,G12WB-3681-MONOMER,AM180355.1
G12WB-3305,CD630_31430,3662511,3663141,G12WB-3305-MONOMER,AM180355.1
G12WB-606,CD630_04940,583392,584232,G12WB-606-MONOMER,AM180355.1
G12WB-3711,CD630_35300,4125613,4126609,G12WB-3711-MONOMER,AM180355.1
G12WB-2429,CD630_22760,2640782,2642150,G12WB-2429-MONOMER,AM180355.1
G12WB-1786,CD630_16470,1909545,1910499,G12WB-1786-MONOMER,AM180355.1
G12WB-1299,CD630_11690,1367909,1368623,G12WB-1299-MONOMER,AM180355.1
G12WB-640,CD630_05280,632928,634239,G12WB-640-MONOMER,AM180355.1
G12WB-284,CD630_01780,235838,236663,G12WB-284-MONOMER,AM180355.1
G12WB-2468,CD630_23160,2677868,2678585,G12WB-2468-MONOMER,AM180355.1
G12WB-3259,CD630_30970,3601832,3603749,G12WB-3259-MONOMER,AM180355.1
G12WB-133,CD630_00790,106021,106837,G12WB-133-MONOMER,AM180355.1
G12WB-1726,CD630_15880,1841524,1842475,G12WB-1726-MONOMER,AM180355.1
G12WB-2878,CD630_27210,3157358,3158681,G12WB-2878-MONOMER,AM180355.1
G12WB-3667,CD630_34861,4074008,4074209,G12WB-3667-MONOMER,AM180355.1
G12WB-3289,CD630_31260,3640610,3641474,G12WB-3289-MONOMER,AM180355.1
G12WB-591,CD630_04790,567877,568648,G12WB-591-MONOMER,AM180355.1
G12WB-3692,CD630_35110,4102094,4103303,G12WB-3692-MONOMER,AM180355.1
G12WB-2409,CD630_22530,2610430,2611813,G12WB-2409-MONOMER,AM180355.1
G12WB-1762,CD630_16230,1878943,1881475,G12WB-1762-MONOMER,AM180355.1
G12WB-1281,CD630_11510,1350199,1350484,G12WB-1281-MONOMER,AM180355.1
G12WB-620,CD630_05090,602301,602655,G12WB-620-MONOMER,AM180355.1
G12WB-2823,CD630_26720,3087151,3088711,G12WB-2823-MONOMER,AM180355.1
G12WB-2442,CD630_22890,2657056,2657749,G12WB-2442-MONOMER,AM180355.1
G12WB-3243,CD630_30820,3578973,3579291,G12WB-3243-MONOMER,AM180355.1
G12WB-1314,CD630_11830,1383090,1383315,G12WB-1314-MONOMER,AM180355.1
G12WB-1700,CD630_15610,1808812,1809634,G12WB-1700-MONOMER,AM180355.1
G12WB-2855,CD630_27020,3123051,3124335,G12WB-2855-MONOMER,AM180355.1
G12WB-3650,CD630_34700,4061219,4062722,G12WB-3650-MONOMER,AM180355.1
G12WB-3271,CD630_31090,3617495,3618212,G12WB-3271-MONOMER,AM180355.1
G12WB-572,CD630_04600,547341,550002,G12WB-572-MONOMER,AM180355.1
G12WB-1741,CD630_16020,1857175,1857478,G12WB-1741-MONOMER,AM180355.1
G12WB-2389,CD630_22340,2585789,2586479,G12WB-2389-MONOMER,AM180355.1
G12WB-368,CD630_02640,325775,326792,G12WB-368-MONOMER,AM180355.1
G12WB-1267,CD630_11370,1336455,1337793,G12WB-1267-MONOMER,AM180355.1
G12WB-604,CD630_04920,582090,582564,G12WB-604-MONOMER,AM180355.1
G12WB-2809,CD630_26580,3067499,3068435,G12WB-2809-MONOMER,AM180355.1
G12WB-2426,CD630_22730,2635384,2636446,G12WB-2426-MONOMER,AM180355.1
G12WB-3228,CD630_30670,3563115,3563520,G12WB-3228-MONOMER,AM180355.1
G12WB-1297,CD630_11670,1365679,1366252,G12WB-1297-MONOMER,AM180355.1
G12WB-1677,CD630_15390,1786706,1787453,G12WB-1677-MONOMER,AM180355.1
G12WB-2837,CD630_26850,3103998,3105768,G12WB-2837-MONOMER,AM180355.1
G12WB-3632,CD630_34530,4045778,4046933,G12WB-3632-MONOMER,AM180355.1
G12WB-3257,CD630_30950,3598872,3600306,G12WB-3257-MONOMER,AM180355.1
