Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Accession-2,replicon
FY484_RS00955,FY484_RS00955,0,249,FY484_RS00955-MONOMER,,FY484_RS00955
FY484_RS19470,FY484_RS19470,0,219,FY484_RS19470-MONOMER,,FY484_RS19470
FY484_RS18790,VC_A0976,924361,924856,FY484_RS18790-MONOMER,,AE003853.1
FY484_RS18320,VC_A0878,831894,832056,FY484_RS18320-MONOMER,,AE003853.1
FY484_RS17655,luxQ,0,2574,FY484_RS17655-MONOMER,,luxQ
FY484_RS16855,vxrA,0,1413,FY484_RS16855-MONOMER,,vxrA
FY484_RS16330,VC_A0465,413347,413752,FY484_RS16330-MONOMER,,AE003853.1
FY484_RS15995,VC_A0410,380379,380742,FY484_RS15995-MONOMER,,AE003853.1
FY484_RS15640,VC_A0356,347307,348015,FY484_RS15640-MONOMER,,AE003853.1
FY484_RS15260,VC_A0299,314716,315160,FY484_RS15260-MONOMER,,AE003853.1
FY484_RS14845,VC_A0216,233906,234173,FY484_RS14845-MONOMER,,AE003853.1
FY484_RS14070,VC_A0051,58143,59667,FY484_RS14070-MONOMER,,AE003853.1
FY484_RS12280,VC_2470,2651882,2652329,FY484_RS12280-MONOMER,,AE003852.1
FY484_RS09915,VC_1988,2140350,2140656,FY484_RS09915-MONOMER,,AE003852.1
FY484_RS08960,VC_1788,1936826,1937522,FY484_RS08960-MONOMER,,AE003852.1
FY484_RS08070,VC_1605a,0,234,FY484_RS08070-MONOMER,,VC_1605a
FY484_RS07305,VC_1453,1564469,1564844,FY484_RS07305-MONOMER,,AE003852.1
FY484_RS06600,VC_1305,1387062,1387248,FY484_RS06600-MONOMER,,AE003852.1
FY484_RS05275,VC_1035,1101241,1102135,FY484_RS05275-MONOMER,,AE003852.1
FY484_RS04100,citB,0,684,FY484_RS04100-MONOMER,,citB
FY484_RS01885,VC__0353,0,936,FY484_RS01885-MONOMER,,VC__0353
FY484_RS00805,VC_0159,150040,150499,FY484_RS00805-MONOMER,,AE003852.1
FY484_RS19455,FY484_RS19455,0,255,FY484_RS19455-MONOMER,,FY484_RS19455
FY484_RS18635,VC_A0942,892854,893133,FY484_RS18635-MONOMER,,AE003853.1
FY484_RS18260,VC_A0866,819173,819413,FY484_RS18260-MONOMER,,AE003853.1
FY484_RS17620,VC_A0729,674740,675364,FY484_RS17620-MONOMER,,AE003853.1
FY484_RS16770,VC_A0547,485539,485728,FY484_RS16770-MONOMER,,AE003853.1
FY484_RS16285,VC_A0459,409542,410103,FY484_RS16285-MONOMER,,AE003853.1
FY484_RS15905,VC_A0397,372559,373042,FY484_RS15905-MONOMER,,AE003853.1
FY484_RS15550,VC_A0342,339527,339830,FY484_RS15550-MONOMER,,AE003853.1
FY484_RS15200,VC_A0292,311033,311300,FY484_RS15200-MONOMER,,AE003853.1
FY484_RS14775,VC_A0201,218878,219757,FY484_RS14775-MONOMER,,AE003853.1
FY484_RS13990,VC_A0032,39310,39871,FY484_RS13990-MONOMER,,AE003853.1
FY484_RS11890,FY484_RS11890,0,129,FY484_RS11890-MONOMER,,FY484_RS11890
FY484_RS09660,VC_1933,2084345,2084816,FY484_RS09660-MONOMER,,AE003852.1
FY484_RS08830,VC_1762,1901449,1902901,FY484_RS08830-MONOMER,,AE003852.1
FY484_RS08045,VC_1601,1714608,1715412,FY484_RS08045-MONOMER,,AE003852.1
FY484_RS07255,VC_1443,1539788,1540169,FY484_RS07255-MONOMER,,AE003852.1
FY484_RS06050,VC_1193,1266397,1266595,FY484_RS06050-MONOMER,,AE003852.1
FY484_RS05040,toxR,0,849,FY484_RS05040-MONOMER,VC_0984,toxR
FY484_RS03520,VC_0666,714243,714558,FY484_RS03520-MONOMER,,AE003852.1
FY484_RS01440,FY484_RS01440,0,180,FY484_RS01440-MONOMER,,FY484_RS01440
FY484_RS00400,VC_0074,74780,75170,FY484_RS00400-MONOMER,,AE003852.1
FY484_RS19575,FY484_RS19575,0,147,FY484_RS19575-MONOMER,,FY484_RS19575
FY484_RS19385,VC_A1105,1061509,1062166,FY484_RS19385-MONOMER,,AE003853.1
FY484_RS18540,VC_A0922,873770,874379,FY484_RS18540-MONOMER,,AE003853.1
FY484_RS18195,VC_A0852,803145,804390,FY484_RS18195-MONOMER,,AE003853.1
FY484_RS17570,VC_A0719,664192,665140,FY484_RS17570-MONOMER,,AE003853.1
FY484_RS16700,VC_A0532,470475,471168,FY484_RS16700-MONOMER,,AE003853.1
FY484_RS16240,FY484_RS16240,0,399,FY484_RS16240-MONOMER,,FY484_RS16240
FY484_RS15815,FY484_RS15815,0,294,FY484_RS15815-MONOMER,,FY484_RS15815
FY484_RS15500,VC_A0333,334205,334451,FY484_RS15500-MONOMER,,AE003853.1
FY484_RS15100,VC_A0274a,0,435,FY484_RS15100-MONOMER,,VC_A0274a
FY484_RS14705,VC_A0186,204631,205009,FY484_RS14705-MONOMER,,AE003853.1
FY484_RS13930,vasX,0,3258,FY484_RS13930-MONOMER,,vasX
FY484_RS11695,FY484_RS11695,0,183,FY484_RS11695-MONOMER,,FY484_RS11695
FY484_RS09470,VC_1893,2040559,2041420,FY484_RS09470-MONOMER,,AE003852.1
FY484_RS08585,VC_1708,1838996,1839683,FY484_RS08585-MONOMER,,AE003852.1
FY484_RS07890,VC_1572,1684122,1684503,FY484_RS07890-MONOMER,,AE003852.1
FY484_RS07595,VC_1510,1622868,1623291,FY484_RS07595-MONOMER,,AE003852.1
FY484_RS07130,tsiV1,0,744,FY484_RS07130-MONOMER,,tsiV1
FY484_RS05970,FY484_RS05970,0,138,FY484_RS05970-MONOMER,,FY484_RS05970
FY484_RS04790,rbmE,0,606,FY484_RS04790-MONOMER,,rbmE
FY484_RS02690,VC_0505,537150,537519,FY484_RS02690-MONOMER,,AE003852.1
FY484_RS01220,wavG,0,1584,FY484_RS01220-MONOMER,,wavG
FY484_RS00170,VC_0033,31681,32566,FY484_RS00170-MONOMER,,AE003852.1
FY484_RS19540,FY484_RS19540,0,39,FY484_RS19540-MONOMER,,FY484_RS19540
FY484_RS19225,VC_A1070,1020874,1021096,FY484_RS19225-MONOMER,,AE003853.1
FY484_RS18435,FY484_RS18435,0,138,FY484_RS18435-MONOMER,,FY484_RS18435
FY484_RS18105,VC_A0831,776809,777004,FY484_RS18105-MONOMER,,AE003853.1
FY484_RS17415,VC_A0684,620077,621388,FY484_RS17415-MONOMER,,AE003853.1
FY484_RS16525,FY484_RS16525,0,105,FY484_RS16525-MONOMER,,FY484_RS16525
FY484_RS16215,VC_A0448,401319,401745,FY484_RS16215-MONOMER,,AE003853.1
FY484_RS15775,VC_A0376,360541,360937,FY484_RS15775-MONOMER,,AE003853.1
FY484_RS15440,FY484_RS15440,0,102,FY484_RS15440-MONOMER,,FY484_RS15440
FY484_RS15050,VC_A0262,279865,280276,FY484_RS15050-MONOMER,,AE003853.1
FY484_RS14420,tsiV3,0,369,FY484_RS14420-MONOMER,,tsiV3
FY484_RS13730,FY484_RS13730,0,141,FY484_RS13730-MONOMER,,FY484_RS13730
FY484_RS11510,VC_2305,2457745,2458636,FY484_RS11510-MONOMER,,AE003852.1
FY484_RS09035,VC_1801,1947460,1947823,FY484_RS09035-MONOMER,,AE003852.1
FY484_RS08490,FY484_RS08490,0,561,FY484_RS08490-MONOMER,,FY484_RS08490
FY484_RS07450,VC_1479,1585290,1585650,FY484_RS07450-MONOMER,,AE003852.1
FY484_RS07020,cheY1,0,381,FY484_RS07020-MONOMER,,cheY1
FY484_RS05850,VC_1150,1222073,1222679,FY484_RS05850-MONOMER,,AE003852.1
FY484_RS04540,VC_0882,943302,943602,FY484_RS04540-MONOMER,,AE003852.1
FY484_RS02620,ddmB,0,513,FY484_RS02620-MONOMER,,ddmB
FY484_RS01055,VC_0198,204112,204490,FY484_RS01055-MONOMER,,AE003852.1
FY484_RS00115,VC__0023,0,258,FY484_RS00115-MONOMER,,VC__0023
FY484_RS19500,FY484_RS19500,0,228,FY484_RS19500-MONOMER,,FY484_RS19500
FY484_RS19045,VC_A1032,981941,982349,FY484_RS19045-MONOMER,,AE003853.1
FY484_RS18345,VC_A0884,835733,836795,FY484_RS18345-MONOMER,,AE003853.1
FY484_RS17940,VC_A0794,737543,737837,FY484_RS17940-MONOMER,,AE003853.1
FY484_RS17260,VC_A0650,584462,585599,FY484_RS17260-MONOMER,,AE003853.1
FY484_RS16455,VC_A0484,423603,423891,FY484_RS16455-MONOMER,,AE003853.1
FY484_RS16115,VC_A0428,390184,390610,FY484_RS16115-MONOMER,,AE003853.1
FY484_RS15735,VC_A0367,354861,355884,FY484_RS15735-MONOMER,,AE003853.1
FY484_RS15355,FY484_RS15355,0,114,FY484_RS15355-MONOMER,,FY484_RS15355
FY484_RS15015,FY484_RS15015,0,267,FY484_RS15015-MONOMER,,FY484_RS15015
FY484_RS14235,VC_A0086,96761,97142,FY484_RS14235-MONOMER,,AE003853.1
FY484_RS13370,cpxR,0,687,FY484_RS13370-MONOMER,,cpxR
FY484_RS11045,VC_2207,2351347,2352016,FY484_RS11045-MONOMER,,AE003852.1
FY484_RS09005,FY484_RS09005,0,234,FY484_RS09005-MONOMER,,FY484_RS09005
FY484_RS08280,FY484_RS08280,0,165,FY484_RS08280-MONOMER,,FY484_RS08280
FY484_RS07390,VC_1468,1575414,1575699,FY484_RS07390-MONOMER,,AE003852.1
FY484_RS06915,VC_1371,1461134,1461815,FY484_RS06915-MONOMER,,AE003852.1
FY484_RS05520,VC_1082,1149032,1149398,FY484_RS05520-MONOMER,,AE003852.1
FY484_RS04255,VC_0823,884724,885663,FY484_RS04255-MONOMER,,AE003852.1
FY484_RS02195,mshP,0,423,FY484_RS02195-MONOMER,,mshP
FY484_RS00980,VC_0182,183956,184388,FY484_RS00980-MONOMER,,AE003852.1
FY484_RS19475,FY484_RS19475,0,192,FY484_RS19475-MONOMER,,FY484_RS19475
FY484_RS18810,FY484_RS18810,0,645,FY484_RS18810-MONOMER,,FY484_RS18810
FY484_RS18325,makD,0,381,FY484_RS18325-MONOMER,,makD
FY484_RS17680,FY484_RS17680,0,198,FY484_RS17680-MONOMER,,FY484_RS17680
FY484_RS16965,VC_A0587,524353,524746,FY484_RS16965-MONOMER,,AE003853.1
FY484_RS16350,FY484_RS16350,0,114,FY484_RS16350-MONOMER,,FY484_RS16350
FY484_RS16010,VC_A0413,381419,382073,FY484_RS16010-MONOMER,,AE003853.1
FY484_RS15685,VC_A0361,350395,350974,FY484_RS15685-MONOMER,,AE003853.1
FY484_RS15285,FY484_RS15285,0,180,FY484_RS15285-MONOMER,,FY484_RS15285
FY484_RS14885,VC_A0224,246826,247132,FY484_RS14885-MONOMER,,AE003853.1
FY484_RS14075,VC_A0052,59785,61348,FY484_RS14075-MONOMER,,AE003853.1
FY484_RS16080,VC_A0423,387941,388301,FY484_RS16080-MONOMER,,AE003853.1
FY484_RS12995,VC_2610,2779721,2780711,FY484_RS12995-MONOMER,,AE003852.1
FY484_RS10000,VC_2005,2157847,2158204,FY484_RS10000-MONOMER,,AE003852.1
FY484_RS08980,VC_1793,1940321,1940699,FY484_RS08980-MONOMER,,AE003852.1
FY484_RS08110,VC_1613,1727536,1727761,FY484_RS08110-MONOMER,,AE003852.1
FY484_RS07355,VC_1462,1571376,1571760,FY484_RS07355-MONOMER,,AE003852.1
FY484_RS06660,VC_1316,1399816,1400293,FY484_RS06660-MONOMER,,AE003852.1
FY484_RS05360,VC_1050,1120188,1121295,FY484_RS05360-MONOMER,,AE003852.1
FY484_RS04105,citA,0,1698,FY484_RS04105-MONOMER,,citA
FY484_RS01895,VC_0355,376567,377290,FY484_RS01895-MONOMER,,AE003852.1
FY484_RS00900,FY484_RS00900,0,210,FY484_RS00900-MONOMER,,FY484_RS00900
FY484_RS18750,VC_A0966,915598,915895,FY484_RS18750-MONOMER,,AE003853.1
FY484_RS18270,VC_A0868,820451,820685,FY484_RS18270-MONOMER,,AE003853.1
FY484_RS17630,VC_A0731,677894,678200,FY484_RS17630-MONOMER,,AE003853.1
FY484_RS16785,VC_A0551,487772,488003,FY484_RS16785-MONOMER,,AE003853.1
FY484_RS16305,FY484_RS16305,0,270,FY484_RS16305-MONOMER,,FY484_RS16305
FY484_RS15915,VC_A0399,373488,374364,FY484_RS15915-MONOMER,,AE003853.1
FY484_RS15565,VC_A0344,340544,340970,FY484_RS15565-MONOMER,,AE003853.1
FY484_RS15210,VC_A0293,311454,312054,FY484_RS15210-MONOMER,,AE003853.1
FY484_RS14825,VC__A0211,0,1947,FY484_RS14825-MONOMER,,VC__A0211
FY484_RS14025,VC_A0039,46681,47104,FY484_RS14025-MONOMER,,AE003853.1
FY484_RS12205,vpvB,0,318,FY484_RS12205-MONOMER,,vpvB
FY484_RS09815,VC_1966,2115866,2117747,FY484_RS09815-MONOMER,,AE003852.1
FY484_RS08870,ddmE,0,2064,FY484_RS08870-MONOMER,,ddmE
FY484_RS08060,VC_1604,1717390,1718077,FY484_RS08060-MONOMER,,AE003852.1
FY484_RS07265,VC_1445,1541451,1543170,FY484_RS07265-MONOMER,,AE003852.1
FY484_RS06385,FY484_RS06385,0,177,FY484_RS06385-MONOMER,,FY484_RS06385
FY484_RS05100,hubP,0,4803,FY484_RS05100-MONOMER,,hubP
FY484_RS03645,VC_0694,741615,743292,FY484_RS03645-MONOMER,,AE003852.1
FY484_RS01590,VC_0308,319653,320646,FY484_RS01590-MONOMER,,AE003852.1
FY484_RS00630,VC_0124,0,213,FY484_RS00630-MONOMER,,VC_0124
FY484_RS08295,VC_1650,1776817,1779274,FY484_RS08295-MONOMER,,AE003852.1
FY484_RS19580,FY484_RS19580,0,279,FY484_RS19580-MONOMER,,FY484_RS19580
FY484_RS10395,znuC,0,789,FY484_RS10395-MONOMER,,znuC
FY484_RS19440,FY484_RS19440,0,1254,FY484_RS19440-MONOMER,,FY484_RS19440
FY484_RS01400,VC_0268,273477,274146,FY484_RS01400-MONOMER,,AE003852.1
FY484_RS18570,VC_A0928,881488,881998,FY484_RS18570-MONOMER,,AE003853.1
FY484_RS12465,holC,0,450,FY484_RS12465-MONOMER,,holC
FY484_RS18215,VC_A0856,807069,807741,FY484_RS18215-MONOMER,,AE003853.1
FY484_RS14570,mrpA',0,2577,FY484_RS14570-MONOMER,,mrpA'
FY484_RS17580,FY484_RS17580,0,162,FY484_RS17580-MONOMER,,FY484_RS17580
FY484_RS03620,VC_0689,735891,737691,FY484_RS03620-MONOMER,,AE003852.1
FY484_RS16715,VC_A0535,472657,473038,FY484_RS16715-MONOMER,,AE003853.1
FY484_RS17320,VC_A0663,598556,600320,FY484_RS17320-MONOMER,,AE003853.1
FY484_RS16245,VC_A0453,404319,404784,FY484_RS16245-MONOMER,,AE003853.1
FY484_RS06015,VC_1185,1259188,1260520,FY484_RS06015-MONOMER,,AE003852.1
FY484_RS15845,VC_A0388,366736,367390,FY484_RS15845-MONOMER,,AE003853.1
FY484_RS08200,VC_1631,1755792,1757169,FY484_RS08200-MONOMER,,AE003852.1
FY484_RS15505,VC_A0334,334534,335341,FY484_RS15505-MONOMER,,AE003853.1
FY484_RS10315,cheZ,0,720,FY484_RS10315-MONOMER,,cheZ
FY484_RS15155,FY484_RS15155,0,1224,FY484_RS15155-MONOMER,,FY484_RS15155
FY484_RS01290,wbeG,0,1383,FY484_RS01290-MONOMER,,wbeG
FY484_RS14710,VC_A0188,205243,205522,FY484_RS14710-MONOMER,,AE003853.1
FY484_RS12345,ilvI,0,1722,FY484_RS12345-MONOMER,,ilvI
FY484_RS13935,tsiV2,0,729,FY484_RS13935-MONOMER,,tsiV2
FY484_RS14485,glpT,0,1359,FY484_RS14485-MONOMER,,glpT
FY484_RS11765,VC_2365,2522857,2523340,FY484_RS11765-MONOMER,,AE003852.1
FY484_RS03540,ptsP,0,2247,FY484_RS03540-MONOMER,,ptsP
FY484_RS09545,VC_1909,2059193,2059982,FY484_RS09545-MONOMER,,AE003852.1
FY484_RS17230,VC_A0644,578594,580298,FY484_RS17230-MONOMER,,AE003853.1
FY484_RS08675,VC_1725,1862870,1863689,FY484_RS08675-MONOMER,,AE003852.1
FY484_RS05930,VC_1167,1239995,1240574,FY484_RS05930-MONOMER,,AE003852.1
FY484_RS08010,VC_1597,1709718,1711152,FY484_RS08010-MONOMER,,AE003852.1
FY484_RS19425,parB2,0,972,FY484_RS19425-MONOMER,,parB2
FY484_RS07690,FY484_RS07690,0,306,FY484_RS07690-MONOMER,,FY484_RS07690
FY484_RS08095,VC_1610,1725154,1725604,FY484_RS08095-MONOMER,,AE003852.1
FY484_RS07150,FY484_RS07150,0,159,FY484_RS07150-MONOMER,,FY484_RS07150
FY484_RS10235,vacJ,0,747,FY484_RS10235-MONOMER,,vacJ
FY484_RS06035,VC_1189,1263811,1264234,FY484_RS06035-MONOMER,,AE003852.1
FY484_RS12250,VC_2464,2647092,2647563,FY484_RS12250-MONOMER,,AE003852.1
FY484_RS04835,VC_0942,1008293,1008647,FY484_RS04835-MONOMER,,AE003852.1
FY484_RS14390,tagO,0,657,FY484_RS14390-MONOMER,,tagO
FY484_RS02780,VC_0522,556335,557148,FY484_RS02780-MONOMER,,AE003852.1
FY484_RS03450,VC_0652,696233,697247,FY484_RS03450-MONOMER,,AE003852.1
FY484_RS01255,wavK,0,561,FY484_RS01255-MONOMER,,wavK
FY484_RS17145,VC_A0628,563792,565967,FY484_RS17145-MONOMER,,AE003853.1
FY484_RS00295,FY484_RS00295,0,141,FY484_RS00295-MONOMER,,FY484_RS00295
FY484_RS05835,VC_1147,1217796,1219065,FY484_RS05835-MONOMER,,AE003852.1
FY484_RS19545,FY484_RS19545,0,204,FY484_RS19545-MONOMER,,FY484_RS19545
FY484_RS19330,cheW2,0,462,FY484_RS19330-MONOMER,,cheW2
FY484_RS19345,cheY4,0,360,FY484_RS19345-MONOMER,,cheY4
FY484_RS07975,alsS,0,1704,FY484_RS07975-MONOMER,,alsS
FY484_RS18450,VC_A0902,856031,856868,FY484_RS18450-MONOMER,,AE003853.1
FY484_RS10120,rluC,0,948,FY484_RS10120-MONOMER,,rluC
FY484_RS18160,VC_A0845,787470,787782,FY484_RS18160-MONOMER,,AE003853.1
FY484_RS12160,gspA,0,1590,FY484_RS12160-MONOMER,,gspA
FY484_RS17465,vemP,0,456,FY484_RS17465-MONOMER,,vemP
FY484_RS01125,lpxN,0,978,FY484_RS01125-MONOMER,,lpxN
FY484_RS16550,VC_A0501,432500,432896,FY484_RS16550-MONOMER,,AE003853.1
FY484_RS14310,VC_A0102,110030,110690,FY484_RS14310-MONOMER,,AE003853.1
FY484_RS16225,VC_A0450,402498,403029,FY484_RS16225-MONOMER,,AE003853.1
FY484_RS03355,rlmE,0,630,FY484_RS03355-MONOMER,,rlmE
FY484_RS15785,VC_A0379,361597,361993,FY484_RS15785-MONOMER,,AE003853.1
FY484_RS17055,rnk,0,408,FY484_RS17055-MONOMER,,rnk
FY484_RS15460,VC_A0329a,0,243,FY484_RS15460-MONOMER,,VC_A0329a
FY484_RS05755,VC_1131,1199267,1200869,FY484_RS05755-MONOMER,,AE003852.1
FY484_RS15055,VC_A0263,280381,280924,FY484_RS15055-MONOMER,,AE003853.1
FY484_RS05470,arsJ,0,1230,FY484_RS05470-MONOMER,,arsJ
FY484_RS14465,FY484_RS14465,0,123,FY484_RS14465-MONOMER,,FY484_RS14465
FY484_RS19250,crvA,0,1107,FY484_RS19250-MONOMER,,crvA
FY484_RS13850,VC_A0003,3329,3944,FY484_RS13850-MONOMER,,AE003853.1
FY484_RS07895,fumC,0,1386,FY484_RS07895-MONOMER,,fumC
FY484_RS11555,VC_2318,2466300,2466486,FY484_RS11555-MONOMER,,AE003852.1
FY484_RS10040,FY484_RS10040,0,102,FY484_RS10040-MONOMER,,FY484_RS10040
FY484_RS09040,VC_1802,1947785,1948022,FY484_RS09040-MONOMER,,AE003852.1
FY484_RS12080,yacG,0,198,FY484_RS12080-MONOMER,,yacG
FY484_RS08515,FY484_RS08515,0,237,FY484_RS08515-MONOMER,,FY484_RS08515
FY484_RS01035,ggt,0,1755,FY484_RS01035-MONOMER,,ggt
FY484_RS07525,VC_1495,1605685,1606402,FY484_RS07525-MONOMER,,AE003852.1
FY484_RS14195,VC_A0078,88623,88956,FY484_RS14195-MONOMER,,AE003853.1
FY484_RS07025,VC_1396,1486807,1487068,FY484_RS07025-MONOMER,,AE003852.1
FY484_RS03265,VC_0618,653468,654494,FY484_RS03265-MONOMER,,AE003852.1
FY484_RS05870,VC_1154,1225678,1226227,FY484_RS05870-MONOMER,,AE003852.1
FY484_RS16975,VC_A0589,526418,527477,FY484_RS16975-MONOMER,,AE003853.1
FY484_RS04770,rbmA,0,792,FY484_RS04770-MONOMER,,rbmA
FY484_RS05670,bioC,0,804,FY484_RS05670-MONOMER,,bioC
FY484_RS02625,ddmA,0,1167,FY484_RS02625-MONOMER,,ddmA
FY484_RS05380,dnaX,0,2079,FY484_RS05380-MONOMER,,dnaX
FY484_RS01140,FY484_RS01140,0,138,FY484_RS01140-MONOMER,,FY484_RS01140
VC_0001,VC_0001,234,402,VC_0001-MONOMER,,AE003852.1
VC_0002,VC_0002,371,806,VC_0002-MONOMER,,AE003852.1
VC_0003,VC_0003,815,2210,VC_0003-MONOMER,,AE003852.1
VC_0004,VC_0004,2270,3896,VC_0004-MONOMER,,AE003852.1
VC_0005,VC_0005,3898,4156,VC_0005-MONOMER,,AE003852.1
VC_0006,VC_0006,4122,4479,VC_0006-MONOMER,,AE003852.1
VC_0007,VC_0007,4491,4629,VC_0007-MONOMER,,AE003852.1
VC_0011,VC_0011,7223,7352,VC_0011-MONOMER,,AE003852.1
VC_0012,VC_0012,7396,8815,VC_0012-MONOMER,,AE003852.1
VC_0013,VC_0013,8872,9973,VC_0013-MONOMER,,AE003852.1
VC_0014,VC_0014,9990,11082,VC_0014-MONOMER,,AE003852.1
VC_0015,VC_0015,11102,13520,VC_0015-MONOMER,,AE003852.1
VC_0016,VC_0016,13875,14367,VC_0016-MONOMER,,AE003852.1
VC_0017,VC_0017,14376,14493,VC_0017-MONOMER,,AE003852.1
VC_0020,VC_0020,16868,18935,VC_0020-MONOMER,,AE003852.1
VC_0021,VC_0021,18949,19942,VC_0021-MONOMER,,AE003852.1
VC_0023,VC_0023,20942,21200,VC_0023-MONOMER,,AE003852.1
VC_0024,VC_0024,21286,21535,VC_0024-MONOMER,,AE003852.1
VC_0027,VC_0027,23255,24788,VC_0027-MONOMER,,AE003852.1
VC_0028,VC_0028,24791,26633,VC_0028-MONOMER,,AE003852.1
VC_0029,VC_0029,26642,27602,VC_0029-MONOMER,,AE003852.1
VC_0030,VC_0030,27592,27877,VC_0030-MONOMER,,AE003852.1
VC_0034,VC_0034,32643,33246,VC_0034-MONOMER,,AE003852.1
VC_0036,VC_0036,34310,35798,VC_0036-MONOMER,,AE003852.1
VC_0038,VC_0038,36526,36694,VC_0038-MONOMER,,AE003852.1
VC_0043,VC_0043,40559,41936,VC_0043-MONOMER,,AE003852.1
VC_0044,VC_0044,41997,43302,VC_0044-MONOMER,,AE003852.1
VC_0045,VC_0045,43333,44281,VC_0045-MONOMER,,AE003852.1
VC_0046,VC_0046,44298,44808,VC_0046-MONOMER,,AE003852.1
VC_0048,VC_0048,46074,47190,VC_0048-MONOMER,,AE003852.1
VC_0049,VC_0049,47192,47669,VC_0049-MONOMER,,AE003852.1
VC_0052,VC_0052,49460,49946,VC_0052-MONOMER,,AE003852.1
VC_0053,VC_0053,49960,50086,VC_0053-MONOMER,,AE003852.1
VC_0055,VC_0055,50688,51606,VC_0055-MONOMER,,AE003852.1
VC_0056,VC_0056,51667,52504,VC_0056-MONOMER,,AE003852.1
VC_0058,VC_0058,52756,53311,VC_0058-MONOMER,,AE003852.1
VC_0059,VC_0059,53496,53637,VC_0059-MONOMER,,AE003852.1
VC_r003,VC_r003,58797,58915,VC_r003-rRNA,,AE003852.1
VC_0060,VC_0060,59355,59736,VC_0060-MONOMER,,AE003852.1
VC_0061,VC_0061,59987,61925,VC_0061-MONOMER,,AE003852.1
VC_0062,VC_0062,61928,63251,VC_0062-MONOMER,,AE003852.1
VC_0063,VC_0063,63237,64014,VC_0063-MONOMER,,AE003852.1
VC_0064,VC_0064,63956,64214,VC_0064-MONOMER,,AE003852.1
VC_0066,VC_0066,64986,66099,VC_0066-MONOMER,,AE003852.1
VC_0071,VC_0071,70974,71436,VC_0071-MONOMER,,AE003852.1
VC_0076,VC_0076,76209,76635,VC_0076-MONOMER,,AE003852.1
VC_0077,VC_0077,76680,76776,VC_0077-MONOMER,,AE003852.1
VC_0078,VC_0078,76781,77327,VC_0078-MONOMER,,AE003852.1
VC_0079,VC_0079,77402,77726,VC_0079-MONOMER,,AE003852.1
VC_0082,VC_0082,80076,81618,VC_0082-MONOMER,,AE003852.1
VC_0083,VC_0083,81662,82445,VC_0083-MONOMER,,AE003852.1
VC_0085,VC_0085,83073,84708,VC_0085-MONOMER,,AE003852.1
VC_0086,VC_0086,84767,85016,VC_0086-MONOMER,,AE003852.1
VC_0087,VC_0087,85019,85421,VC_0087-MONOMER,,AE003852.1
VC_0088,VC_0088,85509,86262,VC_0088-MONOMER,,AE003852.1
VC_0090,VC_0090,87680,89045,VC_0090-MONOMER,,AE003852.1
VC_0092,VC_0092,90012,90642,VC_0092-MONOMER,,AE003852.1
VC_0093,VC_0093,90952,93388,VC_0093-MONOMER,,AE003852.1
VC_0094,VC_0094,93463,94318,VC_0094-MONOMER,,AE003852.1
VC_0095,VC_0095,94318,94870,VC_0095-MONOMER,,AE003852.1
VC_0096,VC_0096,94892,94991,VC_0096-MONOMER,,AE003852.1
VC_0097,VC_0097,95061,95472,VC_0097-MONOMER,,AE003852.1
VC_0099,VC_0099,97945,98779,VC_0099-MONOMER,,AE003852.1
VC_0100,VC_0100,98785,99106,VC_0100-MONOMER,,AE003852.1
VC_0101,VC_0101,99186,99402,VC_0101-MONOMER,,AE003852.1
VC_0102,VC_0102,99634,99775,VC_0102-MONOMER,,AE003852.1
VC_0104,VC_0104,100689,100824,VC_0104-MONOMER,,AE003852.1
VC_0105,VC_0105,100810,101854,VC_0105-MONOMER,,AE003852.1
VC_0107,VC_0107,102907,103045,VC_0107-MONOMER,,AE003852.1
VC_0108,VC_0108,103097,105902,VC_0108-MONOMER,,AE003852.1
VC_0109,VC_0109,105854,105968,VC_0109-MONOMER,,AE003852.1
VC_0110,VC_0110,106164,106299,VC_0110-MONOMER,,AE003852.1
VC_0114,VC_0114,108919,109468,VC_0114-MONOMER,,AE003852.1
VC_0116,VC_0116,110050,111493,VC_0116-MONOMER,,AE003852.1
VC_0120,VC_0120,114760,115714,VC_0120-MONOMER,,AE003852.1
VC_0121,VC_0121,115890,116037,VC_0121-MONOMER,,AE003852.1
VC_0122,VC_0122,116052,118584,VC_0122-MONOMER,,AE003852.1
VC_0123,VC_0123,118689,119004,VC_0123-MONOMER,,AE003852.1
VC_0125,VC_0125,119228,120482,VC_0125-MONOMER,,AE003852.1
VC_0126,VC_0126,120451,121324,VC_0126-MONOMER,,AE003852.1
VC_0128,VC_0128,122004,122940,VC_0128-MONOMER,,AE003852.1
VC_0129,VC_0129,122942,123662,VC_0129-MONOMER,,AE003852.1
VC_0130,VC_0130,123771,126261,VC_0130-MONOMER,,AE003852.1
VC_0133,VC_0133,128443,128632,VC_0133-MONOMER,,AE003852.1
VC_0136,VC_0136,130747,131365,VC_0136-MONOMER,,AE003852.1
VC_0137,VC_0137,131312,132611,VC_0137-MONOMER,,AE003852.1
VC_0138,VC_0138,132618,132738,VC_0138-MONOMER,,AE003852.1
VC_0141,VC_0141,133798,133903,VC_0141-MONOMER,,AE003852.1
VC_0146,VC_0146,136150,136750,VC_0146-MONOMER,,AE003852.1
VC_0147,VC_0147,136953,138129,VC_0147-MONOMER,,AE003852.1
