Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Accession-2
B488_RS02715	B488_RS02715	606062	606802	B488_RS02715-MONOMER	B488_05590
B488_RS06025	B488_RS06025	1353791	1354723	B488_RS06025-MONOMER	B488_12360
B488_RS04220	B488_RS04220	959556	960749	B488_RS04220-MONOMER	B488_08820
B488_RS03510	B488_RS03510	810409	811017	B488_RS03510-MONOMER	B488_07270
B488_RS06295	B488_RS06295	1405970	1406152	B488_RS06295-MONOMER	B488_12940
B488_RS01585	B488_RS01585	366220	366795	B488_RS01585-MONOMER	B488_03180
B488_RS05485	B488_RS05485	1226899	1227666	B488_RS05485-MONOMER	B488_11270
B488_RS04050	B488_RS04050	929930	930484	B488_RS04050-MONOMER	
B488_RS00710	B488_RS00710	174887	176521	B488_RS00710-MONOMER	B488_01420
B488_RS00035	B488_RS00035	6748	7269	B488_RS00035-MONOMER	B488_00060
B488_RS04775	B488_RS04775	1071786	1072727	B488_RS04775-MONOMER	B488_09850
B488_RS05070	B488_RS05070	1139213	1139539	B488_RS05070-MONOMER	
B488_RS03655	B488_RS03655	841726	842484	B488_RS03655-MONOMER	B488_07560
B488_RS02400	B488_RS02400	543859	544164	B488_RS02400-MONOMER	B488_04950
B488_RS00300	B488_RS00300	73639	75066	B488_RS00300-MONOMER	B488_00600
B488_RS01430	B488_RS01430	327819	327894	B488_RS01430-tRNA	B488_13910
B488_RS05350	B488_RS05350	1198923	1199240	B488_RS05350-MONOMER	B488_11000
B488_RS02140	B488_RS02140	491512	492345	B488_RS02140-MONOMER	B488_04380
B488_RS01735	B488_RS01735	401069	401599	B488_RS01735-MONOMER	B488_03500
B488_RS01240	B488_RS01240	285827	286792	B488_RS01240-MONOMER	B488_02510
B488_RS03005	B488_RS03005	681994	682649	B488_RS03005-MONOMER	B488_06180
B488_RS00625	B488_RS00625	153335	154006	B488_RS00625-MONOMER	B488_01250
B488_RS04470	B488_RS04470	1005585	1008521	B488_RS04470-MONOMER	B488_09330
B488_RS03900	B488_RS03900	886095	888207	B488_RS03900-MONOMER	B488_08160
B488_RS04755	B488_RS04755	1066549	1069360	B488_RS04755-rRNA	B488_14110
B488_RS01880	B488_RS01880	441481	444348	B488_RS01880-MONOMER	B488_03820
B488_RS03385	B488_RS03385	777777	778952	B488_RS03385-MONOMER	
B488_RS01480	B488_RS01480	339250	340585	B488_RS01480-MONOMER	B488_02930
B488_RS00855	B488_RS00855	206984	207547	B488_RS00855-MONOMER	B488_01720
B488_RS04780	B488_RS04780	1072857	1074035	B488_RS04780-MONOMER	B488_09860
B488_RS00040	B488_RS00040	7259	9886	B488_RS00040-MONOMER	B488_00070
B488_RS05640	B488_RS05640	1258172	1259017	B488_RS05640-MONOMER	B488_11590
B488_RS04100	B488_RS04100	936499	938094	B488_RS04100-MONOMER	B488_08540
B488_RS05130	B488_RS05130	1150235	1151011	B488_RS05130-MONOMER	B488_10560
B488_RS01005	B488_RS01005	238219	238647	B488_RS01005-MONOMER	B488_02020
B488_RS00305	B488_RS00305	75091	76071	B488_RS00305-MONOMER	B488_00610
B488_RS05355	B488_RS05355	1199490	1200458	B488_RS05355-MONOMER	B488_11010
B488_RS02145	B488_RS02145	492711	493349	B488_RS02145-MONOMER	B488_04390
B488_RS02545	B488_RS02545	568629	569246	B488_RS02545-MONOMER	B488_05260
B488_RS01250	B488_RS01250	287339	287782	B488_RS01250-MONOMER	B488_02520
B488_RS02650	B488_RS02650	591227	593347	B488_RS02650-MONOMER	B488_05470
B488_RS05765	B488_RS05765	1295236	1295709	B488_RS05765-MONOMER	B488_11860
B488_RS02845	B488_RS02845	641090	642553	B488_RS02845-MONOMER	B488_05840
B488_RS03010	B488_RS03010	682995	683504	B488_RS03010-MONOMER	B488_06190
B488_RS06360	B488_RS06360	1417832	1418638	B488_RS06360-MONOMER	B488_13070
B488_RS03260	B488_RS03260	746217	747844	B488_RS03260-MONOMER	B488_06740
B488_RS02720	B488_RS02720	606990	608213	B488_RS02720-MONOMER	B488_05600
B488_RS05895	B488_RS05895	1322348	1322935	B488_RS05895-MONOMER	B488_12100
B488_RS06030	B488_RS06030	1354934	1355284	B488_RS06030-MONOMER	B488_12370
B488_RS03515	B488_RS03515	811342	812325	B488_RS03515-MONOMER	B488_07280
B488_RS01590	B488_RS01590	366813	367694	B488_RS01590-MONOMER	B488_03190
B488_RS05490	B488_RS05490	1227744	1228514	B488_RS05490-MONOMER	B488_11280
B488_RS00715	B488_RS00715	176518	178200	B488_RS00715-MONOMER	B488_01430
B488_RS00045	B488_RS00045	10042	10695	B488_RS00045-MONOMER	B488_00080
B488_RS04785	B488_RS04785	1074057	1077152	B488_RS04785-MONOMER	B488_09870
B488_RS05075	B488_RS05075	1139589	1140565	B488_RS05075-MONOMER	B488_10460
B488_RS02405	B488_RS02405	544242	544598	B488_RS02405-MONOMER	B488_04960
B488_RS00310	B488_RS00310	76132	76554	B488_RS00310-MONOMER	B488_00620
B488_RS06860	B488_RS06860	842719	843057	B488_RS06860-MONOMER	B488_07580
B488_RS01435	B488_RS01435	328168	330979	B488_RS01435-rRNA	B488_13920
B488_RS05360	B488_RS05360	1200477	1201892	B488_RS05360-MONOMER	B488_11020
B488_RS01740	B488_RS01740	401726	402628	B488_RS01740-MONOMER	B488_03510
B488_RS04370	B488_RS04370	983340	983615	B488_RS04370-MONOMER	B488_09130
B488_RS01255	B488_RS01255	287901	288875	B488_RS01255-MONOMER	B488_02530
B488_RS06705	B488_RS06705	1496831	1497538	B488_RS06705-MONOMER	B488_13700
B488_RS03015	B488_RS03015	683658	684761	B488_RS03015-MONOMER	B488_06200
B488_RS06880	B488_RS06880	888287	888946	B488_RS06880-MONOMER	B488_08170
B488_RS06430	B488_RS06430	1433888	1435648	B488_RS06430-MONOMER	B488_13210
B488_RS03265	B488_RS03265	748015	749241	B488_RS03265-MONOMER	B488_06750
B488_RS05775	B488_RS05775	1295886	1297103	B488_RS05775-MONOMER	B488_11870
B488_RS01885	B488_RS01885	444545	445051	B488_RS01885-MONOMER	B488_03830
B488_RS03390	B488_RS03390	779028	779660	B488_RS03390-MONOMER	B488_07020
B488_RS05740	B488_RS05740	1286652	1287278	B488_RS05740-MONOMER	B488_11800
B488_RS04165	B488_RS04165	948017	949237	B488_RS04165-MONOMER	B488_08710
B488_RS04020	B488_RS04020	916805	917524	B488_RS04020-MONOMER	B488_08400
B488_RS06900	B488_RS06900	974641	975318	B488_RS06900-MONOMER	B488_09000
B488_RS04520	B488_RS04520	1014577	1014927	B488_RS04520-MONOMER	B488_09430
B488_RS04790	B488_RS04790	1077218	1078630	B488_RS04790-MONOMER	B488_09880
B488_RS00050	B488_RS00050	11126	12259	B488_RS00050-MONOMER	B488_00090
B488_RS05645	B488_RS05645	1259069	1260358	B488_RS05645-MONOMER	B488_11600
B488_RS00860	B488_RS00860	207815	208156	B488_RS00860-MONOMER	B488_01730
B488_RS01010	B488_RS01010	238644	239753	B488_RS01010-MONOMER	B488_02030
B488_RS05080	B488_RS05080	1140698	1141690	B488_RS05080-MONOMER	B488_10470
B488_RS00315	B488_RS00315	77061	78227	B488_RS00315-MONOMER	B488_00630
B488_RS05365	B488_RS05365	1201892	1203190	B488_RS05365-MONOMER	B488_11030
B488_RS07075	B488_RS07075	493691	493891	B488_RS07075-MONOMER	B488_04400
B488_RS02550	B488_RS02550	569284	570210	B488_RS02550-MONOMER	B488_05270
B488_RS07095	B488_RS07095	863662	864045	B488_RS07095-MONOMER	B488_07850
B488_RS01260	B488_RS01260	288888	289733	B488_RS01260-MONOMER	B488_02540
B488_RS03660	B488_RS03660	843072	843569	B488_RS03660-MONOMER	B488_07590
B488_RS02850	B488_RS02850	642865	644565	B488_RS02850-MONOMER	B488_05850
B488_RS04645	B488_RS04645	1044063	1046903	B488_RS04645-MONOMER	B488_09680
B488_RS03020	B488_RS03020	684907	685500	B488_RS03020-MONOMER	B488_06210
B488_RS01745	B488_RS01745	402643	403935	B488_RS01745-MONOMER	B488_03520
B488_RS03270	B488_RS03270	750536	750781	B488_RS03270-MONOMER	
B488_RS06510	B488_RS06510	1450415	1451413	B488_RS06510-MONOMER	B488_13360
B488_RS05985	B488_RS05985	1341841	1341930	B488_RS05985-tRNA	B488_14240
B488_RS02725	B488_RS02725	608216	609439	B488_RS02725-MONOMER	B488_05610
B488_RS06035	B488_RS06035	1355305	1355676	B488_RS06035-MONOMER	B488_12380
B488_RS07025	B488_RS07025	812714	813667	B488_RS07025-MONOMER	B488_07290
B488_RS06300	B488_RS06300	1406164	1406832	B488_RS06300-MONOMER	B488_12950
B488_RS01595	B488_RS01595	367900	368148	B488_RS01595-MONOMER	B488_03200
B488_RS05495	B488_RS05495	1228746	1229036	B488_RS05495-MONOMER	B488_11290
B488_RS00720	B488_RS00720	178291	179826	B488_RS00720-MONOMER	B488_01440
B488_RS00055	B488_RS00055	12532	13107	B488_RS00055-MONOMER	B488_00100
B488_RS04795	B488_RS04795	1078895	1080394	B488_RS04795-MONOMER	B488_09890
B488_RS06805	B488_RS06805	544655	544948	B488_RS06805-MONOMER	B488_04970
B488_RS00320	B488_RS00320	78427	78957	B488_RS00320-MONOMER	B488_00640
B488_RS01440	B488_RS01440	331011	331125	B488_RS01440-rRNA	B488_13930
B488_RS02150	B488_RS02150	494138	495331	B488_RS02150-MONOMER	B488_04410
B488_RS01265	B488_RS01265	289923	290225	B488_RS01265-MONOMER	B488_02550
B488_RS01015	B488_RS01015	239750	240277	B488_RS01015-MONOMER	
B488_RS06230	B488_RS06230	1393710	1394651	B488_RS06230-MONOMER	B488_12790
B488_RS04560	B488_RS04560	1022623	1023789	B488_RS04560-MONOMER	B488_09510
B488_RS00630	B488_RS00630	154570	155007	B488_RS00630-MONOMER	B488_01260
B488_RS06835	B488_RS06835	686171	686848	B488_RS06835-MONOMER	B488_06220
B488_RS04475	B488_RS04475	1008764	1009294	B488_RS04475-MONOMER	B488_09340
B488_RS03910	B488_RS03910	889043	890293	B488_RS03910-MONOMER	B488_08180
B488_RS04760	B488_RS04760	1069634	1069709	B488_RS04760-tRNA	B488_14120
B488_RS03275	B488_RS03275	751052	752977	B488_RS03275-MONOMER	B488_06780
B488_RS05780	B488_RS05780	1297111	1298685	B488_RS05780-MONOMER	B488_11880
B488_RS01890	B488_RS01890	445285	448038	B488_RS01890-MONOMER	B488_03840
B488_RS03395	B488_RS03395	780076	782103	B488_RS03395-MONOMER	B488_07030
B488_RS04625	B488_RS04625	1040304	1041527	B488_RS04625-MONOMER	B488_09640
B488_RS01485	B488_RS01485	340999	341256	B488_RS01485-MONOMER	B488_02940
B488_RS00865	B488_RS00865	208950	210503	B488_RS00865-MONOMER	B488_01740
B488_RS04800	B488_RS04800	1080405	1081529	B488_RS04800-MONOMER	B488_09900
B488_RS00060	B488_RS00060	13468	15966	B488_RS00060-MONOMER	B488_00110
B488_RS05650	B488_RS05650	1260560	1264753	B488_RS05650-MONOMER	B488_11610
B488_RS04105	B488_RS04105	938121	939302	B488_RS04105-MONOMER	B488_08550
B488_RS05085	B488_RS05085	1142237	1143260	B488_RS05085-MONOMER	B488_10480
B488_RS05370	B488_RS05370	1203260	1204704	B488_RS05370-MONOMER	B488_11040
B488_RS02155	B488_RS02155	495422	496726	B488_RS02155-MONOMER	B488_04420
B488_RS06160	B488_RS06160	1380417	1381061	B488_RS06160-MONOMER	B488_12650
B488_RS02555	B488_RS02555	570542	571741	B488_RS02555-MONOMER	B488_05280
B488_RS04340	B488_RS04340	977478	977690	B488_RS04340-MONOMER	B488_09050
B488_RS01270	B488_RS01270	290332	291963	B488_RS01270-MONOMER	B488_02560
B488_RS02655	B488_RS02655	593547	593798	B488_RS02655-MONOMER	B488_05480
B488_RS03665	B488_RS03665	843572	845116	B488_RS03665-MONOMER	B488_07600
B488_RS02855	B488_RS02855	644786	645139	B488_RS02855-MONOMER	B488_05860
B488_RS03030	B488_RS03030	687517	688020	B488_RS03030-MONOMER	B488_06230
B488_RS06265	B488_RS06265	1401665	1402180	B488_RS06265-MONOMER	B488_12860
B488_RS01750	B488_RS01750	404032	405972	B488_RS01750-MONOMER	B488_03530
B488_RS03280	B488_RS03280	752980	753921	B488_RS03280-MONOMER	B488_06790
B488_RS06515	B488_RS06515	1451492	1454557	B488_RS06515-MONOMER	B488_13370
B488_RS05785	B488_RS05785	1298693	1299469	B488_RS05785-MONOMER	B488_11890
B488_RS02730	B488_RS02730	609825	610871	B488_RS02730-MONOMER	B488_05620
B488_RS05900	B488_RS05900	1323360	1323620	B488_RS05900-MONOMER	B488_12110
B488_RS03990	B488_RS03990	910774	911127	B488_RS03990-MONOMER	B488_08340
B488_RS06040	B488_RS06040	1356047	1356835	B488_RS06040-MONOMER	B488_12400
B488_RS03525	B488_RS03525	814046	815713	B488_RS03525-MONOMER	B488_07300
B488_RS01600	B488_RS01600	368161	368565	B488_RS01600-MONOMER	B488_03210
B488_RS05500	B488_RS05500	1229332	1229958	B488_RS05500-MONOMER	B488_11300
B488_RS00725	B488_RS00725	179868	181022	B488_RS00725-MONOMER	B488_01450
B488_RS00065	B488_RS00065	16027	16656	B488_RS00065-MONOMER	B488_00120
B488_RS04805	B488_RS04805	1081526	1082221	B488_RS04805-MONOMER	B488_09910
B488_RS05090	B488_RS05090	1143289	1144119	B488_RS05090-MONOMER	B488_10490
B488_RS02415	B488_RS02415	545288	545587	B488_RS02415-MONOMER	
B488_RS06760	B488_RS06760	79586	80026	B488_RS06760-MONOMER	B488_00650
B488_RS05375	B488_RS05375	1204943	1205941	B488_RS05375-MONOMER	B488_11050
B488_RS02160	B488_RS02160	497210	499009	B488_RS02160-MONOMER	B488_04450
B488_RS04490	B488_RS04490	1010080	1010487	B488_RS04490-MONOMER	B488_09370
B488_RS01285	B488_RS01285	292765	293130	B488_RS01285-MONOMER	B488_02570
B488_RS01020	B488_RS01020	240274	240993	B488_RS01020-MONOMER	B488_02050
B488_RS07005	B488_RS07005	688084	688380	B488_RS07005-MONOMER	
B488_RS03915	B488_RS03915	890552	891487	B488_RS03915-MONOMER	B488_08190
B488_RS06435	B488_RS06435	1435689	1436330	B488_RS06435-MONOMER	B488_13220
B488_RS04415	B488_RS04415	993725	994681	B488_RS04415-MONOMER	
B488_RS01895	B488_RS01895	448558	449055	B488_RS01895-MONOMER	B488_03850
B488_RS03400	B488_RS03400	782100	782702	B488_RS03400-MONOMER	B488_07040
B488_RS04810	B488_RS04810	1082340	1083632	B488_RS04810-MONOMER	B488_09920
B488_RS00070	B488_RS00070	16707	17510	B488_RS00070-MONOMER	B488_00130
B488_RS05655	B488_RS05655	1264757	1266721	B488_RS05655-MONOMER	B488_11620
B488_RS00870	B488_RS00870	210651	212213	B488_RS00870-MONOMER	B488_01750
B488_RS05095	B488_RS05095	1144176	1144958	B488_RS05095-MONOMER	B488_10500
B488_RS01445	B488_RS01445	331187	331263	B488_RS01445-tRNA	B488_13940
B488_RS05380	B488_RS05380	1206052	1206510	B488_RS05380-MONOMER	B488_11060
B488_RS02170	B488_RS02170	499546	499977	B488_RS02170-MONOMER	B488_04460
B488_RS02560	B488_RS02560	571874	572212	B488_RS02560-MONOMER	B488_05290
B488_RS03780	B488_RS03780	864045	864275	B488_RS03780-MONOMER	
B488_RS01290	B488_RS01290	293121	293690	B488_RS01290-MONOMER	B488_02580
B488_RS03670	B488_RS03670	845088	845561	B488_RS03670-MONOMER	
B488_RS02860	B488_RS02860	645572	646687	B488_RS02860-MONOMER	B488_05870
B488_RS06840	B488_RS06840	689292	689813	B488_RS06840-MONOMER	
B488_RS01755	B488_RS01755	406193	407539	B488_RS01755-MONOMER	B488_03540
B488_RS07015	B488_RS07015	754094	754183	B488_RS07015-MONOMER	
B488_RS06520	B488_RS06520	1454554	1455624	B488_RS06520-MONOMER	B488_13380
B488_RS06155	B488_RS06155	1380212	1380287	B488_RS06155-tRNA	B488_14250
B488_RS04225	B488_RS04225	961131	962159	B488_RS04225-MONOMER	B488_08830
B488_RS03530	B488_RS03530	815772	816308	B488_RS03530-MONOMER	B488_07310
B488_RS06305	B488_RS06305	1407198	1408301	B488_RS06305-MONOMER	B488_12960
B488_RS01605	B488_RS01605	369264	370667	B488_RS01605-MONOMER	B488_03220
B488_RS05505	B488_RS05505	1230054	1230350	B488_RS05505-MONOMER	B488_11310
B488_RS04055	B488_RS04055	930573	931268	B488_RS04055-MONOMER	B488_08470
B488_RS00730	B488_RS00730	181038	181151	B488_RS00730-MONOMER	B488_01460
B488_RS00075	B488_RS00075	17522	17965	B488_RS00075-MONOMER	B488_00140
B488_RS05105	B488_RS05105	1145407	1145910	B488_RS05105-MONOMER	B488_10510
B488_RS02420	B488_RS02420	545584	546315	B488_RS02420-MONOMER	
B488_RS00335	B488_RS00335	80392	81364	B488_RS00335-MONOMER	
B488_RS05385	B488_RS05385	1206489	1207001	B488_RS05385-MONOMER	B488_11070
B488_RS01295	B488_RS01295	293698	294300	B488_RS01295-MONOMER	B488_02590
B488_RS01025	B488_RS01025	241076	241543	B488_RS01025-MONOMER	B488_02060
B488_RS00635	B488_RS00635	155007	156437	B488_RS00635-MONOMER	B488_01270
B488_RS03045	B488_RS03045	690188	690862	B488_RS03045-MONOMER	B488_06260
B488_RS04480	B488_RS04480	1009316	1009663	B488_RS04480-MONOMER	B488_09350
B488_RS03920	B488_RS03920	891539	892120	B488_RS03920-MONOMER	B488_08200
B488_RS04765	B488_RS04765	1069734	1069810	B488_RS04765-tRNA	B488_14130
B488_RS03285	B488_RS03285	754247	754624	B488_RS03285-MONOMER	
B488_RS05790	B488_RS05790	1299840	1300715	B488_RS05790-MONOMER	B488_11900
B488_RS01900	B488_RS01900	449214	451337	B488_RS01900-MONOMER	B488_03860
B488_RS03405	B488_RS03405	782703	785960	B488_RS03405-MONOMER	B488_07050
B488_RS01490	B488_RS01490	341299	342138	B488_RS01490-MONOMER	B488_02950
B488_RS05990	B488_RS05990	1342171	1342788	B488_RS05990-MONOMER	B488_12280
B488_RS00875	B488_RS00875	212399	214864	B488_RS00875-MONOMER	B488_01760
B488_RS04820	B488_RS04820	1085119	1085319	B488_RS04820-MONOMER	B488_09940
B488_RS00080	B488_RS00080	18006	18665	B488_RS00080-MONOMER	B488_00150
B488_RS05660	B488_RS05660	1266858	1267109	B488_RS05660-MONOMER	B488_11630
B488_RS04110	B488_RS04110	939497	940504	B488_RS04110-MONOMER	B488_08570
B488_RS05110	B488_RS05110	1146093	1147307	B488_RS05110-MONOMER	B488_10520
B488_RS00340	B488_RS00340	81683	82456	B488_RS00340-MONOMER	B488_00680
B488_RS01475	B488_RS01475	338810	338897	B488_RS01475-tRNA	B488_13950
B488_RS05390	B488_RS05390	1207513	1207719	B488_RS05390-MONOMER	B488_11080
B488_RS02175	B488_RS02175	500151	500591	B488_RS02175-MONOMER	B488_04470
B488_RS02565	B488_RS02565	572284	572517	B488_RS02565-MONOMER	B488_05300
B488_RS06165	B488_RS06165	1381045	1382205	B488_RS06165-MONOMER	
B488_RS01300	B488_RS01300	294346	295536	B488_RS01300-MONOMER	B488_02600
B488_RS06815	B488_RS06815	593848	596436	B488_RS06815-MONOMER	B488_05490
B488_RS03675	B488_RS03675	845663	846019	B488_RS03675-MONOMER	B488_07620
B488_RS03050	B488_RS03050	691093	691410	B488_RS03050-MONOMER	
B488_RS06365	B488_RS06365	1418638	1419828	B488_RS06365-MONOMER	B488_13080
B488_RS01760	B488_RS01760	407691	408089	B488_RS01760-MONOMER	B488_03550
B488_RS05825	B488_RS05825	1307256	1308044	B488_RS05825-MONOMER	B488_11980
B488_RS06525	B488_RS06525	1455621	1456733	B488_RS06525-MONOMER	B488_13390
B488_RS02740	B488_RS02740	611277	612569	B488_RS02740-MONOMER	B488_05630
B488_RS06195	B488_RS06195	1387177	1387611	B488_RS06195-MONOMER	B488_12720
B488_RS06045	B488_RS06045	1356892	1358069	B488_RS06045-MONOMER	
B488_RS03535	B488_RS03535	816524	817009	B488_RS03535-MONOMER	B488_07320
B488_RS01610	B488_RS01610	370841	371839	B488_RS01610-MONOMER	B488_03230
B488_RS05510	B488_RS05510	1230379	1231494	B488_RS05510-MONOMER	B488_11320
B488_RS00735	B488_RS00735	181267	181773	B488_RS00735-MONOMER	B488_01470
B488_RS00085	B488_RS00085	18768	19307	B488_RS00085-MONOMER	B488_00160
B488_RS04830	B488_RS04830	1086178	1088718	B488_RS04830-MONOMER	B488_09950
B488_RS05115	B488_RS05115	1147586	1148116	B488_RS05115-MONOMER	B488_10530
B488_RS00345	B488_RS00345	82665	83630	B488_RS00345-MONOMER	B488_00690
B488_RS02425	B488_RS02425	546529	547026	B488_RS02425-MONOMER	B488_05030
B488_RS06940	B488_RS06940	1207801	1208313	B488_RS06940-MONOMER	B488_11090
B488_RS02180	B488_RS02180	500806	501387	B488_RS02180-MONOMER	B488_04480
B488_RS04375	B488_RS04375	983693	986110	B488_RS04375-MONOMER	B488_09140
B488_RS01305	B488_RS01305	295590	296474	B488_RS01305-MONOMER	
B488_RS01030	B488_RS01030	241540	242274	B488_RS01030-MONOMER	B488_02070
B488_RS06710	B488_RS06710	1497868	1498350	B488_RS06710-MONOMER	B488_13710
B488_RS03055	B488_RS03055	691440	691799	B488_RS03055-MONOMER	B488_06280
B488_RS06440	B488_RS06440	1436421	1437308	B488_RS06440-MONOMER	B488_13230
B488_RS04590	B488_RS04590	1030393	1031010	B488_RS04590-MONOMER	B488_09570
B488_RS03925	B488_RS03925	892425	894596	B488_RS03925-MONOMER	B488_08210
B488_RS03295	B488_RS03295	755161	758680	B488_RS03295-MONOMER	B488_06810
B488_RS05795	B488_RS05795	1300882	1301154	B488_RS05795-MONOMER	B488_11910
B488_RS01910	B488_RS01910	452596	452973	B488_RS01910-MONOMER	
B488_RS03410	B488_RS03410	785965	787233	B488_RS03410-MONOMER	B488_07060
B488_RS04170	B488_RS04170	949242	950486	B488_RS04170-MONOMER	B488_08720
B488_RS04025	B488_RS04025	917576	918496	B488_RS04025-MONOMER	B488_08410
B488_RS04420	B488_RS04420	994738	995940	B488_RS04420-MONOMER	B488_09230
B488_RS00090	B488_RS00090	19376	19834	B488_RS00090-MONOMER	B488_00170
B488_RS04835	B488_RS04835	1088950	1090806	B488_RS04835-MONOMER	B488_09960
B488_RS06970	B488_RS06970	215780	216085	B488_RS06970-MONOMER	
B488_RS05120	B488_RS05120	1148473	1149549	B488_RS05120-MONOMER	B488_10540
B488_RS00350	B488_RS00350	83737	85479	B488_RS00350-MONOMER	B488_00700
B488_RS02185	B488_RS02185	501836	502057	B488_RS02185-MONOMER	B488_04490
B488_RS02570	B488_RS02570	572547	574775	B488_RS02570-MONOMER	B488_05310
B488_RS03785	B488_RS03785	866128	866361	B488_RS03785-MONOMER	B488_07890
B488_RS01310	B488_RS01310	296525	297790	B488_RS01310-MONOMER	B488_02620
B488_RS03680	B488_RS03680	846049	846765	B488_RS03680-MONOMER	B488_07630
B488_RS02865	B488_RS02865	647208	647467	B488_RS02865-MONOMER	B488_05880
B488_RS01765	B488_RS01765	408155	408571	B488_RS01765-MONOMER	B488_03560
B488_RS03300	B488_RS03300	758693	758983	B488_RS03300-MONOMER	B488_06820
B488_RS06535	B488_RS06535	1457223	1457435	B488_RS06535-MONOMER	B488_13410
B488_RS06495	B488_RS06495	1446970	1447045	B488_RS06495-tRNA	B488_14260
B488_RS02745	B488_RS02745	612580	613287	B488_RS02745-MONOMER	B488_05640
B488_RS03540	B488_RS03540	817020	817571	B488_RS03540-MONOMER	B488_07330
B488_RS06310	B488_RS06310	1408355	1409590	B488_RS06310-MONOMER	B488_12970
B488_RS01615	B488_RS01615	371864	373699	B488_RS01615-MONOMER	B488_03240
B488_RS05515	B488_RS05515	1231549	1232115	B488_RS05515-MONOMER	B488_11330
B488_RS00740	B488_RS00740	181861	182949	B488_RS00740-MONOMER	B488_01480
B488_RS00095	B488_RS00095	19821	20789	B488_RS00095-MONOMER	B488_00180
B488_RS04840	B488_RS04840	1091246	1092106	B488_RS04840-MONOMER	B488_09970
B488_RS01915	B488_RS01915	453119	454006	B488_RS01915-MONOMER	B488_03910
B488_RS05125	B488_RS05125	1149539	1150207	B488_RS05125-MONOMER	B488_10550
B488_RS02430	B488_RS02430	547143	547451	B488_RS02430-MONOMER	
B488_RS00355	B488_RS00355	85803	86570	B488_RS00355-MONOMER	B488_00710
B488_RS01695	B488_RS01695	394495	394571	B488_RS01695-tRNA	B488_13960
B488_RS05400	B488_RS05400	1208333	1209204	B488_RS05400-MONOMER	
B488_RS02190	B488_RS02190	502232	504031	B488_RS02190-MONOMER	B488_04500
B488_RS01315	B488_RS01315	297890	299962	B488_RS01315-MONOMER	B488_02630
B488_RS06975	B488_RS06975	242491	242694	B488_RS06975-MONOMER	B488_02080
B488_RS04565	B488_RS04565	1023795	1024418	B488_RS04565-MONOMER	B488_09520
B488_RS00640	B488_RS00640	156587	158392	B488_RS00640-MONOMER	B488_01280
B488_RS03930	B488_RS03930	894849	895556	B488_RS03930-MONOMER	B488_08220
B488_RS04770	B488_RS04770	1069953	1071437	B488_RS04770-rRNA	B488_14140
B488_RS05910	B488_RS05910	1325819	1327105	B488_RS05910-MONOMER	B488_12130
B488_RS03415	B488_RS03415	787393	788646	B488_RS03415-MONOMER	B488_07070
B488_RS01495	B488_RS01495	342423	343076	B488_RS01495-MONOMER	B488_02960
B488_RS04270	B488_RS04270	967701	968162	B488_RS04270-MONOMER	
B488_RS00885	B488_RS00885	216286	217230	B488_RS00885-MONOMER	B488_01770
B488_RS04845	B488_RS04845	1092153	1093031	B488_RS04845-MONOMER	B488_09980
B488_RS00100	B488_RS00100	20940	21389	B488_RS00100-MONOMER	B488_00190
B488_RS05665	B488_RS05665	1267363	1268569	B488_RS05665-MONOMER	B488_11640
B488_RS04115	B488_RS04115	940504	941571	B488_RS04115-MONOMER	B488_08580
B488_RS01920	B488_RS01920	454063	454767	B488_RS01920-MONOMER	B488_03920
B488_RS00360	B488_RS00360	86584	87688	B488_RS00360-MONOMER	B488_00720
B488_RS05405	B488_RS05405	1209192	1210478	B488_RS05405-MONOMER	B488_11110
B488_RS02195	B488_RS02195	504233	505279	B488_RS02195-MONOMER	B488_04510
B488_RS02575	B488_RS02575	574861	575265	B488_RS02575-MONOMER	B488_05320
B488_RS06170	B488_RS06170	1382340	1383212	B488_RS06170-MONOMER	B488_12670
B488_RS06995	B488_RS06995	596619	597545	B488_RS06995-MONOMER	B488_05500
B488_RS03685	B488_RS03685	846792	847970	B488_RS03685-MONOMER	
B488_RS06875	B488_RS06875	866345	867118	B488_RS06875-MONOMER	B488_07900
B488_RS02870	B488_RS02870	647717	648307	B488_RS02870-MONOMER	B488_05890
B488_RS06370	B488_RS06370	1419862	1421220	B488_RS06370-MONOMER	B488_13090
B488_RS07090	B488_RS07090	691792	691935	B488_RS07090-MONOMER	
B488_RS06270	B488_RS06270	1402782	1403027	B488_RS06270-MONOMER	
B488_RS01770	B488_RS01770	408740	409855	B488_RS01770-MONOMER	B488_03570
B488_RS03305	B488_RS03305	759054	761155	B488_RS03305-MONOMER	B488_06830
B488_RS05135	B488_RS05135	1151293	1151655	B488_RS05135-MONOMER	B488_10570
B488_RS06540	B488_RS06540	1458226	1460208	B488_RS06540-MONOMER	B488_13420
B488_RS02750	B488_RS02750	613277	614485	B488_RS02750-MONOMER	B488_05650
B488_RS03995	B488_RS03995	911412	912026	B488_RS03995-MONOMER	B488_08350
B488_RS06050	B488_RS06050	1357982	1358833	B488_RS06050-MONOMER	B488_12420
B488_RS03545	B488_RS03545	817665	817925	B488_RS03545-MONOMER	B488_07340
B488_RS01620	B488_RS01620	373918	375618	B488_RS01620-MONOMER	B488_03250
B488_RS05520	B488_RS05520	1232301	1233257	B488_RS05520-MONOMER	B488_11340
