Category	CLJU
Membrane Transport	CLJU_c02280
Membrane Transport	CLJU_c04750
Membrane Transport	CLJU_c04760
Membrane Transport	CLJU_c21450
Membrane Transport	CLJU_c28050
Membrane Transport	CLJU_c27940
Membrane Transport	CLJU_c19220
Membrane Transport	CLJU_c18280
Membrane Transport	CLJU_c32870
Membrane Transport	CLJU_c10620
Membrane Transport	CLJU_c12450
Membrane Transport	CLJU_c20790
Membrane Transport	CLJU_c10730
Membrane Transport	CLJU_c23580
Membrane Transport	CLJU_c15320
Membrane Transport	CLJU_c15990
Membrane Transport	CLJU_c21610
Membrane Transport	CLJU_c06120
Membrane Transport	CLJU_c21180
Membrane Transport	CLJU_c34340
Membrane Transport	CLJU_c35850
Membrane Transport	CLJU_c42390
Membrane Transport	CLJU_c16000
Membrane Transport	CLJU_c24250
Membrane Transport	CLJU_c08880
Membrane Transport	CLJU_c08970
Membrane Transport	CLJU_c40350
Membrane Transport	CLJU_c01250
Membrane Transport	CLJU_c42660
Membrane Transport	CLJU_c42670
Membrane Transport	CLJU_c04040
Membrane Transport	CLJU_c15570
Membrane Transport	CLJU_c11890
Membrane Transport	CLJU_c23180
Membrane Transport	CLJU_c13620
Membrane Transport	CLJU_c15350
Membrane Transport	CLJU_c39540
Membrane Transport	CLJU_c39550
Membrane Transport	CLJU_c39560
Membrane Transport	CLJU_c32270
Membrane Transport	CLJU_c16880
Membrane Transport	CLJU_c12420
Membrane Transport	CLJU_c06890
Membrane Transport	CLJU_c07870
Membrane Transport	CLJU_c10480
Membrane Transport	CLJU_c21650
Membrane Transport	CLJU_c21660
Membrane Transport	CLJU_c13960
Membrane Transport	CLJU_c13980
Membrane Transport	CLJU_c06280
Membrane Transport	CLJU_c06290
Membrane Transport	CLJU_c06300
Membrane Transport	CLJU_c21730
Membrane Transport	CLJU_c21740
Membrane Transport	CLJU_c21750
Membrane Transport	CLJU_c21760
Membrane Transport	CLJU_c01260
Membrane Transport	CLJU_c01270
Membrane Transport	CLJU_c01280
Membrane Transport	CLJU_c22150
Membrane Transport	CLJU_c22160
Membrane Transport	CLJU_c22170
Membrane Transport	CLJU_c38080
Membrane Transport	CLJU_c38090
Membrane Transport	CLJU_c38100
Membrane Transport	CLJU_c17230
Membrane Transport	CLJU_c17240
Membrane Transport	CLJU_c04890
Membrane Transport	CLJU_c26020
Membrane Transport	CLJU_c26510
Membrane Transport	CLJU_c26520
Membrane Transport	CLJU_c26530
Membrane Transport	CLJU_c06680
Membrane Transport	CLJU_c06690
Membrane Transport	CLJU_c22200
Membrane Transport	CLJU_c31790
Membrane Transport	CLJU_c31800
Membrane Transport	CLJU_c04010
Membrane Transport	CLJU_c38160
Membrane Transport	CLJU_c37880
Membrane Transport	CLJU_c08950
Membrane Transport	CLJU_c01980
Membrane Transport	CLJU_c38570
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c12120
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c26900
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c26910
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c37930
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c37940
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c28340
Membrane Transport	CLJU_c02630
Membrane Transport	CLJU_c33740
Membrane Transport	CLJU_c33750
Membrane Transport	CLJU_c39100
Membrane Transport	CLJU_c40840
Membrane Transport	CLJU_c41180
Membrane Transport	CLJU_c26750
Membrane Transport	CLJU_c41670
Cell Wall and Capsule	CLJU_c04820
Cell Wall and Capsule	CLJU_c31080
Cell Wall and Capsule	CLJU_c40480
Nitrogen Metabolism	CLJU_c04900
Nitrogen Metabolism	CLJU_c04940
Nitrogen Metabolism	CLJU_c23520
Nitrogen Metabolism	CLJU_c23510
Nitrogen Metabolism	CLJU_c23530
Nitrogen Metabolism	CLJU_c04930
Nitrogen Metabolism	CLJU_c23750
Nitrogen Metabolism	CLJU_c23760
Nitrogen Metabolism	CLJU_c23770
Sulfur Metabolism	CLJU_c25470
Sulfur Metabolism	CLJU_c25480
RNA Metabolism	CLJU_c02290
RNA Metabolism	CLJU_c26950
RNA Metabolism	CLJU_c37400
RNA Metabolism	CLJU_c38180
RNA Metabolism	CLJU_c38190
RNA Metabolism	CLJU_c38790
RNA Metabolism	CLJU_c41510
RNA Metabolism	CLJU_c42910
Nucleosides and Nucleotides	CLJU_c02330
Nucleosides and Nucleotides	CLJU_c13040
Nucleosides and Nucleotides	CLJU_c34190
Carbohydrates	CLJU_c34190
Nucleosides and Nucleotides	CLJU_c04510
Carbohydrates	CLJU_c04510
Nucleosides and Nucleotides	CLJU_c34100
Carbohydrates	CLJU_c34100
Carbohydrates	CLJU_c11960
RNA Metabolism	CLJU_c12590
RNA Metabolism	CLJU_c12710
Cell Wall and Capsule	CLJU_c06220
Cell Wall and Capsule	CLJU_c15920
Carbohydrates	CLJU_c04980
Carbohydrates	CLJU_c06610
Carbohydrates	CLJU_c06630
Carbohydrates	CLJU_c11630
Carbohydrates	CLJU_c13610
Respiration	CLJU_c09110
Respiration	CLJU_c09100
Respiration	CLJU_c09090
Carbohydrates	CLJU_c13880
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c13880
Amino Acids and Derivatives	CLJU_c13880
Respiration	CLJU_c13880
Carbohydrates	CLJU_c13890
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c13890
Amino Acids and Derivatives	CLJU_c13890
Respiration	CLJU_c13890
Respiration	CLJU_c37610
Carbohydrates	CLJU_c37620
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c37620
Amino Acids and Derivatives	CLJU_c37620
Respiration	CLJU_c37620
Carbohydrates	CLJU_c20340
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c20340
Amino Acids and Derivatives	CLJU_c20340
Respiration	CLJU_c20340
Carbohydrates	CLJU_c20330
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c20330
Amino Acids and Derivatives	CLJU_c20330
Respiration	CLJU_c20330
Carbohydrates	CLJU_c39400
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c39400
Amino Acids and Derivatives	CLJU_c39400
Respiration	CLJU_c39400
Carbohydrates	CLJU_c39410
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c39410
Amino Acids and Derivatives	CLJU_c39410
Respiration	CLJU_c39410
Nucleosides and Nucleotides	CLJU_c15340
Nitrogen Metabolism	CLJU_c15340
Nucleosides and Nucleotides	CLJU_c15330
Nitrogen Metabolism	CLJU_c15330
Amino Acids and Derivatives	CLJU_c17390
Carbohydrates	CLJU_c17820
Carbohydrates	CLJU_c20810
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c25410
Amino Acids and Derivatives	CLJU_c26170
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c26350
Respiration	CLJU_c28640
Respiration	CLJU_c28650
Stress Response	CLJU_c29780
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c31900
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c31910
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c35530
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c33040
Amino Acids and Derivatives	CLJU_c33270
Cell Wall and Capsule	CLJU_c33530
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c37110
Carbohydrates	CLJU_c37390
Protein Metabolism	CLJU_c35650
Respiration	CLJU_c37500
Fatty Acids, Lipids, and Isoprenoids	CLJU_c39420
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42150
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42190
Protein Metabolism	CLJU_c00080
Protein Metabolism	CLJU_c00090
Protein Metabolism	CLJU_c00100
Protein Metabolism	CLJU_c32740
Protein Metabolism	CLJU_c31750
Protein Metabolism	CLJU_c02560
Protein Metabolism	CLJU_c34520
Protein Metabolism	CLJU_c36810
Protein Metabolism	CLJU_c36760
Protein Metabolism	CLJU_c36710
Protein Metabolism	CLJU_c41590
Protein Metabolism	CLJU_c42240
Protein Metabolism	CLJU_c01030
Protein Metabolism	CLJU_c33580
Protein Metabolism	CLJU_c28460
Protein Metabolism	CLJU_c41580
Protein Metabolism	CLJU_c00180
Protein Metabolism	CLJU_c42260
Protein Metabolism	CLJU_c42300
Protein Metabolism	CLJU_c38150
Protein Metabolism	CLJU_c42280
Protein Metabolism	CLJU_c39240
Protein Metabolism	CLJU_c41410
Protein Metabolism	CLJU_c34500
Protein Metabolism	CLJU_c41390
Protein Metabolism	CLJU_c36830
Protein Metabolism	CLJU_c36720
Protein Metabolism	CLJU_c02550
Protein Metabolism	CLJU_c36770
Protein Metabolism	CLJU_c36800
Protein Metabolism	CLJU_c14920
Protein Metabolism	CLJU_c34490
Protein Metabolism	CLJU_c06570
Protein Metabolism	CLJU_c36690
Protein Metabolism	CLJU_c06240
Protein Metabolism	CLJU_c41470
Protein Metabolism	CLJU_c42270
Protein Metabolism	CLJU_c42290
Protein Metabolism	CLJU_c41220
Protein Metabolism	CLJU_c02540
Protein Metabolism	CLJU_c02760
Protein Metabolism	CLJU_c41400
Protein Metabolism	CLJU_c34510
Protein Metabolism	CLJU_c28440
Protein Metabolism	CLJU_c36730
Protein Metabolism	CLJU_c06530
Protein Metabolism	CLJU_c41210
Protein Metabolism	CLJU_c00110
Protein Metabolism	CLJU_c00750
Protein Metabolism	CLJU_c36740
Protein Metabolism	CLJU_c36780
Protein Metabolism	CLJU_c28450
Protein Metabolism	CLJU_c41570
Protein Metabolism	CLJU_c42680
Protein Metabolism	CLJU_c36790
Protein Metabolism	CLJU_c02570
Protein Metabolism	CLJU_c36700
Protein Metabolism	CLJU_c41600
Protein Metabolism	CLJU_c41610
Protein Metabolism	CLJU_c06540
Protein Metabolism	CLJU_c36820
Protein Metabolism	CLJU_c00190
Protein Metabolism	CLJU_c42250
Protein Metabolism	CLJU_c02530
Protein Metabolism	CLJU_c06250
Protein Metabolism	CLJU_c36750
Respiration	CLJU_c20210
Respiration	CLJU_c20110
Respiration	CLJU_c24050
Respiration	CLJU_c24130
