,value
S3209,MONOMER
S3210,MONOMER
S3211,MONOMER
S3212,MONOMER
S3213,MONOMER
S3214,MONOMER
S3215,MONOMER
S3216,MONOMER
S3217,MONOMER
S3220,MONOMER
S3222,MONOMER
S3223,MONOMER
S3224,MONOMER
S3225,MONOMER
S3226,MONOMER
S3227,MONOMER
S3228,MONOMER
S3229,MONOMER
S3230,MONOMER
S3231,MONOMER
S3232,MONOMER
S3233,MONOMER
S3234,MONOMER
S3235,MONOMER
S3236,MONOMER
S3237,MONOMER
S3238,MONOMER
S3239,MONOMER
S3240,MONOMER
S3241,MONOMER
S3242,MONOMER
S3243,MONOMER
S3244,MONOMER
S3245,MONOMER
S3246,MONOMER
S3247,MONOMER
S3249,MONOMER
S3250,MONOMER
S3251,MONOMER
S3252,MONOMER
S3253,MONOMER
S3254,MONOMER
S3255,MONOMER
S3256,MONOMER
S3257,MONOMER
S3258,MONOMER
S3259,MONOMER
S3260,MONOMER
S3261,MONOMER
S3262,MONOMER
S3263,MONOMER
S3265,MONOMER
S3266,MONOMER
S3267,MONOMER
S3268,MONOMER
S3269,MONOMER
S3270,MONOMER
S3271,MONOMER
S3272,MONOMER
S3273,MONOMER
S3274,MONOMER
S3275,MONOMER
S3276,MONOMER
S3277,MONOMER
S3278,MONOMER
S3279,MONOMER
S3280,MONOMER
S3281,MONOMER
S3282,MONOMER
S3283,MONOMER
S3284,MONOMER
S3285,MONOMER
S3286,MONOMER
S3287,MONOMER
S3288,MONOMER
S3289,MONOMER
S3290,MONOMER
S3291,MONOMER
S3292,MONOMER
S3294,MONOMER
S3295,MONOMER
S3298,MONOMER
S3299,MONOMER
S3300,MONOMER
S3301,MONOMER
S3302,MONOMER
S3303,MONOMER
S3304,MONOMER
S3305,MONOMER
S3306,MONOMER
S3307,MONOMER
S3308,MONOMER
S3309,MONOMER
S3310,MONOMER
S3311,MONOMER
S3312,MONOMER
S3313,MONOMER
S3314,MONOMER
S3316,tRNA
S3318,MONOMER
S3320,MONOMER
S3322,MONOMER
S3323,MONOMER
S3324,MONOMER
S3325,MONOMER
S3327,MONOMER
S3328,MONOMER
S3329,MONOMER
S3330,MONOMER
S3331,MONOMER
S3332,MONOMER
S3333,MONOMER
S3334,MONOMER
S3335,MONOMER
S3336,MONOMER
S3337,MONOMER
S3338,MONOMER
S3339,MONOMER
S3340,MONOMER
S3341,MONOMER
S3342,MONOMER
S3343,MONOMER
S3344,MONOMER
S3345,MONOMER
S3346,MONOMER
S3347,MONOMER
S3349,MONOMER
S3350,MONOMER
S3351,MONOMER
S3353,MONOMER
S3354,MONOMER
S3356,MONOMER
S3357,MONOMER
S3358,MONOMER
S3359,MONOMER
S3360,MONOMER
S3361,MONOMER
S3363,MONOMER
S3365,MONOMER
S3366,MONOMER
S3367,MONOMER
S3368,MONOMER
S3369,MONOMER
S3370,MONOMER
S3371,MONOMER
S3374,MONOMER
S3375,misc
S3376,MONOMER
S3377,MONOMER
S3379,MONOMER
S3380,MONOMER
S3381,MONOMER
S3382,MONOMER
S3383,MONOMER
S3384,MONOMER
S3385,MONOMER
S3386,MONOMER
S3387,MONOMER
S3388,MONOMER
S3389,MONOMER
S3391,MONOMER
S3392,MONOMER
S3393,MONOMER
S3394,MONOMER
S3395,MONOMER
S3397,MONOMER
S3399,MONOMER
S3401,MONOMER
S3403,MONOMER
S3404,MONOMER
S3405,MONOMER
S3406,MONOMER
S3407,MONOMER
S3408,MONOMER
S3409,MONOMER
S3410,MONOMER
S3411,MONOMER
S3412,MONOMER
S3413,MONOMER
S3414,MONOMER
S3415,MONOMER
S3416,MONOMER
S3417,MONOMER
S3418,MONOMER
S3419,MONOMER
S3420,MONOMER
S3421,MONOMER
S3422,MONOMER
S3423,MONOMER
S3424,MONOMER
S3425,MONOMER
S3426,MONOMER
S3427,MONOMER
S3428,MONOMER
S3429,tRNA
S3430,MONOMER
S3431,MONOMER
S3432,tRNA
S3433,MONOMER
S3434,MONOMER
S3435,MONOMER
S3436,MONOMER
S3437,MONOMER
S3438,MONOMER
S3439,MONOMER
S3440,MONOMER
S3441,MONOMER
S3442,MONOMER
S3443,MONOMER
S3444,MONOMER
S3445,MONOMER
S3446,MONOMER
S3447,MONOMER
S3448,MONOMER
S3449,MONOMER
S3450,MONOMER
S3451,MONOMER
S3452,MONOMER
S3453,MONOMER
S3454,MONOMER
S3455,MONOMER
S3456,MONOMER
S3457,MONOMER
S3458,MONOMER
S3459,MONOMER
S3460,MONOMER
S3461,MONOMER
S3462,MONOMER
S3463,MONOMER
S3464,MONOMER
S3465,MONOMER
S3467,MONOMER
S3468,MONOMER
S3469,MONOMER
S3470,MONOMER
S3471,MONOMER
S3473,MONOMER
S3474,MONOMER
S3475,MONOMER
S3476,MONOMER
S3477,MONOMER
S3478,MONOMER
S3479,MONOMER
S3480,MONOMER
S3481,MONOMER
S3482,MONOMER
S3483,MONOMER
S3484,MONOMER
S3485,MONOMER
S3486,MONOMER
S3487,MONOMER
S3488,MONOMER
S3490,MONOMER
S3491,MONOMER
S3492,MONOMER
S3493,MONOMER
S3494,MONOMER
S3495,MONOMER
S3496,MONOMER
S3497,MONOMER
S3498,MONOMER
S3499,MONOMER
S3500,MONOMER
S3502,MONOMER
S3503,MONOMER
S3504,MONOMER
S3505,MONOMER
S3506,MONOMER
S3507,MONOMER
S3508,MONOMER
S3509,MONOMER
S3510,MONOMER
S3511,MONOMER
S3512,MONOMER
S3513,MONOMER
S3514,MONOMER
S3515,MONOMER
S3516,MONOMER
S3517,MONOMER
S3519,MONOMER
S3520,MONOMER
S3521,MONOMER
S3523,MONOMER
S3524,MONOMER
S3526,MONOMER
S3527,MONOMER
S3528,rRNA
S3529,tRNA
S3530,rRNA
S3531,rRNA
S3532,tRNA
S3533,tRNA
S3534,rRNA
S3535,MONOMER
S3536,MONOMER
S3537,MONOMER
S3538,MONOMER
S3539,MONOMER
S3540,MONOMER
S3542,MONOMER
S3543,MONOMER
S3544,MONOMER
S3545,MONOMER
S3546,MONOMER
S3547,MONOMER
S3548,MONOMER
S3549,MONOMER
S3550,MONOMER
S3551,MONOMER
S3552,MONOMER
S3553,MONOMER
S3554,MONOMER
S3555,MONOMER
S3556,MONOMER
S3557,MONOMER
S3558,MONOMER
S3559,MONOMER
S3560,MONOMER
S3561,MONOMER
S3562,MONOMER
S3563,MONOMER
S3565,MONOMER
S3566,MONOMER
S3567,MONOMER
S3568,MONOMER
S3569,MONOMER
S3570,MONOMER
S3571,MONOMER
S3572,MONOMER
S3573,MONOMER
S3574,MONOMER
S3575,MONOMER
S3576,MONOMER
S3577,MONOMER
S3578,MONOMER
S3579,MONOMER
S3580,MONOMER
S3581,MONOMER
S3582,MONOMER
S3583,MONOMER
S3584,MONOMER
S3585,MONOMER
S3586,MONOMER
S3587,MONOMER
S3589,MONOMER
S3590,MONOMER
S3591,MONOMER
S3592,MONOMER
S3593,MONOMER
S3594,MONOMER
S3595,MONOMER
S3597,MONOMER
S3598,MONOMER
S3599,MONOMER
S3600,MONOMER
S3601,MONOMER
S3602,MONOMER
S3603,MONOMER
S3604,MONOMER
S3605,MONOMER
S3607,MONOMER
S3608,MONOMER
S3609,MONOMER
S3610,MONOMER
S3611,MONOMER
S3612,MONOMER
S3613,MONOMER
S3614,MONOMER
S3615,MONOMER
S3616,MONOMER
S3617,MONOMER
S3618,MONOMER
S3619,MONOMER
S3620,MONOMER
S3621,MONOMER
S3622,MONOMER
S3623,MONOMER
S3624,MONOMER
S3625,MONOMER
S3626,MONOMER
S3627,MONOMER
S3628,MONOMER
S3629,MONOMER
S3630,MONOMER
S3631,MONOMER
S3632,MONOMER
S3633,MONOMER
S3634,MONOMER
S3635,MONOMER
S3636,MONOMER
S3637,MONOMER
S3638,MONOMER
S3639,MONOMER
S3640,MONOMER
S3641,MONOMER
S3642,MONOMER
S3643,MONOMER
S3644,MONOMER
S3645,MONOMER
S3646,MONOMER
S3649,MONOMER
S3651,MONOMER
S3652,MONOMER
S3653,rRNA
S3654,rRNA
S3655,tRNA
S3656,rRNA
S3657,MONOMER
S3658,MONOMER
S3659,MONOMER
S3660,MONOMER
S3661,MONOMER
S3662,MONOMER
S3663,MONOMER
S3664,MONOMER
S3665,MONOMER
S3666,MONOMER
S3667,MONOMER
S3668,MONOMER
S3669,MONOMER
S3670,MONOMER
S3671,MONOMER
S3672,MONOMER
S3673,MONOMER
S3674,MONOMER
S3675,MONOMER
S3676,MONOMER
S3677,MONOMER
S3678,MONOMER
S3679,MONOMER
S3680,MONOMER
S3681,MONOMER
S3682,MONOMER
S3683,tRNA
S3684,tRNA
S3685,tRNA
S3686,tRNA
S3687,MONOMER
S3688,MONOMER
S3689,MONOMER
S3690,MONOMER
S3691,rRNA
S3692,rRNA
S3693,tRNA
S3694,rRNA
S3695,MONOMER
S3696,MONOMER
S3697,MONOMER
S3698,MONOMER
S3699,MONOMER
S3700,MONOMER
S3701,MONOMER
S3702,misc
S3704,MONOMER
S3705,MONOMER
S3707,MONOMER
S3708,MONOMER
S3709,MONOMER
S3710,MONOMER
S3711,MONOMER
S3712,MONOMER
S3713,MONOMER
S3714,MONOMER
S3715,MONOMER
S3716,MONOMER
S3717,MONOMER
S3718,MONOMER
S3719,MONOMER
S3720,MONOMER
S3727,MONOMER
S3728,MONOMER
S3729,MONOMER
S3730,MONOMER
S3731,MONOMER
S3732,MONOMER
S3733,MONOMER
S3734,MONOMER
S3735,MONOMER
S3736,MONOMER
S3737,MONOMER
S3738,MONOMER
S3739,MONOMER
S3740,MONOMER
S3741,MONOMER
S3742,MONOMER
S3743,MONOMER
S3744,MONOMER
S3745,MONOMER
S3746,MONOMER
S3747,MONOMER
S3749,MONOMER
S3750,MONOMER
S3751,MONOMER
S3752,MONOMER
S3753,MONOMER
S3754,MONOMER
S3755,MONOMER
S3757,MONOMER
S3758,MONOMER
S3759,MONOMER
S3760,MONOMER
S3761,MONOMER
S3762,MONOMER
S3763,MONOMER
S3765,MONOMER
S3766,MONOMER
S3767,MONOMER
S3768,MONOMER
S3769,MONOMER
S3770,MONOMER
S3771,MONOMER
S3772,MONOMER
S3773,MONOMER
S3774,MONOMER
S3775,MONOMER
S3776,MONOMER
S3777,MONOMER
S3778,MONOMER
S3779,MONOMER
S3780,MONOMER
S3781,MONOMER
S3782,MONOMER
S3783,MONOMER
S3784,MONOMER
S3785,MONOMER
S3786,MONOMER
S3787,MONOMER
S3788,MONOMER
S3789,MONOMER
S3790,MONOMER
S3791,MONOMER
S3792,MONOMER
S3793,MONOMER
S3794,MONOMER
S3795,MONOMER
S3796,MONOMER
S3798,MONOMER
S3800,MONOMER
S3801,MONOMER
S3802,MONOMER
S3803,MONOMER
S3804,MONOMER
S3805,MONOMER
S3806,MONOMER
S3807,MONOMER
S3808,MONOMER
S3809,MONOMER
S3810,MONOMER
S3811,MONOMER
S3812,misc
S3813,MONOMER
S3814,MONOMER
S3815,MONOMER
S3816,MONOMER
S3817,MONOMER
S3818,MONOMER
S3819,MONOMER
S3820,MONOMER
S3821,rRNA
S3822,rRNA
S3823,tRNA
S3824,tRNA
S3825,rRNA
S3826,MONOMER
S3827,MONOMER
S3828,MONOMER
S3829,MONOMER
S3830,MONOMER
S3831,MONOMER
S3832,MONOMER
S3833,MONOMER
S3834,MONOMER
S3836,MONOMER
S3837,MONOMER
S3838,MONOMER
S3840,MONOMER
S3841,MONOMER
S3842,MONOMER
S3843,MONOMER
S3844,MONOMER
S3845,MONOMER
S3847,MONOMER
S3848,MONOMER
S3849,MONOMER
S3850,MONOMER
S3851,MONOMER
S3852,MONOMER
S3853,MONOMER
S3854,MONOMER
S3855,MONOMER
S3856,MONOMER
S3857,MONOMER
S3858,MONOMER
S3859,MONOMER
S3860,MONOMER
S3861,MONOMER
S3862,MONOMER
S3863,MONOMER
S3864,MONOMER
S3865,MONOMER
S3866,MONOMER
S3867,MONOMER
S3868,MONOMER
S3869,MONOMER
S3870,MONOMER
S3871,MONOMER
S3874,MONOMER
S3875,MONOMER
S3876,MONOMER
S3878,MONOMER
S3879,MONOMER
S3880,MONOMER
S3881,MONOMER
S3882,MONOMER
S3883,MONOMER
S3884,MONOMER
S3885,MONOMER
S3886,tRNA
S3887,tRNA
S3888,tRNA
S3889,tRNA
S3890,MONOMER
S3891,MONOMER
S3892,MONOMER
S3893,MONOMER
S3894,MONOMER
S3895,MONOMER
S3896,MONOMER
S3897,MONOMER
S3898,MONOMER
S3899,MONOMER
S3900,MONOMER
S3901,MONOMER
S3902,MONOMER
S3903,MONOMER
S3904,MONOMER
S3905,MONOMER
S3906,MONOMER
S3907,MONOMER
S3908,MONOMER
S3909,MONOMER
S3910,MONOMER
S3911,MONOMER
S3912,MONOMER
S3913,MONOMER
S3914,MONOMER
S3915,MONOMER
S3917,MONOMER
S3918,MONOMER
S3920,MONOMER
S3921,MONOMER
S3923,tRNA
S3924,tRNA
S3925,rRNA
S3926,rRNA
S3927,tRNA
S3928,rRNA
S3929,MONOMER
S3930,MONOMER
S3931,MONOMER
S3932,MONOMER
S3934,MONOMER
S3936,MONOMER
S3937,MONOMER
S3939,MONOMER
S3940,MONOMER
S3941,MONOMER
S3942,MONOMER
S3943,MONOMER
S3944,MONOMER
S3945,MONOMER
S3946,MONOMER
S3947,MONOMER
S3948,MONOMER
S3949,MONOMER
S3950,MONOMER
S3951,MONOMER
S3952,MONOMER
S3953,MONOMER
S3954,MONOMER
S3955,MONOMER
S3956,MONOMER
S3957,MONOMER
S3958,MONOMER
S3959,MONOMER
S3960,MONOMER
S3961,MONOMER
S3963,MONOMER
S3964,MONOMER
S3965,MONOMER
S3966,MONOMER
S3967,MONOMER
S3968,MONOMER
S3969,MONOMER
S3970,MONOMER
S3971,MONOMER
S3972,MONOMER
S3973,MONOMER
S3974,MONOMER
S3975,MONOMER
S3976,MONOMER
S3977,MONOMER
S3978,MONOMER
S3979,MONOMER
S3980,MONOMER
S3981,MONOMER
S3982,MONOMER
S3983,MONOMER
S3984,MONOMER
S3986,MONOMER
S3987,MONOMER
S3989,MONOMER
S3991,MONOMER
S3992,MONOMER
S3993,MONOMER
S3994,MONOMER
S3995,MONOMER
S3996,MONOMER
S3997,MONOMER
S3998,MONOMER
S4000,MONOMER
S4001,MONOMER
S4002,MONOMER
S4004,MONOMER
S4005,MONOMER
S4006,MONOMER
S4007,MONOMER
S4008,MONOMER
S4009,MONOMER
S4010,MONOMER
S4011,MONOMER
S4012,MONOMER
S4013,MONOMER
S4014,MONOMER
S4015,MONOMER
S4016,MONOMER
S4017,MONOMER
S4018,MONOMER
S4019,MONOMER
S4021,MONOMER
S4022,MONOMER
S4024,MONOMER
S4025,MONOMER
S4026,MONOMER
S4027,MONOMER
S4028,MONOMER
S4029,MONOMER
S4030,MONOMER
S4031,MONOMER
S4033,MONOMER
S4034,MONOMER
S4035,MONOMER
S4036,MONOMER
S4037,MONOMER
S4038,MONOMER
S4039,MONOMER
S4040,MONOMER
S4041,MONOMER
S4042,MONOMER
S4043,MONOMER
S4044,MONOMER
S4045,MONOMER
S4046,MONOMER
S4048,MONOMER
S4049,MONOMER
S4050,MONOMER
S4052,MONOMER
S4053,MONOMER
S4054,MONOMER
S4055,MONOMER
S4056,MONOMER
S4057,MONOMER
S4058,MONOMER
S4059,MONOMER
S4060,MONOMER
S4061,MONOMER
S4062,MONOMER
S4063,MONOMER
S4064,MONOMER
S4071,tRNA
S4073,MONOMER
S4074,MONOMER
S4075,MONOMER
S4076,MONOMER
S4077,MONOMER
S4078,MONOMER
S4079,MONOMER
S4080,MONOMER
S4081,MONOMER
S4082,MONOMER
S4083,MONOMER
S4084,MONOMER
S4085,MONOMER
S4086,MONOMER
S4087,MONOMER
S4088,MONOMER
S4089,MONOMER
S4090,MONOMER
S4091,MONOMER
S4092,MONOMER
S4093,MONOMER
S4094,MONOMER
S4095,MONOMER
S4096,MONOMER
S4097,MONOMER
S4098,MONOMER
S4099,MONOMER
S4100,MONOMER
S4101,MONOMER
S4102,MONOMER
S4103,MONOMER
S4104,MONOMER
S4105,MONOMER
S4106,MONOMER
S4107,MONOMER
S4108,MONOMER
S4109,MONOMER
S4110,MONOMER
S4111,MONOMER
S4112,MONOMER
S4113,MONOMER
S4114,MONOMER
S4115,MONOMER
S4116,MONOMER
S4117,MONOMER
S4118,MONOMER
S4119,MONOMER
S4120,MONOMER
S4121,MONOMER
S4122,MONOMER
S4123,MONOMER
S4124,MONOMER
S4125,MONOMER
S4126,MONOMER
S4130,MONOMER
S4131,MONOMER
S4132,MONOMER
S4133,MONOMER
S4134,MONOMER
S4135,MONOMER
S4136,MONOMER
S4137,MONOMER
S4138,MONOMER
S4139,MONOMER
S4140,MONOMER
S4141,MONOMER
S4142,MONOMER
S4143,MONOMER
S4144,MONOMER
S4145,MONOMER
S4147,MONOMER
S4148,MONOMER
S4150,MONOMER
S4151,MONOMER
S4152,MONOMER
S4153,MONOMER
S4154,MONOMER
S4155,MONOMER
S4157,MONOMER
S4158,MONOMER
S4159,MONOMER
S4161,MONOMER
S4162,MONOMER
S4163,MONOMER
S4164,MONOMER
S4165,MONOMER
S4166,MONOMER
S4167,MONOMER
S4168,MONOMER
S4169,MONOMER
S4171,MONOMER
S4172,MONOMER
S4173,MONOMER
S4174,MONOMER
S4175,MONOMER
S4177,MONOMER
S4178,MONOMER
S4179,MONOMER
S4180,MONOMER
S4181,MONOMER
S4182,MONOMER
S4183,MONOMER
S4184,MONOMER
S4185,MONOMER
S4186,MONOMER
S4187,MONOMER
S4188,MONOMER
S4189,MONOMER
S4190,tRNA
S4191,MONOMER
S4192,MONOMER
S4193,MONOMER
S4194,MONOMER
S4195,MONOMER
S4196,MONOMER
S4197,MONOMER
S4198,MONOMER
S4199,MONOMER
S4200,MONOMER
S4201,MONOMER
S4203,MONOMER
S4204,MONOMER
S4206,MONOMER
S4207,MONOMER
S4208,MONOMER
S4209,MONOMER
S4210,MONOMER
S4211,MONOMER
S4212,MONOMER
S4213,MONOMER
S4214,MONOMER
S4215,MONOMER
S4216,MONOMER
S4217,MONOMER
S4218,MONOMER
S4219,MONOMER
S4221,MONOMER
S4222,MONOMER
S4223,MONOMER
S4224,MONOMER
S4226,MONOMER
S4227,MONOMER
S4229,MONOMER
S4230,MONOMER
S4231,MONOMER
S4232,MONOMER
S4233,MONOMER
S4234,MONOMER
S4235,MONOMER
S4236,MONOMER
S4237,MONOMER
S4238,MONOMER
S4239,MONOMER
S4240,MONOMER
S4242,MONOMER
S4243,MONOMER
S4244,MONOMER
S4245,MONOMER
S4246,MONOMER
S4247,MONOMER
S4248,MONOMER
S4249,MONOMER
S4250,MONOMER
S4252,MONOMER
S4253,MONOMER
S4254,MONOMER
S4255,MONOMER
S4259,MONOMER
S4260,MONOMER
S4261,MONOMER
S4262,MONOMER
S4263,MONOMER
S4264,MONOMER
S4265,MONOMER
S4266,MONOMER
S4267,MONOMER
S4268,MONOMER
S4269,MONOMER
S4270,MONOMER
S4271,MONOMER
S4272,MONOMER
S4273,MONOMER
S4274,MONOMER
S4275,MONOMER
S4276,MONOMER
S4277,MONOMER
S4278,MONOMER
S4279,MONOMER
S4280,MONOMER
S4281,MONOMER
S4282,MONOMER
S4283,MONOMER
S4284,MONOMER
S4285,MONOMER
S4286,MONOMER
S4287,MONOMER
S4288,MONOMER
S4289,MONOMER
S4290,MONOMER
S4291,MONOMER
S4292,MONOMER
S4293,MONOMER
S4294,MONOMER
S4296,MONOMER
S4297,MONOMER
S4298,MONOMER
S4299,MONOMER
S4300,MONOMER
S4301,MONOMER
S4302,MONOMER
S4303,MONOMER
S4304,MONOMER
S4306,MONOMER
S4307,MONOMER
S4308,MONOMER
S4309,MONOMER
S4310,MONOMER
S4311,MONOMER
S4312,MONOMER
S4313,MONOMER
S4314,MONOMER
S4316,MONOMER
S4317,MONOMER
S4318,MONOMER
S4319,MONOMER
S4320,MONOMER
S4321,MONOMER
S4323,MONOMER
S4325,MONOMER
S4326,MONOMER
S4327,MONOMER
S4328,MONOMER
S4329,MONOMER
S4330,MONOMER
S4331,MONOMER
S4332,MONOMER
S4333,MONOMER
S4334,MONOMER
S4335,MONOMER
S4336,MONOMER
S4337,MONOMER
S4338,MONOMER
S4339,MONOMER
S4340,MONOMER
S4341,MONOMER
S4342,MONOMER
S4343,MONOMER
S4344,MONOMER
S4345,MONOMER
S4346,MONOMER
S4347,MONOMER
S4348,MONOMER
S4349,MONOMER
S4350,MONOMER
S4351,MONOMER
S4353,MONOMER
S4354,MONOMER
S4355,MONOMER
S4356,MONOMER
S4357,MONOMER
S4358,MONOMER
S4359,MONOMER
S4360,MONOMER
S4361,MONOMER
S4362,MONOMER
S4363,MONOMER
S4364,MONOMER
S4365,MONOMER
S4366,MONOMER
S4367,MONOMER
S4368,MONOMER
S4369,MONOMER
S4370,MONOMER
S4371,MONOMER
S4373,MONOMER
S4375,MONOMER
S4376,MONOMER
S4377,MONOMER
S4378,MONOMER
S4379,MONOMER
S4380,MONOMER
S4381,MONOMER
S4382,MONOMER
S4383,MONOMER
S4384,MONOMER
S4385,MONOMER
S4386,MONOMER
S4387,MONOMER
S4388,MONOMER
S4389,MONOMER
S4390,MONOMER
S4391,MONOMER
S4392,MONOMER
S4393,MONOMER
S4394,MONOMER
S4395,MONOMER
S4396,MONOMER
S4397,MONOMER
S4398,MONOMER
S4399,MONOMER
S4400,MONOMER
S4401,MONOMER
S4402,MONOMER
S4403,MONOMER
S4404,MONOMER
S4405,MONOMER
S4406,MONOMER
S4407,MONOMER
S4409,MONOMER
S4410,MONOMER
S4411,MONOMER
S4412,MONOMER
S4413,MONOMER
S4414,MONOMER
S4415,MONOMER
S4416,MONOMER
S4417,MONOMER
S4418,MONOMER
S4419,MONOMER
S4420,MONOMER
S4421,MONOMER
S4422,MONOMER
S4423,MONOMER
S4424,MONOMER
S4425,MONOMER
S4426,MONOMER
S4427,MONOMER
S4428,MONOMER
S4429,MONOMER
S4430,MONOMER
S4431,MONOMER
S4432,MONOMER
S4433,MONOMER
S4434,MONOMER
S4435,MONOMER
S4436,MONOMER
S4437,MONOMER
S4438,MONOMER
S4439,MONOMER
S4440,MONOMER
S4441,MONOMER
S4442,MONOMER
S4443,MONOMER
S4444,MONOMER
S4445,MONOMER
S4446,MONOMER
S4447,MONOMER
S4448,MONOMER
S4449,MONOMER
S4450,MONOMER
S4452,MONOMER
S4453,MONOMER
S4454,MONOMER
S4455,MONOMER
S4456,MONOMER
S4457,MONOMER
S4458,MONOMER
S4460,MONOMER
S4461,MONOMER
S4463,MONOMER
S4464,MONOMER
S4465,MONOMER
S4466,MONOMER
S4467,MONOMER
S4468,MONOMER
S4469,MONOMER
S4470,MONOMER
S4471,MONOMER
S4472,MONOMER
S4473,MONOMER
S4474,MONOMER
S4475,MONOMER
S4476,MONOMER
S4477,MONOMER
S4479,MONOMER
S4480,MONOMER
S4481,MONOMER
S4483,MONOMER
S4485,tRNA
S4486,MONOMER
S4487,MONOMER
S4488,MONOMER
S4489,MONOMER
S4490,MONOMER
S4491,MONOMER
S4492,MONOMER
S4493,MONOMER
S4495,MONOMER
S4496,MONOMER
S4497,MONOMER
S4498,MONOMER
S4500,MONOMER
S4501,MONOMER
S4502,MONOMER
S4503,MONOMER
S4504,MONOMER
S4505,MONOMER
S4506,MONOMER
S4507,MONOMER
S4508,MONOMER
S4509,MONOMER
S4510,MONOMER
S4511,MONOMER
S4512,MONOMER
S4513,MONOMER
S4514,MONOMER
S4515,MONOMER
S4517,MONOMER
S4518,MONOMER
S4519,MONOMER
S4520,MONOMER
S4521,MONOMER
S4523,MONOMER
S4525,MONOMER
S4527,MONOMER
S4528,MONOMER
S4529,MONOMER
S4530,MONOMER
S4531,MONOMER
S4532,MONOMER
S4533,MONOMER
S4534,MONOMER
S4535,MONOMER
S4537,MONOMER
S4538,MONOMER
S4539,MONOMER
S4540,MONOMER
S4541,MONOMER
S4542,MONOMER
S4543,MONOMER
S4545,MONOMER
S4546,MONOMER
S4547,MONOMER
S4548,MONOMER
S4549,MONOMER
S4550,MONOMER
S4551,MONOMER
S4552,MONOMER
S4553,MONOMER
S4554,MONOMER
S4555,tRNA
S4556,MONOMER
S4557,MONOMER
S4558,MONOMER
S4559,MONOMER
S4560,MONOMER
S4561,MONOMER
S4562,MONOMER
S4563,MONOMER
S4564,MONOMER
S4565,MONOMER
S4566,MONOMER
S4567,MONOMER
S4568,MONOMER
S4569,MONOMER
S4570,MONOMER
S4571,MONOMER
S4572,MONOMER
S4573,MONOMER
S4574,MONOMER
S4575,MONOMER
S4576,MONOMER
S4577,MONOMER
S4578,MONOMER
S4579,MONOMER
S4581,MONOMER
S4582,MONOMER
S4583,MONOMER
S4584,MONOMER
S4585,tRNA
S4586,tRNA
S4587,tRNA
S4588,tRNA
S4589,MONOMER
S4590,MONOMER
S4591,MONOMER
S4592,MONOMER
S4593,MONOMER
S4594,MONOMER
S4595,MONOMER
S4596,MONOMER
S4597,MONOMER
S4598,MONOMER
S4599,MONOMER
S4600,MONOMER
S4601,MONOMER
S4602,MONOMER
S4603,MONOMER
S4604,MONOMER
S4605,MONOMER
S4607,MONOMER
S4608,MONOMER
S4610,MONOMER
S4611,MONOMER
S4613,MONOMER
S4614,MONOMER
S4615,MONOMER
S4616,MONOMER
S4617,MONOMER
S4618,MONOMER
S4619,MONOMER
S4620,MONOMER
S4621,MONOMER
S4622,MONOMER
S4623,MONOMER
S4624,MONOMER
S4625,MONOMER
S4626,MONOMER
S4627,MONOMER
S4628,MONOMER
S4629,MONOMER
S4630,MONOMER
S4631,MONOMER
S4632,MONOMER
S4633,MONOMER
S4635,MONOMER
S4638,MONOMER
S4639,MONOMER
S4640,MONOMER
S4641,MONOMER
S4642,MONOMER
S4643,MONOMER
S4646,MONOMER
S4647,MONOMER
S4648,MONOMER
S4649,MONOMER
S4650,MONOMER
S4651,MONOMER
S4652,MONOMER
S4653,MONOMER
S4654,MONOMER
S4655,MONOMER
S4656,MONOMER
S4657,MONOMER
S4658,MONOMER
S4660,MONOMER
S4661,MONOMER
S4662,MONOMER
S4663,MONOMER
S4664,MONOMER
S4666,MONOMER
S4667,MONOMER
S4669,MONOMER
S4670,MONOMER
S4671,tRNA
S4672,tRNA
S4673,tRNA
S4674,MONOMER
S4675,MONOMER
S4676,MONOMER
S4677,MONOMER
S4678,MONOMER
S4679,MONOMER
S4680,MONOMER
S4681,MONOMER
S4682,MONOMER
S4683,MONOMER
S4684,MONOMER
S4685,MONOMER
S4686,MONOMER
S4687,MONOMER
S4688,MONOMER
S4690,MONOMER
S4691,MONOMER
S4692,MONOMER
S4693,MONOMER
S4694,MONOMER
S4695,MONOMER
S4696,MONOMER
S4698,MONOMER
S4699,MONOMER
S4700,MONOMER
S4701,MONOMER
S4702,MONOMER
S4703,MONOMER
S4704,MONOMER
S4705,MONOMER
S4706,MONOMER
S4801,MONOMER
S4802,MONOMER
S4803,MONOMER
S4804,MONOMER
S4805,MONOMER
S4806,MONOMER
S4807,MONOMER
S4808,MONOMER
S4809,MONOMER
S4810,MONOMER
S4811,MONOMER
S4812,MONOMER
S4813,MONOMER
S4814,MONOMER
S4815,MONOMER
S4816,MONOMER
S4817,MONOMER
S4818,MONOMER
S4819,MONOMER
S4820,MONOMER
S4821,MONOMER
S4822,MONOMER
S4823,MONOMER
S4824,MONOMER
S4825,MONOMER
S4826,MONOMER
S4827,MONOMER
S4828,MONOMER
S4829,MONOMER
S4830,MONOMER
S4831,MONOMER
S4832,MONOMER
S4833,MONOMER
S4834,MONOMER
S4835,MONOMER
S4836,MONOMER
S4837,MONOMER
S4838,MONOMER
S4839,MONOMER
