TU_start	TU_end	Genes	Strand	Rho_independent	Stable_RNA
55059	55575	CLJU_c00550 CLJU_c00560	1	t	f
550914	551322	CLJU_c05080	1	f	f
550914	553396	CLJU_c05090	-1	f	f
551638	554505	CLJU_c05100	1	f	f
554692	556507	CLJU_c05110	1	f	f
556690	558019	CLJU_c05120	1	f	f
558162	559923	CLJU_c05130 CLJU_c05140	1	f	f
55826	56501	CLJU_c00570	1	t	f
559990	561516	CLJU_c05150 CLJU_c05160	1	f	f
561637	562122	CLJU_c05170 CLJU_c05180	1	t	f
562673	563882	CLJU_c05190 CLJU_c05200	1	f	f
564690	565359	CLJU_c05210	1	f	f
565477	567706	CLJU_c05220 CLJU_c05230	1	f	f
56650	57577	CLJU_c00580	1	f	f
56650	58439	CLJU_c00590	-1	f	f
568419	569748	CLJU_c05240	1	f	f
569858	571302	CLJU_c05250 CLJU_c05260	1	f	f
571543	576227	CLJU_c05270 CLJU_c05280 CLJU_c05290 CLJU_c05300	1	f	f
576494	577874	CLJU_c05310	1	f	f
57689	59801	CLJU_c00600	1	f	f
577933	578989	CLJU_c05320	1	f	f
579127	580914	CLJU_c05330 CLJU_c05340	1	f	f
581090	581648	CLJU_c05350	1	f	f
581090	582038	CLJU_c05360	-1	f	f
581834	582921	CLJU_c05370	1	f	f
582228	584506	CLJU_c05380	-1	t	f
584593	585320	CLJU_c05390 CLJU_c05400	-1	f	f
584939	587629	CLJU_c05410 CLJU_c05420	1	f	f
587699	603473	CLJU_c05430 CLJU_c05440 CLJU_c05450 CLJU_c05460 CLJU_c05470 CLJU_c05480 CLJU_c05490 CLJU_c05500 CLJU_c05510 CLJU_c05520 CLJU_c05530 CLJU_c05540 CLJU_c05550	1	f	f
59866	63236	CLJU_c00610 CLJU_c00620	1	f	f
603895	605679	CLJU_c05560 CLJU_c05570	1	f	f
605857	606433	CLJU_c05580	1	f	f
606677	606785	CLJU_c05590	1	t	f
607127	609229	CLJU_c05600 CLJU_c05610	1	t	f
610006	610669	CLJU_c05620	1	f	f
610750	612142	CLJU_c05630	1	t	f
612446	613373	CLJU_c05640	1	f	f
613464	615286	CLJU_c05650 CLJU_c05660	1	f	f
615375	627509	CLJU_c05670 CLJU_c05680 CLJU_c05690 CLJU_c05700 CLJU_c05710 CLJU_c05720	1	f	f
628055	629990	CLJU_c05730 CLJU_c05740	1	f	f
630538	631051	CLJU_c05750	1	f	f
631356	631707	CLJU_c05760	1	f	f
632147	635675	CLJU_c05770 CLJU_c05780 CLJU_c05790 CLJU_c05800	1	f	f
63435	64038	CLJU_c00630	1	f	f
635749	635959	CLJU_c05810	1	f	f
636051	638907	CLJU_c05820 CLJU_c05830 CLJU_c05840	1	f	f
638076	639519	CLJU_c05850	-1	f	f
638895	641298	CLJU_c05860	1	t	f
642003	644015	CLJU_c05870 CLJU_c05880	1	t	f
64257	65142	CLJU_c00640	1	f	f
64257	69261	CLJU_c00650 CLJU_c00660 CLJU_c00670 CLJU_c00680	-1	f	f
644285	645077	CLJU_c05890	1	f	f
645576	648912	CLJU_c05900	1	f	f
645576	651503	CLJU_c05910 CLJU_c05920	-1	t	f
650405	652220	CLJU_c05930	1	f	f
651638	652739	CLJU_c05940	-1	f	f
652196	654540	CLJU_c05950 CLJU_c05960	1	f	f
653868	655854	CLJU_c05970	-1	f	f
654699	656540	CLJU_c05980	1	f	f
656687	658761	CLJU_c05990 CLJU_c06000	1	t	f
658951	661204	CLJU_c06010 CLJU_c06020	1	t	f
661655	663359	CLJU_c06030	1	f	f
664008	666355	CLJU_c06040 CLJU_c06050	1	f	f
666435	667439	CLJU_c06060 CLJU_c06070	1	f	f
667007	667769	CLJU_c06080	-1	f	f
667445	669051	CLJU_c06090	1	f	f
669149	670163	CLJU_c06100	1	f	f
669149	671917	CLJU_c06110	-1	f	f
670171	673940	CLJU_c06120 CLJU_c06130	1	f	f
674056	674221	CLJU_c06140	1	t	f
674587	677176	CLJU_c06150 CLJU_c06160	1	t	f
677426	680024	CLJU_c06170	1	f	f
680084	680891	CLJU_c06180	1	f	f
680084	683087	CLJU_c06190 CLJU_c06200	-1	f	f
681932	685427	CLJU_c06210	1	f	f
685642	686476	CLJU_c06220	1	t	f
686860	691701	CLJU_c06230 CLJU_c06240 CLJU_c06250 CLJU_c06260	1	f	t
692127	695883	CLJU_c06270 CLJU_c06280 CLJU_c06290 CLJU_c06300	1	f	f
696106	696308	CLJU_c06310 CLJU_c06320	1	f	t
696408	697323	CLJU_c06330	1	f	f
697453	698272	CLJU_c06340	1	f	f
698405	700309	CLJU_c06350 CLJU_c06360 CLJU_c06370	1	t	f
700455	701571	CLJU_c06380	1	f	f
702134	704486	CLJU_c06390 CLJU_c06400	1	f	f
704715	704922	CLJU_c06410	1	f	f
705051	711764	CLJU_c06420 CLJU_c06430 CLJU_c06440 CLJU_c06450	1	f	f
70571	71465	CLJU_c00710	-1	t	f
70571	72231	CLJU_c00720	1	f	f
708194	715531	CLJU_c06460 CLJU_c06470 CLJU_c06480 CLJU_c06490	-1	f	f
715614	717235	CLJU_c06500 CLJU_c06510	-1	f	f
71652	73805	CLJU_c00730	-1	f	f
718160	723322	CLJU_c06520 CLJU_c06530 CLJU_c06540 CLJU_c06550 CLJU_c06560 CLJU_c06570	1	f	t
723675	726225	CLJU_c06580 CLJU_c06590 CLJU_c06600	-1	t	f
725499	727985	CLJU_c06610	1	f	f
728065	731019	CLJU_c06620 CLJU_c06630	1	t	f
730008	732465	CLJU_c06640	-1	t	f
731181	735717	CLJU_c06650	1	f	f
735938	736625	CLJU_c06660	1	f	f
736838	737663	CLJU_c06670	1	f	f
737746	739156	CLJU_c06680 CLJU_c06690	1	f	f
73875	74178	CLJU_c00740	-1	f	f
739230	741754	CLJU_c06700 CLJU_c06710	1	f	f
740437	742033	CLJU_c06720	-1	f	f
742143	742623	CLJU_c06730	-1	f	f
742143	743886	CLJU_c06740	1	t	f
74300	74377	CLJU_c00750	1	f	t
744037	744400	CLJU_c06750	1	t	f
745097	745796	CLJU_c06760	1	t	f
74527	74965	CLJU_c00760	1	f	f
746057	747167	CLJU_c06770	1	t	f
747362	749955	CLJU_c06780 CLJU_c06790	1	f	f
747783	752034	CLJU_c06800 CLJU_c06810	-1	f	f
74968	75061	CLJU_c00770	1	f	t
751470	752516	CLJU_c06820	1	t	f
75163	77574	CLJU_c00780 CLJU_c00790 CLJU_c00800	-1	f	f
752123	753979	CLJU_c06830	-1	f	f
754077	757119	CLJU_c06840	-1	f	f
754077	757936	CLJU_c06850	1	f	f
758010	759282	CLJU_c06860	1	f	f
758010	759713	CLJU_c06870	-1	f	f
759771	759894	CLJU_c06880	-1	f	f
759771	762599	CLJU_c06890	1	f	f
759971	763829	CLJU_c06900	-1	f	f
764260	765397	CLJU_c06910	-1	t	f
764260	767484	CLJU_c06920	1	f	f
767583	768952	CLJU_c06930 CLJU_c06940	1	f	f
769522	776547	CLJU_c06950 CLJU_c06960 CLJU_c06970 CLJU_c06980	1	f	f
777255	779385	CLJU_c06990	1	f	f
77731	79563	CLJU_c00810 CLJU_c00820 CLJU_c00830	-1	f	f
779469	781216	CLJU_c07000 CLJU_c07010	1	f	f
781535	781967	CLJU_c07020	1	f	f
782262	787895	CLJU_c07030 CLJU_c07040 CLJU_c07050 CLJU_c07060 CLJU_c07070 CLJU_c07080	1	t	f
788541	789957	CLJU_c07090	1	f	f
790101	790377	CLJU_c07100	1	t	f
790712	791753	CLJU_c07110	1	f	f
792129	793971	CLJU_c07120	1	f	f
794310	794508	CLJU_c07130	1	f	f
794775	795213	CLJU_c07140	1	f	f
795626	797822	CLJU_c07150 CLJU_c07160	1	f	f
797990	798488	CLJU_c07170	1	f	f
79820	79910	CLJU_c00840	1	f	t
798560	799283	CLJU_c07180	1	f	f
799462	806128	CLJU_c07190 CLJU_c07200 CLJU_c07210 CLJU_c07220 CLJU_c07230 CLJU_c07240 CLJU_c07250	1	f	f
80281	81943	CLJU_c00850	1	f	f
806377	807010	CLJU_c07260	1	f	f
807244	808324	CLJU_c07270 CLJU_c07280	1	t	f
808401	809908	CLJU_c07290 CLJU_c07300	1	t	f
810343	811576	CLJU_c07310 CLJU_c07320	1	f	f
811699	815702	CLJU_c07330 CLJU_c07340 CLJU_c07350	1	f	f
815834	816785	CLJU_c07360 CLJU_c07370 CLJU_c07380	1	t	f
816955	819473	CLJU_c07390 CLJU_c07400 CLJU_c07410	1	f	f
819550	819931	CLJU_c07420	1	f	f
82024	83014	CLJU_c00860 CLJU_c00870	1	f	f
820255	821155	CLJU_c07430	1	f	f
820255	822421	CLJU_c07440	-1	f	f
821194	823346	CLJU_c07450	1	f	f
823519	825864	CLJU_c07460 CLJU_c07470	1	f	f
825923	827831	CLJU_c07480	1	t	f
828835	829129	CLJU_c07490	1	f	f
829193	831695	CLJU_c07500 CLJU_c07510 CLJU_c07520	1	f	f
83118	83406	CLJU_c00880	1	f	f
832062	833886	CLJU_c07530	1	f	f
832062	835786	CLJU_c07540	-1	f	f
834220	838992	CLJU_c07550 CLJU_c07560 CLJU_c07570	1	f	f
83533	83806	CLJU_c00890	1	f	f
838014	839672	CLJU_c07580	-1	t	f
83893	84586	CLJU_c00900	1	f	f
839129	844287	CLJU_c07590 CLJU_c07600	1	f	f
844393	844807	CLJU_c07610	1	f	f
845003	845870	CLJU_c07620	1	t	f
846718	847151	CLJU_c07650 CLJU_c07660	1	f	f
84719	85973	CLJU_c00910 CLJU_c00920	1	f	f
847233	847938	CLJU_c07670	1	t	f
848184	851431	CLJU_c07680 CLJU_c07690	1	t	f
851824	853774	CLJU_c07700 CLJU_c07710	1	t	f
852526	854540	CLJU_c07720	-1	f	f
853847	856213	CLJU_c07730	1	f	f
854647	856714	CLJU_c07740	-1	f	f
856585	857697	CLJU_c07750	1	f	f
857814	859454	CLJU_c07760 CLJU_c07770	1	f	f
859536	863803	CLJU_c07780 CLJU_c07790 CLJU_c07800	1	f	f
86096	86831	CLJU_c00930	1	f	f
862891	865175	CLJU_c07810	-1	f	f
864248	866459	CLJU_c07820 CLJU_c07830	1	f	f
866686	869268	CLJU_c07840 CLJU_c07850	1	f	f
868161	870091	CLJU_c07860	-1	t	f
869332	872858	CLJU_c07870	1	f	f
86950	87351	CLJU_c00940 CLJU_c00950	1	f	f
872949	874728	CLJU_c07880	1	f	f
874805	875771	CLJU_c07890	1	f	f
874805	876067	CLJU_c07900	-1	t	f
875800	877302	CLJU_c07910	1	f	f
877450	878479	CLJU_c07920	1	f	f
878577	878901	CLJU_c07930	1	f	f
879022	882028	CLJU_c07940 CLJU_c07950	1	f	f
88033	91313	CLJU_c00960 CLJU_c00970 CLJU_c00980	1	t	f
882217	883968	CLJU_c07960 CLJU_c07970	1	f	f
884052	885930	CLJU_c07980	1	f	f
886211	887360	CLJU_c07990	1	f	f
887915	891015	CLJU_c08000 CLJU_c08010 CLJU_c08020	1	f	f
891074	891419	CLJU_c08030	1	f	f
891559	892209	CLJU_c08040 CLJU_c08050	1	t	f
892440	892725	CLJU_c08060	1	f	f
893930	897307	CLJU_c08070 CLJU_c08080 CLJU_c08090	1	f	f
897504	899828	CLJU_c08100 CLJU_c08110 CLJU_c08120	1	f	f
900036	900681	CLJU_c08130	1	f	f
900748	903388	CLJU_c08140	1	f	f
900748	904089	CLJU_c08150	-1	f	f
903525	905589	CLJU_c08160	1	f	f
905679	906276	CLJU_c08170	1	f	f
906533	906866	CLJU_c08180	1	f	f
906533	907301	CLJU_c08190	-1	f	f
907789	908827	CLJU_c08200	-1	t	f
907789	912087	CLJU_c08210 CLJU_c08220	1	f	f
912198	914609	CLJU_c08230 CLJU_c08240 CLJU_c08250	1	f	f
914730	915444	CLJU_c08260	1	f	f
914730	917505	CLJU_c08270	-1	f	f
916017	918482	CLJU_c08280	1	f	f
91631	92576	CLJU_c00990	1	f	f
917720	918872	CLJU_c08290	-1	f	f
918536	919570	CLJU_c08300 CLJU_c08310	1	f	f
920056	920254	CLJU_c08320	1	f	f
920428	921811	CLJU_c08330	1	t	f
920428	922639	CLJU_c08340 CLJU_c08350 CLJU_c08360	-1	t	f
922432	923240	CLJU_c08370	1	f	f
923400	924120	CLJU_c08380	1	f	f
923400	926071	CLJU_c08390	-1	t	f
926174	926948	CLJU_c08400	-1	f	f
926174	928079	CLJU_c08410	1	f	f
928647	929106	CLJU_c08420	1	f	f
928647	930668	CLJU_c08430	-1	t	f
929429	934463	CLJU_c08440 CLJU_c08450 CLJU_c08460	1	f	f
93014	98104	CLJU_c01000 CLJU_c01010 CLJU_c01020 CLJU_c01030	1	f	t
934741	934951	CLJU_c08470	1	t	f
935187	936624	CLJU_c08480	1	t	f
936863	939553	CLJU_c08490 CLJU_c08500	1	f	f
939778	940897	CLJU_c08510	1	f	f
939778	941189	CLJU_c08520	-1	f	f
941334	941967	CLJU_c08530	-1	f	f
941334	948180	CLJU_c08540 CLJU_c08550 CLJU_c08560 CLJU_c08570 CLJU_c08580 CLJU_c08590	1	f	f
9415	14506	CLJU_c00080 CLJU_c00090 CLJU_c00100 CLJU_c00110	1	f	t
948265	949507	CLJU_c08600	1	t	f
949663	951748	CLJU_c08610 CLJU_c08620	1	f	f
950695	952694	CLJU_c08630	-1	f	f
951800	953199	CLJU_c08640	1	f	f
952875	956121	CLJU_c08650 CLJU_c08660	-1	t	f
956349	960682	CLJU_c08670 CLJU_c08680 CLJU_c08690	-1	f	f
958567	961709	CLJU_c08700	1	t	f
961950	966228	CLJU_c08710 CLJU_c08720 CLJU_c08730 CLJU_c08740	1	t	f
965130	968234	CLJU_c08750 CLJU_c08760	-1	f	f
967664	970264	CLJU_c08770	1	t	f
970487	973726	CLJU_c08780 CLJU_c08790 CLJU_c08800 CLJU_c08810	1	t	f
972988	974299	CLJU_c08820	-1	t	f
973810	975212	CLJU_c08830	1	f	f
974531	977431	CLJU_c08840	-1	f	f
977607	978933	CLJU_c08850	-1	f	f
977607	980462	CLJU_c08860 CLJU_c08870	1	t	f
980642	982004	CLJU_c08880	1	t	f
980642	983568	CLJU_c08890	-1	f	f
98166	100728	CLJU_c01050 CLJU_c01060	1	f	f
98166	98661	CLJU_c01040	-1	f	f
983651	984038	CLJU_c08900	-1	f	f
983651	987798	CLJU_c08910 CLJU_c08920	1	f	f
987923	990068	CLJU_c08930	1	f	f
987923	990436	CLJU_c08940	-1	f	f
990337	993310	CLJU_c08950 CLJU_c08960	1	f	f
993493	996621	CLJU_c08970 CLJU_c08980 CLJU_c08990	1	t	f
996985	997510	CLJU_c09000	1	f	f
997912	998782	CLJU_c09010	1	t	f
999040	1001532	CLJU_c09030	-1	t	f
999040	999376	CLJU_c09020	1	t	f
999417	1002905	CLJU_c09040	1	f	f
4627522	4629568	CLJU_c42930 CLJU_c42940 CLJU_c42950 CLJU_c42960 CLJU_c42970	-1	t	f
