TU_start	TU_end	Genes	Strand	Rho_independent	Stable_RNA
2510020	2511096	CLJU_c22890 CLJU_c22900	1	t	f
2510574	2512919	CLJU_c22910	-1	t	f
2511203	2517477	CLJU_c22920 CLJU_c22930 CLJU_c22940 CLJU_c22950 CLJU_c22960	1	f	f
2516097	2517941	CLJU_c22970	-1	f	f
2518080	2520498	CLJU_c22980	-1	f	f
2518080	2521824	CLJU_c22990	1	f	f
2520714	2524061	CLJU_c23000 CLJU_c23010	-1	f	f
252292	253339	CLJU_c02470	1	t	f
2524206	2525454	CLJU_c23020	-1	f	f
2525602	2536605	CLJU_c23030 CLJU_c23040 CLJU_c23050 CLJU_c23060 CLJU_c23070 CLJU_c23080 CLJU_c23090 CLJU_c23100 CLJU_c23110 CLJU_c23120	-1	f	f
253490	254207	CLJU_c02480	1	f	f
2536951	2537926	CLJU_c23130	-1	f	f
2536951	2538637	CLJU_c23140	1	f	f
2538778	2539345	CLJU_c23150	1	f	f
2538778	2540352	CLJU_c23160 CLJU_c23170	-1	t	f
2539791	2542936	CLJU_c23180	1	t	f
2541514	2544355	CLJU_c23190	-1	t	f
2542972	2545921	CLJU_c23200	1	f	f
254429	254684	CLJU_c02490	1	f	f
2544943	2547645	CLJU_c23210	-1	f	f
2547791	2548865	CLJU_c23220	-1	t	f
254781	255813	CLJU_c02500	1	f	f
254781	256453	CLJU_c02520	-1	f	f
2549055	2552307	CLJU_c23230 CLJU_c23240	-1	f	f
2551005	2555050	CLJU_c23250 CLJU_c23260	1	t	f
2553385	2559999	CLJU_c23270 CLJU_c23280 CLJU_c23290	-1	t	f
255904	256596	CLJU_c02510	1	f	f
2560240	2562715	CLJU_c23300	-1	f	f
2562795	2565213	CLJU_c23310	-1	f	f
2565432	2566248	CLJU_c23320	-1	t	f
2565432	2567363	CLJU_c23330 CLJU_c23340	1	f	f
2567000	2567650	CLJU_c23350	-1	f	f
256702	257140	CLJU_c02530 CLJU_c02540 CLJU_c02550 CLJU_c02560 CLJU_c02570	1	f	t
2567554	2568390	CLJU_c23360	1	f	f
2568544	2568727	CLJU_c23370	1	f	f
2568544	2571300	CLJU_c23380 CLJU_c23390	-1	f	f
2570130	2571858	CLJU_c23400	1	t	f
2572186	2572978	CLJU_c23410	1	f	f
2572186	2574706	CLJU_c23420	-1	f	f
257489	258665	CLJU_c02580	1	t	f
2575291	2576710	CLJU_c23430	-1	t	f
2577189	2578602	CLJU_c23440	-1	t	f
2577189	2580125	CLJU_c23450	1	t	f
2579450	2581391	CLJU_c23460	-1	t	f
2581449	2583654	CLJU_c23470	-1	f	f
2584164	2584644	CLJU_c23480	-1	t	f
2584704	2585271	CLJU_c23490	-1	f	f
2585395	2585551	CLJU_c23500	-1	f	f
2586079	2589821	CLJU_c23510 CLJU_c23520 CLJU_c23530	-1	t	f
258795	262692	CLJU_c02590 CLJU_c02600 CLJU_c02610	1	t	f
2589917	2591189	CLJU_c23540	-1	t	f
2591411	2592143	CLJU_c23550	-1	f	f
2592720	2593677	CLJU_c23560	-1	t	f
2593784	2596104	CLJU_c23570 CLJU_c23580	-1	f	f
2596186	2599843	CLJU_c23590 CLJU_c23600 CLJU_c23610	-1	f	f
2599960	2606993	CLJU_c23620 CLJU_c23630 CLJU_c23640 CLJU_c23650 CLJU_c23660 CLJU_c23670 CLJU_c23680	-1	f	f
2607167	2608850	CLJU_c23690	-1	f	f
2607167	2609498	CLJU_c23700	1	f	f
2609096	2617402	CLJU_c23710 CLJU_c23720 CLJU_c23730 CLJU_c23740 CLJU_c23750 CLJU_c23760 CLJU_c23770	-1	t	f
2617568	2619654	CLJU_c23780 CLJU_c23790	-1	t	f
2619949	2627759	CLJU_c23800 CLJU_c23810 CLJU_c23820 CLJU_c23830 CLJU_c23840	-1	t	f
2626562	2629836	CLJU_c23850	1	f	f
2629993	2631181	CLJU_c23860	1	f	f
263124	263652	CLJU_c02620	1	f	f
2631605	2633210	CLJU_c23870	1	f	f
2631605	2639767	CLJU_c23880 CLJU_c23890 CLJU_c23900 CLJU_c23910	-1	f	f
263832	266346	CLJU_c02630	1	f	f
2639873	2640800	CLJU_c23920	-1	f	f
2640913	2641501	CLJU_c23930	-1	f	f
2641600	2643310	CLJU_c23940	-1	f	f
2643587	2645012	CLJU_c23950	-1	t	f
2645077	2646361	CLJU_c23960	-1	f	f
2646787	2652745	CLJU_c23970 CLJU_c23980 CLJU_c23990 CLJU_c24000 CLJU_c24010	-1	f	f
2652875	2653301	CLJU_c24020	-1	f	f
2653358	2655841	CLJU_c24030 CLJU_c24040	-1	f	f
2656107	2658831	CLJU_c24050	-1	f	f
2659026	2660925	CLJU_c24060	-1	t	f
2661028	2667210	CLJU_c24070 CLJU_c24080 CLJU_c24090 CLJU_c24100 CLJU_c24110 CLJU_c24120	-1	f	f
266484	267474	CLJU_c02640	1	f	f
2667424	2670154	CLJU_c24130	-1	f	f
2670507	2672406	CLJU_c24140	-1	t	f
26719	27394	CLJU_c00250 CLJU_c00260	1	f	f
2672923	2677233	CLJU_c24150 CLJU_c24160 CLJU_c24170 CLJU_c24180	-1	f	f
267553	268792	CLJU_c02650	1	f	f
2677562	2678831	CLJU_c24190	-1	t	f
2679269	2682440	CLJU_c24200 CLJU_c24210	-1	t	f
2681606	2684003	CLJU_c24220	1	f	f
2683019	2685362	CLJU_c24230	-1	f	f
2685876	2686872	CLJU_c24240	-1	f	f
2685876	2689556	CLJU_c24250 CLJU_c24260	1	t	f
2688821	2691149	CLJU_c24270 CLJU_c24280	-1	t	f
268951	270298	CLJU_c02660	1	f	f
268951	271731	CLJU_c02670	-1	f	f
2690810	2691710	CLJU_c24290	1	f	f
2691305	2693738	CLJU_c24300 CLJU_c24310	-1	f	f
2693976	2695329	CLJU_c24320	-1	t	f
2693976	2696824	CLJU_c24330	1	f	f
2695906	2698216	CLJU_c24340	-1	f	f
2696920	2701675	CLJU_c24350 CLJU_c24360	1	f	f
2700172	2704522	CLJU_c24370 CLJU_c24380 CLJU_c24390	-1	t	f
270390	274058	CLJU_c02680	1	t	f
2705101	2708700	CLJU_c24400 CLJU_c24410 CLJU_c24420 CLJU_c24430	-1	t	f
2708914	2710069	CLJU_c24440	-1	t	f
2710210	2710987	CLJU_c24450	-1	f	f
2710210	2712677	CLJU_c24460	1	f	f
2712809	2713744	CLJU_c24470 CLJU_c24480	1	t	f
2714017	2716316	CLJU_c24490 CLJU_c24500	1	f	f
2716429	2717659	CLJU_c24510	1	f	f
2716429	2719334	CLJU_c24520 CLJU_c24530	-1	f	f
2719927	2720668	CLJU_c24540	-1	f	f
2721057	2721699	CLJU_c24550	-1	f	f
2721617	2722124	CLJU_c24560	-1	f	f
2722894	2723509	CLJU_c24570	-1	f	f
2723771	2725285	CLJU_c24580 CLJU_c24590 CLJU_c24600	-1	f	f
2725542	2726013	CLJU_c24610	-1	f	f
2726142	2727179	CLJU_c24620 CLJU_c24630	-1	f	f
2727806	2729759	CLJU_c24640	-1	f	f
2730057	2731634	CLJU_c24650 CLJU_c24660	-1	f	f
2731777	2732785	CLJU_c24670	-1	f	f
2731777	2733912	CLJU_c24680	1	f	f
2732991	2738379	CLJU_c24690 CLJU_c24700	-1	t	f
2738693	2739014	CLJU_c24710	-1	t	f
2739080	2742811	CLJU_c24720 CLJU_c24730 CLJU_c24740	-1	f	f
2743106	2744825	CLJU_c24750	-1	f	f
2743106	2745592	CLJU_c24760	1	f	f
2745385	2747644	CLJU_c24770	-1	f	f
2745649	2748477	CLJU_c24780	1	f	f
274605	275232	CLJU_c02690	1	t	f
2747931	2749718	CLJU_c24790	-1	f	f
2749955	2751517	CLJU_c24800 CLJU_c24810 CLJU_c24820	-1	f	f
2751768	2753177	CLJU_c24830 CLJU_c24840	-1	f	f
2752658	2755326	CLJU_c24850	1	f	f
275346	277185	CLJU_c02700	1	f	f
2755564	2756620	CLJU_c24860	1	t	f
2757226	2759125	CLJU_c24870	1	t	f
2759375	2760542	CLJU_c24880	1	f	f
2759375	2763467	CLJU_c24890 CLJU_c24900	-1	f	f
2763686	2763953	CLJU_c24910	-1	f	f
2764082	2764913	CLJU_c24920	-1	f	f
2765109	2766018	CLJU_c24930	-1	f	f
2765109	2767278	CLJU_c24940	1	f	f
2766561	2768738	CLJU_c24950 CLJU_c24960	-1	t	f
27677	28085	CLJU_c00270	1	f	f
2769255	2770371	CLJU_c24970	-1	t	f
2770449	2771625	CLJU_c24980	-1	f	f
2771711	2772824	CLJU_c24990	-1	f	f
2771711	2774715	CLJU_c25000	1	f	f
277259	278217	CLJU_c02710 CLJU_c02720	1	f	f
2773149	2775555	CLJU_c25010	-1	f	f
277530	279064	CLJU_c02730	-1	f	f
2775652	2775922	CLJU_c25020	-1	f	f
2775652	2777297	CLJU_c25030	1	f	f
2776268	2778964	CLJU_c25040 CLJU_c25050 CLJU_c25060	-1	f	f
2779035	2779305	CLJU_c25070	-1	f	f
2779605	2781540	CLJU_c25080	-1	t	f
2781655	2783862	CLJU_c25090 CLJU_c25100	-1	f	f
278260	280040	CLJU_c02740	1	t	f
2784323	2786175	CLJU_c25110 CLJU_c25120 CLJU_c25130	-1	f	f
2786361	2786814	CLJU_c25140	-1	f	f
2786361	2787667	CLJU_c25150	1	f	f
2787846	2789759	CLJU_c25160 CLJU_c25170	1	t	f
2788232	2790933	CLJU_c25180	-1	t	f
2791058	2791964	CLJU_c25190	-1	f	f
2791058	2793831	CLJU_c25200	1	f	f
279251	282551	CLJU_c02750	-1	f	f
2792694	2799393	CLJU_c25210 CLJU_c25220 CLJU_c25230	-1	f	f
2799684	2803984	CLJU_c25240 CLJU_c25250 CLJU_c25260 CLJU_c25270	-1	t	f
2803525	2804366	CLJU_c25280	1	f	f
2804069	2804958	CLJU_c25290	-1	f	f
2805083	2805782	CLJU_c25300	-1	f	f
2805881	2807207	CLJU_c25310	-1	f	f
2807657	2812667	CLJU_c25320 CLJU_c25330 CLJU_c25340 CLJU_c25350 CLJU_c25360	-1	f	f
2813108	2813981	CLJU_c25370	-1	t	f
2814628	2817807	CLJU_c25380 CLJU_c25390 CLJU_c25400 CLJU_c25410	-1	f	f
28155	28335	CLJU_c00280	1	f	f
2818471	2818972	CLJU_c25420	-1	t	f
2818471	2820031	CLJU_c25430	1	f	f
2820667	2826524	CLJU_c25440 CLJU_c25450 CLJU_c25460 CLJU_c25470 CLJU_c25480	1	f	f
2825735	2829192	CLJU_c25490	-1	f	f
2829335	2830166	CLJU_c25500	-1	f	f
282980	283055	CLJU_c02760	-1	f	t
2830342	2830774	CLJU_c25510	-1	f	f
2830342	2831646	CLJU_c25520	1	f	f
283131	285664	CLJU_c02770 CLJU_c02780 CLJU_c02790 CLJU_c02800	-1	f	f
2831797	2832046	CLJU_c25530	1	t	f
2831797	2832538	CLJU_c25540	-1	t	f
2832343	2834127	CLJU_c25550	1	f	f
2833449	2835341	CLJU_c25560	-1	f	f
2835619	2835763	CLJU_c25570	-1	f	f
2836167	2836518	CLJU_c25580	-1	t	f
2836588	2837788	CLJU_c25590	-1	f	f
2837997	2838285	CLJU_c25600	-1	f	f
2838387	2840228	CLJU_c25610 CLJU_c25620	-1	f	f
2840357	2840735	CLJU_c25630	-1	t	f
2840911	2841307	CLJU_c25640	-1	f	f
2840911	2841733	CLJU_c25650	1	f	f
2842176	2843091	CLJU_c25660	1	f	f
2842176	2848507	CLJU_c25670 CLJU_c25680 CLJU_c25690 CLJU_c25700 CLJU_c25710	-1	f	f
28436	29180	CLJU_c00290	1	f	f
2848842	2849526	CLJU_c25720	-1	t	f
2849809	2850785	CLJU_c25730 CLJU_c25740	-1	f	f
2850380	2852698	CLJU_c25750 CLJU_c25760	1	f	f
2852871	2855587	CLJU_c25770 CLJU_c25780	1	f	f
2853625	2856698	CLJU_c25790	-1	f	f
2856806	2858180	CLJU_c25800	-1	f	f
285791	286724	CLJU_c02810	-1	t	f
2858345	2859362	CLJU_c25810	-1	f	f
2859570	2864773	CLJU_c25820 CLJU_c25830 CLJU_c25840 CLJU_c25850 CLJU_c25860	-1	f	f
2863321	2866755	CLJU_c25870	1	f	f
2865159	2870259	CLJU_c25880 CLJU_c25890 CLJU_c25900 CLJU_c25910	-1	f	f
2869728	2871554	CLJU_c25920 CLJU_c25930	1	t	f
287063	288136	CLJU_c02820 CLJU_c02830	-1	f	f
2871822	2872500	CLJU_c25940	1	t	f
2872720	2873275	CLJU_c25950	1	t	f
2872720	2877487	CLJU_c25960 CLJU_c25970 CLJU_c25980	-1	t	f
287440	290025	CLJU_c02840	1	t	f
2878107	2879422	CLJU_c25990 CLJU_c26000 CLJU_c26010	-1	f	f
2879636	2880515	CLJU_c26020	-1	f	f
2880714	2885985	CLJU_c26030	-1	t	f
2887013	2887991	CLJU_c26040	-1	t	f
2888062	2889989	CLJU_c26050 CLJU_c26060 CLJU_c26070	-1	t	f
2889551	2890933	CLJU_c26080	1	f	f
2890168	2892849	CLJU_c26090	-1	f	f
2893012	2893507	CLJU_c26100	-1	f	f
2893647	2900535	CLJU_c26110 CLJU_c26120 CLJU_c26130 CLJU_c26140 CLJU_c26150 CLJU_c26160	-1	t	f
2899707	2901856	CLJU_c26170	1	f	f
2900824	2903557	CLJU_c26180 CLJU_c26190	-1	f	f
290200	290947	CLJU_c02850	1	t	f
290200	293315	CLJU_c02860 CLJU_c02870	-1	t	f
2903765	2904521	CLJU_c26200	-1	t	f
2903765	2905041	CLJU_c26210	1	f	f
2904627	2905873	CLJU_c26220	-1	f	f
2905024	2909578	CLJU_c26230 CLJU_c26240	1	f	f
2907742	2910680	CLJU_c26250	-1	f	f
2911566	2916940	CLJU_c26260 CLJU_c26270 CLJU_c26280 CLJU_c26290 CLJU_c26300 CLJU_c26310	-1	f	f
2917145	2917859	CLJU_c26320	-1	t	f
2917926	2918868	CLJU_c26330	-1	f	f
2917926	2919540	CLJU_c26340	1	f	f
2918997	2920248	CLJU_c26350	-1	t	f
2919600	2920861	CLJU_c26360	1	f	f
2920525	2922716	CLJU_c26370 CLJU_c26380	-1	f	f
2922889	2923354	CLJU_c26390	-1	t	f
2922889	2924123	CLJU_c26400	1	f	f
2923487	2924753	CLJU_c26410	-1	f	f
2924159	2927266	CLJU_c26420 CLJU_c26430 CLJU_c26440	1	f	f
2926816	2929499	CLJU_c26450 CLJU_c26460 CLJU_c26470	-1	f	f
2928365	2930918	CLJU_c26480	1	f	f
2931512	2932944	CLJU_c26490 CLJU_c26500	1	t	f
2932092	2935385	CLJU_c26510 CLJU_c26520 CLJU_c26530	-1	f	f
2934386	2939272	CLJU_c26540 CLJU_c26550 CLJU_c26560	1	t	f
293451	295360	CLJU_c02880 CLJU_c02890	-1	f	f
2938204	2940413	CLJU_c26570	-1	t	f
293851	296151	CLJU_c02900	1	f	f
2940532	2943073	CLJU_c26580 CLJU_c26590 CLJU_c26600	-1	t	f
2943147	2943738	CLJU_c26610	-1	f	f
2943839	2945288	CLJU_c26620	-1	f	f
2945438	2946608	CLJU_c26630	-1	f	f
2946706	2947618	CLJU_c26640	-1	f	f
2947879	2948101	CLJU_c26650	-1	f	f
2947879	2949252	CLJU_c26660	1	f	f
2949323	2950490	CLJU_c26670	1	f	f
2949323	2951293	CLJU_c26680	-1	f	f
2950588	2952831	CLJU_c26690	1	t	f
2952003	2954251	CLJU_c26700	-1	t	f
2952871	2955205	CLJU_c26710	1	f	f
2954386	2957457	CLJU_c26720	-1	f	f
2957753	2958611	CLJU_c26730	-1	t	f
295782	296726	CLJU_c02910	-1	t	f
2958934	2960596	CLJU_c26740	-1	t	f
2960734	2961653	CLJU_c26750 CLJU_c26760	-1	f	f
2961407	2963053	CLJU_c26770	1	f	f
296204	297774	CLJU_c02920	1	f	f
2963123	2965444	CLJU_c26780 CLJU_c26790	1	f	f
2964322	2966228	CLJU_c26800	-1	f	f
29658	30426	CLJU_c00300	1	f	f
2966294	2967413	CLJU_c26810	-1	f	f
2967634	2968756	CLJU_c26820	-1	f	f
2967634	2969666	CLJU_c26830	1	f	f
2969066	2970207	CLJU_c26840	-1	f	f
2970310	2972030	CLJU_c26850 CLJU_c26860 CLJU_c26870	-1	f	f
2972147	2972630	CLJU_c26880	-1	f	f
2972147	2973485	CLJU_c26890	1	f	f
2972879	2975269	CLJU_c26900 CLJU_c26910	-1	f	f
2975397	2976410	CLJU_c26920 CLJU_c26930	-1	f	f
2975933	2976942	CLJU_c26940	1	f	f
2976603	2978329	CLJU_c26950	-1	f	f
2977279	2979772	CLJU_c26960	1	f	f
2978641	2980124	CLJU_c26970	-1	f	f
297897	298326	CLJU_c02930	1	t	f
2980320	2981283	CLJU_c26980	-1	f	f
2981465	2982164	CLJU_c26990 CLJU_c27000 CLJU_c27010	-1	f	f
2981936	2983004	CLJU_c27020	1	f	f
2983296	2984679	CLJU_c27030	1	f	f
2983296	2987015	CLJU_c27040 CLJU_c27050	-1	f	f
298463	299360	CLJU_c02940	1	f	f
2987073	2989156	CLJU_c27060 CLJU_c27070	-1	f	f
2989458	2990262	CLJU_c27080	-1	f	f
2990789	2992673	CLJU_c27090	-1	f	f
2992833	2993361	CLJU_c27100	-1	f	f
2993766	2995128	CLJU_c27110	-1	f	f
299438	300140	CLJU_c02950	1	f	f
299438	302369	CLJU_c02960	-1	f	f
2995212	2995650	CLJU_c27120	-1	f	f
2995212	3000398	CLJU_c27130 CLJU_c27140 CLJU_c27150	1	f	f
3000499	3002353	CLJU_c27160 CLJU_c27170 CLJU_c27180	1	f	f
3002435	3005704	CLJU_c27190 CLJU_c27200	1	f	f
3003115	3006521	CLJU_c27210	-1	f	f
300524	304325	CLJU_c02970	1	t	f
3006077	3007184	CLJU_c27220	1	t	f
3006929	3008767	CLJU_c27230	-1	t	f
3009980	3010385	CLJU_c27240	-1	f	f
3010514	3011090	CLJU_c27250	-1	f	f
3010514	3013018	CLJU_c27260	1	t	f
3011314	3014243	CLJU_c27270	-1	t	f
3014966	3015057	CLJU_c27280	-1	f	t
3015870	3017025	CLJU_c27290	-1	f	f
3017087	3018626	CLJU_c27300	-1	f	f
3018721	3019198	CLJU_c27310	-1	f	f
3019305	3020591	CLJU_c27320 CLJU_c27330	-1	f	f
3020686	3022177	CLJU_c27340	-1	f	f
3022253	3024908	CLJU_c27350 CLJU_c27360	-1	f	f
3025170	3025509	CLJU_c27370	-1	f	f
3025170	3027011	CLJU_c27380	1	t	f
3028379	3028739	CLJU_c27390	1	f	f
3028845	3029115	CLJU_c27400	1	f	f
3029559	3030372	CLJU_c27410	1	f	f
3030439	3031189	CLJU_c27420	1	f	f
3030439	3031678	CLJU_c27430	-1	f	f
3033668	3033884	CLJU_c27460	-1	f	f
3034262	3034808	CLJU_c27470	-1	f	f
3035267	3035714	CLJU_c27480	-1	f	f
3036248	3037283	CLJU_c27490	-1	f	f
3038115	3040021	CLJU_c27500 CLJU_c27510	-1	f	f
3039460	3043177	CLJU_c27520 CLJU_c27530	1	f	f
3042604	3044292	CLJU_c27540	-1	t	f
304443	305133	CLJU_c02980	1	f	f
3044738	3046013	CLJU_c27550	-1	f	f
3046483	3047593	CLJU_c27560	-1	f	f
3046483	3049043	CLJU_c27570	1	t	f
3048848	3050197	CLJU_c27580	-1	f	f
3050847	3051567	CLJU_c27590	-1	f	f
3050847	3052148	CLJU_c27600	1	f	f
3051695	3057414	CLJU_c27610 CLJU_c27620 CLJU_c27630 CLJU_c27640	-1	f	f
305368	305719	CLJU_c02990	1	f	f
3057607	3061341	CLJU_c27650 CLJU_c27660 CLJU_c27670 CLJU_c27680	-1	f	f
305845	307721	CLJU_c03000 CLJU_c03010	1	f	f
3061627	3061718	CLJU_c27690	-1	f	t
3061887	3065200	CLJU_c27700 CLJU_c27710	-1	f	f
30646	31343	CLJU_c00310 CLJU_c00320	1	f	f
3065416	3066352	CLJU_c27720	-1	f	f
3066627	3067782	CLJU_c27730	-1	f	f
3067878	3068769	CLJU_c27740	-1	f	f
3068894	3070021	CLJU_c27750 CLJU_c27760	-1	f	f
3070343	3071498	CLJU_c27770	-1	f	f
3071586	3073122	CLJU_c27780	-1	f	f
3073224	3075008	CLJU_c27790 CLJU_c27800 CLJU_c27810	-1	f	f
3075103	3076594	CLJU_c27820	-1	f	f
3076703	3079357	CLJU_c27830 CLJU_c27840	-1	f	f
3078031	3080588	CLJU_c27850	1	f	f
307816	308425	CLJU_c03020	1	f	f
3080988	3082035	CLJU_c27860	1	t	f
3080988	3082360	CLJU_c27870	-1	t	f
3082805	3083309	CLJU_c27880	-1	f	f
3083427	3087848	CLJU_c27890 CLJU_c27900 CLJU_c27910 CLJU_c27920 CLJU_c27930	-1	f	f
3087955	3090133	CLJU_c27940 CLJU_c27950	-1	f	f
3090344	3091988	CLJU_c27960	-1	t	f
3092588	3093194	CLJU_c27970	-1	t	f
3093501	3094587	CLJU_c27980	-1	f	f
309427	310064	CLJU_c03030 CLJU_c03040	1	f	f
3094808	3096263	CLJU_c27990	-1	t	f
3096620	3098590	CLJU_c28000 CLJU_c28010	-1	f	f
3099110	3101104	CLJU_c28020 CLJU_c28030	-1	f	f
3101254	3102094	CLJU_c28040	-1	f	f
3102175	3103591	CLJU_c28050	-1	f	f
310239	312005	CLJU_c03050 CLJU_c03060	1	t	f
3103763	3105867	CLJU_c28060 CLJU_c28070	-1	f	f
3106682	3107978	CLJU_c28080	-1	f	f
3108173	3109058	CLJU_c28090	-1	f	f
3109216	3111914	CLJU_c28100 CLJU_c28110	-1	f	f
3112214	3113570	CLJU_c28120	-1	f	f
3113834	3115184	CLJU_c28130	-1	t	f
3115373	3116135	CLJU_c28140	-1	f	f
3116207	3116663	CLJU_c28150	-1	f	f
3116823	3118149	CLJU_c28160	-1	t	f
3116	8919	CLJU_c00040 CLJU_c00050 CLJU_c00060 CLJU_c00070	1	t	f
3118567	3119914	CLJU_c28170	-1	t	f
3120144	3120594	CLJU_c28180	-1	f	f
3120774	3122223	CLJU_c28190	-1	f	f
312191	313758	CLJU_c03070 CLJU_c03080	1	t	f
3122282	3123155	CLJU_c28200	-1	t	f
3123262	3125348	CLJU_c28210 CLJU_c28220	-1	f	f
3124196	3126492	CLJU_c28230	1	t	f
3126623	3131502	CLJU_c28240 CLJU_c28250 CLJU_c28260	-1	f	t
3132082	3132256	CLJU_c28270	-1	f	f
3132082	3133485	CLJU_c28280	1	f	f
3132459	3137306	CLJU_c28290 CLJU_c28300 CLJU_c28310 CLJU_c28320	-1	f	f
3137528	3138701	CLJU_c28330	-1	f	f
3137528	3139178	CLJU_c28340	1	f	f
3138836	3141504	CLJU_c28350 CLJU_c28360	-1	f	f
313931	315107	CLJU_c03090	1	t	f
3140367	3142553	CLJU_c28370	1	f	f
3141833	3143213	CLJU_c28380	-1	t	f
3143374	3144103	CLJU_c28390	-1	f	f
3144346	3148554	CLJU_c28400 CLJU_c28410	-1	f	f
3148639	3149824	CLJU_c28420	-1	t	f
3149897	3151226	CLJU_c28430	-1	f	f
3151391	3151700	CLJU_c28440 CLJU_c28450 CLJU_c28460	-1	f	t
3151975	3152149	CLJU_c28470	-1	f	f
315210	321358	CLJU_c03100 CLJU_c03110 CLJU_c03120	1	f	f
3152299	3154046	CLJU_c28480 CLJU_c28490	-1	t	f
31534	32198	CLJU_c00330 CLJU_c00340	1	f	f
3154264	3154408	CLJU_c28500	-1	f	f
3154264	3155433	CLJU_c28510	1	f	f
3154731	3157391	CLJU_c28520 CLJU_c28530	-1	t	f
3157557	3158736	CLJU_c28540	-1	f	f
3159038	3159998	CLJU_c28550	-1	t	f
3160081	3160732	CLJU_c28560	-1	t	f
3160839	3162357	CLJU_c28570	-1	f	f
3162495	3162693	CLJU_c28580	-1	f	f
3162933	3164601	CLJU_c28590 CLJU_c28600	-1	f	f
3165161	3166673	CLJU_c28610	-1	t	f
3166788	3167079	CLJU_c28620	-1	f	f
3167210	3170668	CLJU_c28630 CLJU_c28640 CLJU_c28650 CLJU_c28660 CLJU_c28670	-1	f	f
3170828	3171746	CLJU_c28680	-1	t	f
3171915	3172887	CLJU_c28690	-1	f	f
3173202	3174513	CLJU_c28700	-1	f	f
3174854	3176054	CLJU_c28710	-1	f	f
3176298	3179136	CLJU_c28720 CLJU_c28730	-1	f	f
3179197	3181195	CLJU_c28740	-1	f	f
3181412	3183102	CLJU_c28750 CLJU_c28760	-1	f	f
3182334	3184302	CLJU_c28770	1	f	f
3183390	3187947	CLJU_c28780 CLJU_c28790 CLJU_c28800 CLJU_c28810	-1	f	f
3188020	3191517	CLJU_c28820 CLJU_c28830 CLJU_c28840 CLJU_c28850	-1	f	f
3191582	3191759	CLJU_c28860	-1	f	f
3191900	3194377	CLJU_c28870 CLJU_c28880 CLJU_c28890	-1	f	f
3193780	3195450	CLJU_c28900 CLJU_c28910	1	f	f
3195772	3196237	CLJU_c28920	1	f	f
3195772	3196810	CLJU_c28930	-1	f	f
3197077	3198503	CLJU_c28940 CLJU_c28950	-1	f	f
3198574	3199441	CLJU_c28960	-1	f	f
3198574	3200401	CLJU_c28970 CLJU_c28980 CLJU_c28990	1	f	f
3200119	3201464	CLJU_c29000	-1	f	f
3201964	3202399	CLJU_c29010	-1	t	f
3202535	3202715	CLJU_c29020	-1	f	f
3202936	3203332	CLJU_c29030	-1	f	f
3202936	3204972	CLJU_c29040	1	f	f
3203541	3207054	CLJU_c29050	-1	f	f
3207198	3208713	CLJU_c29060	-1	f	f
3209435	3211601	CLJU_c29070	-1	f	f
3211802	3212561	CLJU_c29080	-1	t	f
3212865	3214028	CLJU_c29090 CLJU_c29100	-1	f	f
3214210	3222083	CLJU_c29110 CLJU_c29120 CLJU_c29130 CLJU_c29140 CLJU_c29150 CLJU_c29160 CLJU_c29170 CLJU_c29180	-1	f	f
321427	324555	CLJU_c03130 CLJU_c03140 CLJU_c03150	1	f	f
3222284	3222443	CLJU_c29190	-1	t	f
3222284	3224012	CLJU_c29200	1	t	f
3222737	3225160	CLJU_c29210	-1	t	f
3225284	3228145	CLJU_c29220 CLJU_c29230	-1	f	f
3226078	3230261	CLJU_c29240 CLJU_c29250	1	f	f
3230433	3231492	CLJU_c29260	1	f	f
3231683	3232727	CLJU_c29270	1	f	f
3231683	3233427	CLJU_c29280	-1	f	f
3233637	3236255	CLJU_c29290 CLJU_c29300 CLJU_c29310	-1	t	f
3234926	3236803	CLJU_c29320	1	f	f
3236380	3237637	CLJU_c29330	-1	f	f
3236845	3242000	CLJU_c29340	1	t	f
3238475	3242340	CLJU_c29350	-1	t	f
3242172	3244317	CLJU_c29360	1	f	f
3242538	3245968	CLJU_c29370 CLJU_c29380	-1	f	f
32429	33335	CLJU_c00350	1	f	f
32429	34031	CLJU_c00360	-1	f	f
3245182	3247332	CLJU_c29390	1	f	f
3246150	3248202	CLJU_c29400	-1	f	f
324697	327192	CLJU_c03160 CLJU_c03170	1	f	f
3248384	3248918	CLJU_c29410	-1	f	f
3249191	3249815	CLJU_c29420	-1	f	f
3249191	3252145	CLJU_c29430 CLJU_c29440	1	f	f
3251452	3253830	CLJU_c29450	-1	f	f
3252492	3254743	CLJU_c29460	1	f	f
3254104	3256007	CLJU_c29470	-1	f	f
3256150	3256513	CLJU_c29480	-1	f	f
3256578	3259098	CLJU_c29490	-1	f	f
3259322	3260039	CLJU_c29500 CLJU_c29510	-1	f	f
3260344	3260707	CLJU_c29520	-1	t	f
3260807	3261095	CLJU_c29530	-1	f	f
3261475	3262444	CLJU_c29540	-1	f	f
3262684	3263246	CLJU_c29550 CLJU_c29560	-1	f	f
3263425	3264112	CLJU_c29570	-1	f	f
3264239	3264896	CLJU_c29580	-1	f	f
3265052	3265493	CLJU_c29590	-1	f	f
3265052	3269758	CLJU_c29600 CLJU_c29610 CLJU_c29620 CLJU_c29630	1	t	f
3268609	3271287	CLJU_c29640	-1	t	f
