Gene Name	Left-End-Position	Right-End-Position	Product	Accession-1
SYNPCC7942_2501	2581939	2583003	SYNPCC7942_2501-MONOMER	SYNPCC7942_RS12690
SYNPCC7942_0699	691619	691726	SYNPCC7942_0699-MONOMER	SYNPCC7942_RS03585
SYNPCC7942_1897	1969931	1970821	SYNPCC7942_1897-MONOMER	SYNPCC7942_RS09620
SYNPCC7942_0236	232018	232557	SYNPCC7942_0236-MONOMER	SYNPCC7942_RS01200
SYNPCC7942_1324	1352829	1355588	SYNPCC7942_1324-MONOMER	SYNPCC7942_RS06770
SYNPCC7942_2467	2547577	2548443	SYNPCC7942_2467-MONOMER	SYNPCC7942_RS12540
SYNPCC7942_0673	667849	668931	SYNPCC7942_0673-MONOMER	SYNPCC7942_RS03445
SYNPCC7942_1872	1943951	1945399	SYNPCC7942_1872-MONOMER	SYNPCC7942_RS09495
SYNPCC7942_0203	204483	205589	SYNPCC7942_0203-MONOMER	SYNPCC7942_RS01030
SYNPCC7942_1301	1328678	1330141	SYNPCC7942_1301-MONOMER	SYNPCC7942_RS06655
SYNPCC7942_2445	2521920	2522933	SYNPCC7942_2445-MONOMER	SYNPCC7942_RS12425
SYNPCC7942_0644	637075	639339	SYNPCC7942_0644-MONOMER	SYNPCC7942_RS03305
SYNPCC7942_1851	1919364	1920827	SYNPCC7942_1851-MONOMER	SYNPCC7942_RS09390
SYNPCC7942_0178	175494	176471	SYNPCC7942_0178-MONOMER	SYNPCC7942_RS00905
SYNPCC7942_1282	1304480	1305463	SYNPCC7942_1282-MONOMER	SYNPCC7942_RS06565
SYNPCC7942_2425	2497699	2498661	SYNPCC7942_2425-MONOMER	SYNPCC7942_RS12320
SYNPCC7942_0142	143572	144966	SYNPCC7942_0142-MONOMER	SYNPCC7942_RS00720
SYNPCC7942_1255	1277852	1279015	SYNPCC7942_1255-MONOMER	SYNPCC7942_RS06430
SYNPCC7942_2391	2465228	2465848	SYNPCC7942_2391-MONOMER	SYNPCC7942_RS12150
SYNPCC7942_0117	115391	116722	SYNPCC7942_0117-MONOMER	
SYNPCC7942_1235	1255757	1257946	SYNPCC7942_1235-MONOMER	SYNPCC7942_RS06330
SYNPCC7942_2368	2433890	2435020	SYNPCC7942_2368-MONOMER	SYNPCC7942_RS12035
SYNPCC7942_1808	1876216	1876959	SYNPCC7942_1808-MONOMER	SYNPCC7942_RS09185
SYNPCC7942_0093	91029	91676	SYNPCC7942_0093-MONOMER	SYNPCC7942_RS00470
SYNPCC7942_1216	1238550	1240109	MONOMER490-4 // SYNPCC7942_1216-MONOMER	SYNPCC7942_RS06230
SYNPCC7942_2345	2412588	2412926	SYNPCC7942_2345-MONOMER	SYNPCC7942_RS11915
SYNPCC7942_1782	1847829	1849121	SYNPCC7942_1782-MONOMER	SYNPCC7942_RS09055
SYNPCC7942_0068	67991	68980	SYNPCC7942_0068-MONOMER	SYNPCC7942_RS00335
SYNPCC7942_1190	1218720	1220180	SYNPCC7942_1190-MONOMER	SYNPCC7942_RS06095
SYNPCC7942_2322	2390654	2390944	SYNPCC7942_2322-MONOMER	SYNPCC7942_RS11805
SYNPCC7942_1744	1815423	1815833	SYNPCC7942_1744-MONOMER	SYNPCC7942_RS08875
SYNPCC7942_0041	39441	40745	SYNPCC7942_0041-MONOMER	SYNPCC7942_RS00205
SYNPCC7942_1169	1202102	1203865	SYNPCC7942_1169-MONOMER	SYNPCC7942_RS05995
SYNPCC7942_2299	2369596	2369904	SYNPCC7942_2299-MONOMER	SYNPCC7942_RS11685
SYNPCC7942_1723	1795482	1797032	SYNPCC7942_1723-MONOMER	SYNPCC7942_RS08770
SYNPCC7942_0012	11641	11964	SYNPCC7942_0012-MONOMER	SYNPCC7942_RS00060
SYNPCC7942_1130	1149445	1151259	SYNPCC7942_1130-MONOMER	SYNPCC7942_RS05785
SYNPCC7942_2270	2337973	2339007	SYNPCC7942_2270-MONOMER	SYNPCC7942_RS11535
SYNPCC7942_0634	625866	626291	SYNPCC7942_0634-MONOMER	SYNPCC7942_RS03255
SYNPCC7942_1700	1766905	1767849	SYNPCC7942_1700-MONOMER	SYNPCC7942_RS08655
SYNPCC7942_1107	1124289	1125089	SYNPCC7942_1107-MONOMER	SYNPCC7942_RS05675
SYNPCC7942_2243	2308253	2309497	SYNPCC7942_2243-MONOMER	SYNPCC7942_RS11385
SYNPCC7942_0609	596382	597872	SYNPCC7942_0609-MONOMER	SYNPCC7942_RS03125
SYNPCC7942_1679	1747252	1747590	SYNPCC7942_1679-MONOMER	SYNPCC7942_RS08555
SYNPCC7942_1080	1091781	1093124	SYNPCC7942_1080-MONOMER	SYNPCC7942_RS05545
SYNPCC7942_2223	2294657	2294905	SYNPCC7942_2223-MONOMER	SYNPCC7942_RS11290
SYNPCC7942_0585	566168	567388	SYNPCC7942_0585-MONOMER	SYNPCC7942_RS02975
SYNPCC7942_1648	1716189	1716638	SYNPCC7942_1648-MONOMER	SYNPCC7942_RS08405
SYNPCC7942_1052	1064073	1064594	SYNPCC7942_1047-MONOMER	SYNPCC7942_RS05395
SYNPCC7942_2207	2285533	2286417	SYNPCC7942_2207-MONOMER	SYNPCC7942_RS11215
SYNPCC7942_0559	540349	541242	SYNPCC7942_0559-MONOMER	SYNPCC7942_RS02845
SYNPCC7942_1617	1683752	1684930	SYNPCC7942_1617-MONOMER	SYNPCC7942_RS08250
SYNPCC7942_1021	1035731	1037074	SYNPCC7942_1021-MONOMER	SYNPCC7942_RS05250
SYNPCC7942_2180	2259490	2259927	SYNPCC7942_2180-MONOMER	SYNPCC7942_RS11080
SYNPCC7942_0526	510412	511293	SYNPCC7942_0526-MONOMER	SYNPCC7942_RS02675
SYNPCC7942_1595	1661770	1662753	SYNPCC7942_1595-MONOMER	SYNPCC7942_RS08145
SYNPCC7942_1002	1013888	1014316	SYNPCC7942_1002-MONOMER	SYNPCC7942_RS05140
SYNPCC7942_2143	2226908	2228170	SYNPCC7942_2143-MONOMER	SYNPCC7942_RS10880
SYNPCC7942_0490	477395	479440	SYNPCC7942_0490-MONOMER	SYNPCC7942_RS02495
SYNPCC7942_1573	1632994	1633794	SYNPCC7942_1573-MONOMER	SYNPCC7942_RS08035
SYNPCC7942_0974	980967	981137	SYNPCC7942_0974-MONOMER	
SYNPCC7942_2119	2200097	2201656	SYNPCC7942_2119-MONOMER	SYNPCC7942_RS10745
SYNPCC7942_0468	454806	455045	SYNPCC7942_0468-MONOMER	SYNPCC7942_RS02385
SYNPCC7942_1545	1601056	1601511	SYNPCC7942_1545-MONOMER	SYNPCC7942_RS07880
SYNPCC7942_0950	958421	959737	SYNPCC7942_0950-MONOMER	SYNPCC7942_RS04885
SYNPCC7942_2096	2177467	2179461	SYNPCC7942_2096-MONOMER	SYNPCC7942_RS10625
SYNPCC7942_0446	436519	436821	SYNPCC7942_0446-MONOMER	SYNPCC7942_RS02280
SYNPCC7942_1522	1573729	1577031	SYNPCC7942_1522-MONOMER	SYNPCC7942_RS07780
SYNPCC7942_0929	937039	937893	SYNPCC7942_0929-MONOMER	SYNPCC7942_RS04780
SYNPCC7942_2076	2154014	2155066	SYNPCC7942_2076-MONOMER	SYNPCC7942_RS10525
SYNPCC7942_0408	400768	401421	SYNPCC7942_0408-MONOMER	SYNPCC7942_RS02080
SYNPCC7942_1501	1550078	1551718	SYNPCC7942_1501-MONOMER	SYNPCC7942_RS07670
SYNPCC7942_B2661	3160	5040	SYNPCC7942_B2661-MONOMER	SYNPCC7942_RS13365
SYNPCC7942_0898	907925	908317	SYNPCC7942_0898-MONOMER	SYNPCC7942_RS04625
SYNPCC7942_2053	2130328	2132259	SYNPCC7942_2053-MONOMER	SYNPCC7942_RS10415
SYNPCC7942_0376	370341	371867	SYNPCC7942_0376-MONOMER	SYNPCC7942_RS01915
SYNPCC7942_1474	1525078	1525413	SYNPCC7942_1474-MONOMER	SYNPCC7942_RS07535
SYNPCC7942_B2621	12400	12948	SYNPCC7942_B2621-MONOMER	SYNPCC7942_RS13415
SYNPCC7942_0878	883835	886261	SYNPCC7942_0878-MONOMER	SYNPCC7942_RS04525
SYNPCC7942_2026	2094451	2095854	SYNPCC7942_2026-MONOMER	SYNPCC7942_RS10280
SYNPCC7942_0350	342793	343671	SYNPCC7942_0350-MONOMER	SYNPCC7942_RS01780
SYNPCC7942_1452	1504758	1506194	SYNPCC7942_1452-MONOMER	SYNPCC7942_RS07430
SYNPCC7942_2589	2673063	2673848	SYNPCC7942_2589-MONOMER	SYNPCC7942_RS13185
SYNPCC7942_1997	2066152	2066370	SYNPCC7942_1997-MONOMER	SYNPCC7942_RS10125
SYNPCC7942_0326	322388	322873	SYNPCC7942_0326-MONOMER	SYNPCC7942_RS01660
SYNPCC7942_1426	1479461	1480879	SYNPCC7942_1426-MONOMER	SYNPCC7942_RS07295
SYNPCC7942_2566	2645522	2646619	SYNPCC7942_2566-MONOMER	SYNPCC7942_RS13040
SYNPCC7942_0812	806893	807813	SYNPCC7942_0812-MONOMER	SYNPCC7942_RS04200
SYNPCC7942_1973	2043151	2044320	SYNPCC7942_1973-MONOMER	SYNPCC7942_RS10005
SYNPCC7942_0303	301543	302697	SYNPCC7942_0303-MONOMER	SYNPCC7942_RS01545
SYNPCC7942_1404	1455395	1456084	SYNPCC7942_1404-MONOMER	SYNPCC7942_RS07185
SYNPCC7942_2543	2623742	2624449	SYNPCC7942_2543-MONOMER	SYNPCC7942_RS12920
SYNPCC7942_0782	776760	778556	SYNPCC7942_0782-MONOMER	SYNPCC7942_RS04055
SYNPCC7942_1945	2019498	2021429	SYNPCC7942_1945-MONOMER	SYNPCC7942_RS09870
SYNPCC7942_0281	277043	278116	SYNPCC7942_0281-MONOMER	SYNPCC7942_RS01430
SYNPCC7942_1379	1421475	1422836	SYNPCC7942_1379-MONOMER	SYNPCC7942_RS07060
SYNPCC7942_2521	2602698	2604026	SYNPCC7942_2521-MONOMER	SYNPCC7942_RS12800
SYNPCC7942_0740	733877	734716	SYNPCC7942_0740-MONOMER	SYNPCC7942_RS03835
SYNPCC7942_1920	1995596	1998193	SYNPCC7942_1920-MONOMER	SYNPCC7942_RS09745
SYNPCC7942_0260	255961	258435	SYNPCC7942_0260-MONOMER	SYNPCC7942_RS01325
SYNPCC7942_1352	1383192	1385162	SYNPCC7942_1352-MONOMER	SYNPCC7942_RS06910
SYNPCC7942_2497	2577916	2578371	SYNPCC7942_2497-MONOMER	SYNPCC7942_RS12670
SYNPCC7942_0696	689050	689145	SYNPCC7942_0696-MONOMER	SYNPCC7942_RS03570
SYNPCC7942_1893	1965754	1966530	SYNPCC7942_1893-MONOMER	SYNPCC7942_RS09600
SYNPCC7942_0231	227407	227931	SYNPCC7942_0231-MONOMER	SYNPCC7942_RS01175
SYNPCC7942_1319	1348834	1349373	SYNPCC7942_1319-MONOMER	SYNPCC7942_RS06745
SYNPCC7942_2463	2544118	2545371	SYNPCC7942_2463-MONOMER	SYNPCC7942_RS12520
SYNPCC7942_0669	664540	665124	SYNPCC7942_0669-MONOMER	SYNPCC7942_RS03425
SYNPCC7942_1867	1936937	1937818	SYNPCC7942_1867-MONOMER	SYNPCC7942_RS09475
SYNPCC7942_0197	197572	198933	SYNPCC7942_0197-MONOMER	SYNPCC7942_RS01000
SYNPCC7942_1297	1322910	1324319	SYNPCC7942_1297-MONOMER	SYNPCC7942_RS06635
SYNPCC7942_2442	2518698	2519609	SYNPCC7942_2442-MONOMER	SYNPCC7942_RS12410
SYNPCC7942_0640	632225	633991	SYNPCC7942_0640-MONOMER	SYNPCC7942_RS03285
SYNPCC7942_1848	1914772	1915836	SYNPCC7942_1848-MONOMER	SYNPCC7942_RS09375
SYNPCC7942_0173	172202	173071	SYNPCC7942_0173-MONOMER	SYNPCC7942_RS00880
SYNPCC7942_1276	1300381	1301163	SYNPCC7942_1276-MONOMER	SYNPCC7942_RS06535
SYNPCC7942_2420	2492215	2492949	SYNPCC7942_2420-MONOMER	SYNPCC7942_RS12295
SYNPCC7942_0138	139416	140018	SYNPCC7942_0138-MONOMER	SYNPCC7942_RS00700
SYNPCC7942_1251	1274438	1275487	SYNPCC7942_1251-MONOMER	SYNPCC7942_RS06410
SYNPCC7942_2388	2459162	2460331	SYNPCC7942_2388-MONOMER	SYNPCC7942_RS12135
SYNPCC7942_0111	110012	111607	SYNPCC7942_0111-MONOMER	SYNPCC7942_RS00565
SYNPCC7942_1230	1250977	1251846	SYNPCC7942_1230-MONOMER	SYNPCC7942_RS06305
SYNPCC7942_2361	2427870	2428739	SYNPCC7942_2361-MONOMER	SYNPCC7942_RS11995
SYNPCC7942_1805	1874474	1875253	SYNPCC7942_1805-MONOMER	SYNPCC7942_RS09170
SYNPCC7942_0089	87881	88615	SYNPCC7942_0089-MONOMER	SYNPCC7942_RS00450
SYNPCC7942_1213	1236470	1236886	SYNPCC7942_1213-MONOMER	SYNPCC7942_RS06215
SYNPCC7942_2339	2406813	2407847	SYNPCC7942_2339-MONOMER	SYNPCC7942_RS11885
SYNPCC7942_1775	1839685	1840650	SYNPCC7942_1775-MONOMER	SYNPCC7942_RS09020
G490-89	424911	424984	G490-89-tRNA	
G490-73	1496904	1496975	G490-73-tRNA	
SYNPCC7942_0063	64266	64706	SYNPCC7942_0063-MONOMER	SYNPCC7942_RS00315
G490-57	2622812	2622884	G490-57-tRNA	
G490-86	570347	570422	G490-86-tRNA	
SYNPCC7942_1186	1215652	1216350	SYNPCC7942_1186-MONOMER	SYNPCC7942_RS06075
G490-70	2025281	2025365	G490-70-tRNA	
G490-54	2658605	2658681	G490-54-tRNA	
SYNPCC7942_2317	2386204	2388576	SYNPCC7942_2317-MONOMER	SYNPCC7942_RS11780
G490-83	673441	673512	G490-83-tRNA	
G490-67	2281200	2281288	G490-67-tRNA	
SYNPCC7942_1741	1811099	1812535	SYNPCC7942_1741-MONOMER	SYNPCC7942_RS08860
SYNPCC7942_0413	403352	403768	SYNPCC7942_0413-MONOMER	
G490-80	908331	908402	G490-80-tRNA	
SYNPCC7942_0038	36479	36955	SYNPCC7942_0038-MONOMER	SYNPCC7942_RS00190
G490-64	2343582	2343657	G490-64-tRNA	
G490-93	123940	124013	G490-93-tRNA	
SYNPCC7942_1158	1189305	1192448	SYNPCC7942_1158-MONOMER	SYNPCC7942_RS05935
G490-77	1170702	1170775	G490-77-tRNA	
G490-61	2478513	2478585	G490-61-tRNA	
SYNPCC7942_2296	2366072	2367376	SYNPCC7942_2296-MONOMER	SYNPCC7942_RS11670
G490-90	288160	288232	G490-90-tRNA	
G490-74	1421238	1421319	G490-74-tRNA	
SYNPCC7942_1719	1790369	1791796	SYNPCC7942_1719-MONOMER	SYNPCC7942_RS08745
G490-58	2596584	2596656	G490-58-tRNA	
G490-87	570240	570316	G490-87-tRNA	
SYNPCC7942_0003	2178	4511	SYNPCC7942_0003-MONOMER	SYNPCC7942_RS00015
G490-71	1622798	1622869	G490-71-tRNA	
G490-55	2658499	2658574	G490-55-tRNA	
SYNPCC7942_1125	1143397	1144332	SYNPCC7942_1125-MONOMER	SYNPCC7942_RS05760
G490-84	620372	620443	G490-84-tRNA	
G490-68	2196083	2196155	G490-68-tRNA	
SYNPCC7942_2265	2333329	2334624	SYNPCC7942_2265-MONOMER	SYNPCC7942_RS11510
G490-52	2676606	2676678	G490-52-tRNA	
G490-81	711226	711312	G490-81-tRNA	
SYNPCC7942_0631	623876	624262	SYNPCC7942_0631-MONOMER	SYNPCC7942_RS03240
G490-65	2318309	2318381	G490-65-tRNA	
G490-94	121282	121352	G490-94-tRNA	
SYNPCC7942_1697	1764611	1764892	SYNPCC7942_1697-MONOMER	SYNPCC7942_RS08640
G490-78	923243	923317	G490-78-tRNA	
G490-62	2433493	2433568	G490-62-tRNA	
SYNPCC7942_1103	1120323	1121054	SYNPCC7942_1103-MONOMER	SYNPCC7942_RS05655
G490-91	219927	220000	G490-91-tRNA	
G490-75	1248477	1248551	G490-75-tRNA	
SYNPCC7942_2238	2303629	2305044	SYNPCC7942_2238-MONOMER	SYNPCC7942_RS11365
G490-59	2538396	2538482	G490-59-tRNA	
G490-88	555218	555288	G490-88-tRNA	
SYNPCC7942_0604	592890	593633	SYNPCC7942_0604-MONOMER	SYNPCC7942_RS03100
G490-72	1557246	1557317	G490-72-tRNA	
G490-56	2623091	2623164	G490-56-tRNA	
SYNPCC7942_1669	1739595	1741685	SYNPCC7942_1669-MONOMER	SYNPCC7942_RS08510
G490-85	587716	587787	G490-85-tRNA	
G490-69	2085452	2085523	G490-69-tRNA	
SYNPCC7942_1073	1084451	1085167	SYNPCC7942_1073-MONOMER	SYNPCC7942_RS05505
G490-53	2666838	2666924	G490-53-tRNA	
G490-82	709609	709692	G490-82-tRNA	
SYNPCC7942_2220	2293357	2293896	SYNPCC7942_2220-MONOMER	SYNPCC7942_RS11275
G490-66	2309655	2309726	G490-66-tRNA	
G490-95	87725	87796	G490-95-tRNA	
SYNPCC7942_0580	560720	562537	SYNPCC7942_0580-MONOMER	SYNPCC7942_RS02950
G490-79	923151	923235	G490-79-tRNA	
G490-63	2379460	2379533	G490-63-tRNA	
SYNPCC7942_1639	1707135	1707776	SYNPCC7942_1639-MONOMER	SYNPCC7942_RS08360
G490-92	166532	166608	G490-92-tRNA	
G490-76	1174969	1175042	G490-76-tRNA	
SYNPCC7942_1049	1061488	1062309	SYNPCC7942_1049-MONOMER	SYNPCC7942_RS05380
G490-60	2513976	2514057	G490-60-tRNA	
SYNPCC7942_2204	2284391	2284624	SYNPCC7942_2204-MONOMER	SYNPCC7942_RS11200
SYNPCC7942_0553	535182	536534	SYNPCC7942_0553-MONOMER	SYNPCC7942_RS02815
SYNPCC7942_1612	1680679	1681905	SYNPCC7942_1612-MONOMER	SYNPCC7942_RS08225
SYNPCC7942_1017	1031697	1032458	SYNPCC7942_1017-MONOMER	SYNPCC7942_RS05230
SYNPCC7942_2174	2253875	2254504	SYNPCC7942_2174-MONOMER	SYNPCC7942_RS11050
SYNPCC7942_0516	500562	501884	SYNPCC7942_0516-MONOMER	SYNPCC7942_RS02620
SYNPCC7942_1589	1655981	1657270	SYNPCC7942_1589-MONOMER	SYNPCC7942_RS08115
SYNPCC7942_0997	1005256	1005432	SYNPCC7942_0997-MONOMER	SYNPCC7942_RS05120
SYNPCC7942_2137	2216508	2220563	SYNPCC7942_2137-MONOMER	SYNPCC7942_RS10840
SYNPCC7942_0487	473510	474172	SYNPCC7942_0487-MONOMER	SYNPCC7942_RS02480
SYNPCC7942_1570	1627206	1629449	SYNPCC7942_1570-MONOMER	SYNPCC7942_RS08020
SYNPCC7942_0970	976311	977882	SYNPCC7942_0970-MONOMER	SYNPCC7942_RS04985
SYNPCC7942_2113	2193730	2194725	SYNPCC7942_2113-MONOMER	SYNPCC7942_RS10710
SYNPCC7942_0463	449957	450448	SYNPCC7942_0463-MONOMER	SYNPCC7942_RS02360
SYNPCC7942_1542	1599353	1600381	SYNPCC7942_1542-MONOMER	SYNPCC7942_RS07870
SYNPCC7942_0947	955647	956714	SYNPCC7942_0947-MONOMER	SYNPCC7942_RS04870
SYNPCC7942_2092	2173280	2174821	SYNPCC7942_2092-MONOMER	SYNPCC7942_RS10605
SYNPCC7942_0441	430523	431191	SYNPCC7942_0441-MONOMER	SYNPCC7942_RS02255
SYNPCC7942_1519	1570976	1572280	SYNPCC7942_1519-MONOMER	SYNPCC7942_RS07765
SYNPCC7942_0925	931278	932579	SYNPCC7942_0925-MONOMER	SYNPCC7942_RS04760
SYNPCC7942_2072	2149802	2150425	SYNPCC7942_2072-MONOMER	SYNPCC7942_RS10505
SYNPCC7942_0404	397595	398509	SYNPCC7942_0404-MONOMER	SYNPCC7942_RS02060
SYNPCC7942_1496	1546647	1547552	SYNPCC7942_1496-MONOMER	SYNPCC7942_RS07645
SYNPCC7942_B2651	44779	45741	SYNPCC7942_B2651-MONOMER	SYNPCC7942_RS13590
SYNPCC7942_0894	904845	905417	SYNPCC7942_0894-MONOMER	SYNPCC7942_RS04605
SYNPCC7942_2048	2121521	2123725	SYNPCC7942_2048-MONOMER	SYNPCC7942_RS10390
SYNPCC7942_0370	363763	365067	SYNPCC7942_0370-MONOMER	SYNPCC7942_RS01885
SYNPCC7942_1468	1521482	1522141	SYNPCC7942_1468-MONOMER	SYNPCC7942_RS07510
SYNPCC7942_2613	2695049	2695870	SYNPCC7942_2613-MONOMER	SYNPCC7942_RS13310
SYNPCC7942_0874	874390	877449	SYNPCC7942_0874-MONOMER	SYNPCC7942_RS04505
SYNPCC7942_2020	2086845	2089937	SYNPCC7942_2020-MONOMER	SYNPCC7942_RS10250
SYNPCC7942_0345	338536	339306	SYNPCC7942_0345-MONOMER	SYNPCC7942_RS01760
SYNPCC7942_1448	1501343	1502305	SYNPCC7942_1448-MONOMER	SYNPCC7942_RS07410
SYNPCC7942_2584	2668941	2669705	SYNPCC7942_2584-MONOMER	SYNPCC7942_RS13160
SYNPCC7942_0835	829661	830788	SYNPCC7942_0835-MONOMER	SYNPCC7942_RS04320
SYNPCC7942_1992	2062388	2063434	SYNPCC7942_1992-MONOMER	SYNPCC7942_RS10100
SYNPCC7942_0323	320046	320804	SYNPCC7942_0323-MONOMER	SYNPCC7942_RS01645
SYNPCC7942_1423	1476059	1477678	SYNPCC7942_1423-MONOMER	SYNPCC7942_RS07280
SYNPCC7942_2563	2641349	2644351	SYNPCC7942_2563-MONOMER	SYNPCC7942_RS13025
SYNPCC7942_0804	797288	798349	SYNPCC7942_0804-MONOMER	SYNPCC7942_RS04160
SYNPCC7942_1970	2041038	2041484	SYNPCC7942_1970-MONOMER	
SYNPCC7942_0300	298398	299435	SYNPCC7942_0300-MONOMER	SYNPCC7942_RS01530
SYNPCC7942_1398	1447847	1450069	SYNPCC7942_1398-MONOMER	SYNPCC7942_RS07155
SYNPCC7942_2540	2621837	2622298	SYNPCC7942_2540-MONOMER	SYNPCC7942_RS12895
SYNPCC7942_0779	770131	772593	SYNPCC7942_0779-MONOMER	SYNPCC7942_RS04040
SYNPCC7942_1940	2013361	2014620	SYNPCC7942_1940-MONOMER	SYNPCC7942_RS09845
SYNPCC7942_0278	273657	274154	SYNPCC7942_0278-MONOMER	SYNPCC7942_RS01415
SYNPCC7942_1373	1413287	1413982	SYNPCC7942_1373-MONOMER	SYNPCC7942_RS07025
SYNPCC7942_2515	2594192	2596459	SYNPCC7942_2515-MONOMER	SYNPCC7942_RS12765
SYNPCC7942_0733	727691	729154	SYNPCC7942_0733-MONOMER	SYNPCC7942_RS03790
SYNPCC7942_1917	1992369	1993463	SYNPCC7942_1917-MONOMER	SYNPCC7942_RS09730
SYNPCC7942_0255	251503	252783	SYNPCC7942_0255-MONOMER	SYNPCC7942_RS01300
SYNPCC7942_1346	1379614	1379925	SYNPCC7942_1346-MONOMER	SYNPCC7942_RS06880
SYNPCC7942_2494	2574819	2575742	SYNPCC7942_2494-MONOMER	SYNPCC7942_RS12655
SYNPCC7942_1343	1377217	1378335	SYNPCC7942_1343-MONOMER	SYNPCC7942_RS06865
SYNPCC7942_2491	2571012	2572949	SYNPCC7942_2491-MONOMER	SYNPCC7942_RS12640
SYNPCC7942_0688	683722	684060	SYNPCC7942_0688-MONOMER	SYNPCC7942_RS03530
SYNPCC7942_1886	1957417	1959471	SYNPCC7942_1886-MONOMER	SYNPCC7942_RS09565
SYNPCC7942_0221	221498	222535	SYNPCC7942_0221-MONOMER	SYNPCC7942_RS01125
SYNPCC7942_1316	1346077	1347114	SYNPCC7942_1316-MONOMER	SYNPCC7942_RS06730
SYNPCC7942_2458	2536184	2538358	SYNPCC7942_2458-MONOMER	SYNPCC7942_RS12490
SYNPCC7942_0663	658977	660875	SYNPCC7942_0663-MONOMER	SYNPCC7942_RS03395
SYNPCC7942_1861	1931340	1932605	SYNPCC7942_1861-MONOMER	SYNPCC7942_RS09440
SYNPCC7942_0192	191710	192186	SYNPCC7942_0192-MONOMER	SYNPCC7942_RS00975
SYNPCC7942_1293	1316166	1318598	SYNPCC7942_1293-MONOMER	SYNPCC7942_RS06615
SYNPCC7942_2439	2514276	2515271	SYNPCC7942_2439-MONOMER	SYNPCC7942_RS12395
SYNPCC7942_0637	627275	629962	SYNPCC7942_0637-MONOMER	SYNPCC7942_RS03270
SYNPCC7942_1842	1908945	1910213	SYNPCC7942_1842-MONOMER	SYNPCC7942_RS09345
SYNPCC7942_0164	164548	164967	SYNPCC7942_0164-MONOMER	SYNPCC7942_RS00830
SYNPCC7942_1269	1293542	1294939	SYNPCC7942_1269-MONOMER	SYNPCC7942_RS06500
SYNPCC7942_2416	2488440	2489207	SYNPCC7942_2416-MONOMER	SYNPCC7942_RS12275
SYNPCC7942_0135	136016	136651	SYNPCC7942_0135-MONOMER	SYNPCC7942_RS00685
SYNPCC7942_1246	1270803	1272317	SYNPCC7942_1246-MONOMER	SYNPCC7942_RS06385
SYNPCC7942_2383	2450109	2451260	SYNPCC7942_2383-MONOMER	SYNPCC7942_RS12110
SYNPCC7942_1824	1895166	1895630	SYNPCC7942_1824-MONOMER	SYNPCC7942_RS09255
SYNPCC7942_0108	108556	108816	SYNPCC7942_0108-MONOMER	SYNPCC7942_RS00550
SYNPCC7942_1226	1247104	1248369	SYNPCC7942_1226-MONOMER	SYNPCC7942_RS06280
SYNPCC7942_2358	2424522	2425352	SYNPCC7942_2358-MONOMER	SYNPCC7942_RS11980
SYNPCC7942_1799	1868940	1869971	SYNPCC7942_1799-MONOMER	SYNPCC7942_RS09140
SYNPCC7942_0082	79265	81013	SYNPCC7942_0082-MONOMER	SYNPCC7942_RS00405
SYNPCC7942_1207	1234338	1234601	SYNPCC7942_1207-MONOMER	SYNPCC7942_RS06180
SYNPCC7942_2334	2401339	2402874	SYNPCC7942_2334-MONOMER	SYNPCC7942_RS11865
SYNPCC7942_1771	1837162	1838652	SYNPCC7942_1771-MONOMER	SYNPCC7942_RS09000
SYNPCC7942_0058	60301	60846	SYNPCC7942_0058-MONOMER	SYNPCC7942_RS00290
SYNPCC7942_1181	1212095	1212802	SYNPCC7942_1181-MONOMER	SYNPCC7942_RS06050
SYNPCC7942_2314	2383296	2383607	SYNPCC7942_2314-MONOMER	SYNPCC7942_RS11765
SYNPCC7942_1738	1808413	1809672	SYNPCC7942_1738-MONOMER	SYNPCC7942_RS08845
SYNPCC7942_0030	30839	31471	SYNPCC7942_0030-MONOMER	SYNPCC7942_RS00155
SYNPCC7942_1149	1173913	1174890	SYNPCC7942_1149-MONOMER	SYNPCC7942_RS05885
SYNPCC7942_2289	2358695	2359549	SYNPCC7942_2289-MONOMER	SYNPCC7942_RS11635
SYNPCC7942_1716	1783939	1787655	SYNPCC7942_1716-MONOMER	SYNPCC7942_RS08730
HTX97_RS00015	1485	1928	HTX97_RS00015-MONOMER	ST32046_p4
SYNPCC7942_1122	1140801	1140995	SYNPCC7942_1122-MONOMER	
SYNPCC7942_2259	2328300	2328848	SYNPCC7942_2259-MONOMER	SYNPCC7942_RS11480
SYNPCC7942_0625	616419	618185	SYNPCC7942_0625-MONOMER	SYNPCC7942_RS03205
SYNPCC7942_1692	1758418	1759329	SYNPCC7942_1692-MONOMER	SYNPCC7942_RS08615
SYNPCC7942_1099	1116261	1116962	SYNPCC7942_1099-MONOMER	SYNPCC7942_RS05635
SYNPCC7942_2234	2300183	2300659	SYNPCC7942_2234-MONOMER	SYNPCC7942_RS11345
SYNPCC7942_0599	587802	588404	SYNPCC7942_0599-MONOMER	SYNPCC7942_RS03075
SYNPCC7942_1665	1733989	1735104	SYNPCC7942_1665-MONOMER	SYNPCC7942_RS08490
SYNPCC7942_1068	1079478	1080773	SYNPCC7942_1068-MONOMER	SYNPCC7942_RS05480
SYNPCC7942_2217	2291990	2292352	SYNPCC7942_2217-MONOMER	SYNPCC7942_RS11260
