Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
STM0716	STM0716	781631	782197	STM0716-MONOMER
STM2499	STM2499	2613072	2614109	STM2499-MONOMER
STM3844	STM3844	4049846	4051066	
STM1170	STM1170	1254953	1256527	STM1170-MONOMER
STM1866	STM1866	1962086	1962268	
STM1643	STM1643	1736033	1736482	STM1643-MONOMER
STM0326	STM0326	369925	370630	
STM2954	STM2954	3100617	3101417	STM2954-MONOMER
STM3530	STM3530	3693952	3695286	
STM0206	STM0206	241270	242070	STM0206-MONOMER
STM1474	STM1474	1550858	1551216	
STM3431	STM3431	3591581	3591835	STM3431-MONOMER
STM0241	STM0241	281689	282394	
STM2125	STM2125	2212489	2213841	STM2125-MONOMER
STM3302	STM3302	3471414	3472378	
STM3901	STM3901	4108986	4110632	STM3901-MONOMER
STM1248	STM1248	1333532	1333707	
STM4392	STM4392	4630931	4631245	STM4392-MONOMER
STM2725	STM2725	2868694	2868830	
STM0693	STM0693	756397	756849	STM0693-MONOMER
STM1120	STM1120	1206155	1206262	
STM2480	STM2480	2591761	2593461	STM2480-MONOMER
STM4140	STM4140	4359738	4359842	
STM1147	STM1147	1233002	1233541	STM1147-MONOMER
STM2210	STM2210	2310185	2310588	
STM1623	STM1623	1711696	1713204	STM1623-MONOMER
STM0790	STM0790	854972	856656	
STM2938	STM2938	3078544	3079464	STM2938-MONOMER
STM3916	STM3916	4125414	4125509	
STM0188	STM0188	217751	218281	STM0188-MONOMER
STM1930	STM1930	2025659	2025900	
STM3415	STM3415	3583308	3584297	STM3415-MONOMER
STM0555	STM0555	613798	614421	
STM2108	STM2108	2191633	2192598	STM2108-MONOMER
STM3654	STM3654	3839295	3839630	
STM3874	STM3874	4081911	4083800	STM3874-MONOMER
STM1553	STM1553	1628813	1629590	
STM4369	STM4369	4613608	4614339	STM4369-MONOMER
STM0297	STM0297	340756	341460	
STM0667	STM0667	731733	732611	STM0667-MONOMER
STM3460	STM3460	3611815	3612050	
STM2457	STM2457	2566335	2567231	STM2457-MONOMER
STM1464	STM1464	1538711	1538844	
STM1125	STM1125	1211969	1213477	STM1125-MONOMER
STM2778	STM2778	2926098	2926412	
STM1598	STM1598	1688388	1689812	STM1598-MONOMER
STM1186	STM1186	1271638	1272012	
STM2916	STM2916	3058820	3059458	STM2916-MONOMER
STM4454	STM4454	4696820	4698237	
STM0171	STM0171	201410	202072	STM0171-MONOMER
STM2664	STM2664	2807435	2807634	
STM3387	STM3387	3557618	3557782	STM3387-MONOMER
STM0947	STM0947	1026093	1027345	
STM2092	STM2092	2173347	2174120	STM2092-MONOMER
STM3945	STM3945	4151327	4151849	
STM3857	STM3857	4063598	4064638	STM3857-MONOMER
STM2003	STM2003	2083489	2083807	
STM4350	STM4350	4594813	4595358	STM4350-MONOMER
STM0560	STM0560	618148	618393	
STM0646	STM0646	707492	708523	STM0646-MONOMER
STM3806	STM3806	4007188	4007475	
STM2436	STM2436	2548502	2549794	STM2436-MONOMER
STM1666	STM1666	1759243	1759581	
STM1105	STM1105	1192347	1193150	STM1105-MONOMER
STM0314	STM0314	359075	360207	
STM1577	STM1577	1660681	1664421	STM1577-MONOMER
STM3520	STM3520	3682667	3682780	
STM2896	STM2896	3038407	3040464	STM2896-MONOMER
STM1465	STM1465	1538854	1539073	
STM0148	STM0148	170860	171810	STM0148-MONOMER
STM2975	STM2975	3126878	3128194	
STM3369	STM3369	3535947	3539747	STM3369-MONOMER
STM1245	STM1245	1331478	1331655	
STM2075	STM2075	2154055	2154648	STM2075-MONOMER
STM2689	STM2689	2827583	2839057	
STM3837	STM3837	4042532	4043632	STM3837-MONOMER
STM1052	STM1052	1140995	1141443	
STM4331	STM4331	4577017	4577370	STM4331-MONOMER
STM4111	STM4111	4326641	4326967	
STM0628	STM0628	692158	692730	STM0628-MONOMER
STM2132	STM2132	2225526	2225844	
STM1087	STM1087	1175536	1176216	STM1087-MONOMER
STM0767	STM0767	830132	831906	
STM1558	STM1558	1636053	1638128	STM1558-MONOMER
STM2880	STM2880	3024115	3024375	STM2880-MONOMER
STM0131	STM0131	153533	154363	STM0131-MONOMER
STM3346	STM3346	3513552	3514676	STM3346-MONOMER
STM2056	STM2056	2131000	2131452	STM2056-MONOMER
STM3005	STM3005	3163387	3164082	STM3005-MONOMER
STM3819	STM3819	4017985	4018602	STM3819-MONOMER
STM0256	STM0256	295894	296808	STM0256-MONOMER
STM4314	STM4314	4560614	4560901	STM4314-MONOMER
STM3478	STM3478	3629175	3635036	STM3478-MONOMER
STM0610	STM0610	673154	673714	STM0610-MONOMER
STM2179	STM2179	2275396	2276754	STM2179-MONOMER
STM1068	STM1068	1158483	1160243	STM1068-MONOMER
STM3957	STM3957	4161636	4162505	STM3957-MONOMER
STM1535	STM1535	1610382	1610681	STM1535-MONOMER
STM4446	STM4446	4687603	4688721	STM4446-MONOMER
STM2859	STM2859	3003709	3005787	STM2859-MONOMER
STM0744	STM0744	813030	813434	STM0744-MONOMER
STM0115	STM0115	134569	135513	STM0115-MONOMER
STM2533	STM2533	2672906	2673748	STM2533-MONOMER
STM2031	STM2031	2109082	2109687	STM2031-MONOMER
STM1196	STM1196	1280103	1280339	STM1196-MONOMER
STM3330	STM3330	3494530	3498990	STM3330-MONOMER
STM1676	STM1676	1768798	1769667	STM1676-MONOMER
STM3797	STM3797	3997724	3997822	STM3797-MONOMER
STM2985	STM2985	3137167	3137610	STM2985-MONOMER
STM4294	STM4294	4536177	4537514	STM4294-MONOMER
STM0232	STM0232	273044	274003	STM0232-MONOMER
STM0590	STM0590	650788	651582	STM0590-MONOMER
STM3457	STM3457	3607218	3609023	STM3457-MONOMER
STM1049	STM1049	1136464	1138902	STM1049-MONOMER
STM2158	STM2158	2253742	2254461	STM2158-MONOMER
STM1515	STM1515	1593323	1593715	STM1515-MONOMER
STM3929	STM3929	4138486	4139226	STM3929-MONOMER
STM2841	STM2841	2986511	2987644	STM2841-MONOMER
STM4425	STM4425	4667924	4668934	STM4425-MONOMER
STM0096	STM0096	110002	112908	STM0096-MONOMER
STM0726	STM0726	791779	793674	STM0726-MONOMER
STM2015	STM2015	2096293	2097222	STM2015-MONOMER
STM2511	STM2511	2624451	2625917	STM2511-MONOMER
STM3313	STM3313	3478953	3479765	STM3313-MONOMER
STM1178	STM1178	1261030	1261785	STM1178-MONOMER
STM3779	STM3779	3979563	3979832	STM3779-MONOMER
STM1653	STM1653	1746609	1746947	STM1653-MONOMER
STM0570	STM0570	627196	629166	STM0570-MONOMER
STM2963	STM2963	3115083	3115532	STM2963-MONOMER
STM4279	STM4279	4518231	4518902	STM4279-MONOMER
STM0216	STM0216	254298	255023	STM0216-MONOMER
STM1033	STM1033	1120669	1122750	STM1033-MONOMER
STM3439	STM3439	3594948	3595553	STM3439-MONOMER
STM1495	STM1495	1572267	1572881	STM1495-MONOMER
STM2136	STM2136	2229682	2231043	STM2136-MONOMER
STM2818	STM2818	2966939	2968495	STM2818-MONOMER
STM3912	STM3912	4119776	4121800	STM3912-MONOMER
STM0073	STM0073	85509	86651	STM0073-MONOMER
STM4401	STM4401	4638195	4639043	STM4401-MONOMER
STM1980	STM1980	2066070	2066339	STM1980-MONOMER
STM0702	STM0702	766342	767019	STM0702-MONOMER
STM3294	STM3294	3462414	3463751	STM3294-MONOMER
STM2490	STM2490	2605000	2605638	STM2490-MONOMER
STM3750	STM3750	3946918	3948300	STM3750-MONOMER
STM1159	STM1159	1246256	1246369	STM1159-MONOMER
STM0545	STM0545	605328	606020	STM0545-MONOMER
STM1633	STM1633	1723885	1724646	STM1633-MONOMER
STM4254	STM4254	4473229	4476054	STM4254-MONOMER
STM2946	STM2946	3088196	3088930	STM2946-MONOMER
STM1017	STM1017	1108337	1108648	STM1017-MONOMER
STM0196	STM0196	231304	233961	STM0196-MONOMER
STM1475	STM1475	1551281	1552012	STM1475-MONOMER
STM3423	STM3423	3587994	3588497	STM3423-MONOMER
STM2793	STM2793	2943014	2944414	STM2793-MONOMER
STM2116	STM2116	2198898	2201057	STM2116-MONOMER
STM0057	STM0057	67052	68392	STM0057-MONOMER
STM3883	STM3883	4093610	4094575	STM3883-MONOMER
STM1962	STM1962	2051224	2051592	STM1962-MONOMER
STM4383	STM4383	4625215	4626645	STM4383-MONOMER
STM3267	STM3267	3436351	3436926	STM3267-MONOMER
STM0684	STM0684	744134	744934	STM0684-MONOMER
STM0528	STM0528	589983	591032	STM0528-MONOMER
STM2470	STM2470	2578514	2578849	STM2470-MONOMER
STM3731	STM3731	3924734	3925189	STM3731-MONOMER
STM1137	STM1137	1226838	1227392	STM1137-MONOMER
STM4235	STM4235	4456196	4458616	STM4235-MONOMER
STM1611	STM1611	1701036	1701575	STM1611-MONOMER
STM1001	STM1001	1093083	1093544	STM1001-MONOMER
STM2927	STM2927	3068485	3069246	STM2927-MONOMER
STM2772	STM2772	2914846	2915418	STM2772-MONOMER
STM0180	STM0180	211031	211411	STM0180-MONOMER
STM1454	STM1454	1529183	1529875	STM1454-MONOMER
STM3406	STM3406	3576943	3577452	STM3406-MONOMER
STM0037	STM0037	42932	44185	STM0037-MONOMER
STM2100	STM2100	2181439	2182659	STM2100-MONOMER
STM1940	STM1940	2033125	2034564	STM1940-MONOMER
STM3866	STM3866	4075533	4076396	STM3866-MONOMER
STM3250	STM3250	3418676	3420247	STM3250-MONOMER
STM4361	STM4361	4604591	4604899	STM4361-MONOMER
STM0508	STM0508	567125	569539	STM0508-MONOMER
STM0658	STM0658	721042	722514	STM0658-MONOMER
STM3713	STM3713	3908302	3909516	STM3713-MONOMER
STM2446	STM2446	2557627	2558526	STM2446-MONOMER
STM4212	STM4212	4433455	4433979	STM4212-MONOMER
STM1114	STM1114	1200553	1202439	STM1114-MONOMER
STM0979	STM0979	1064063	1064824	STM0979-MONOMER
STM1587	STM1587	1673904	1676024	STM1587-MONOMER
STM2744	STM2744	2883254	2883469	STM2744-MONOMER
STM2906	STM2906	3048226	3048414	STM2906-MONOMER
STM1435	STM1435	1512441	1512848	STM1435-MONOMER
STM0160	STM0160	189603	189965	STM0160-MONOMER
STM0012	STM0012	11593	13509	STM0012-MONOMER
STM3378	STM3378	3549110	3549709	STM3378-MONOMER
STM1918	STM1918	2013733	2014599	STM1918-MONOMER
STM2084	STM2084	2163850	2165289	STM2084-MONOMER
STM3221	STM3221	3389583	3390080	STM3221-MONOMER
STM3847	STM3847	4054090	4055277	STM3847-MONOMER
STM0488	STM0488	546044	546688	STM0488-MONOMER
STM4341	STM4341	4582865	4583260	STM4341-MONOMER
STM3694	STM3694	3888349	3889539	STM3694-MONOMER
STM0638	STM0638	699755	700900	STM0638-MONOMER
STM2405	STM2405	2520387	2522039	STM2405-MONOMER
STM2427	STM2427	2539000	2541015	STM2427-MONOMER
STM4187	STM4187	4407224	4408048	STM4187-MONOMER
STM1097	STM1097	1184441	1184851	STM1097-MONOMER
STM0958	STM0958	1035231	1036199	STM0958-MONOMER
STM1567	STM1567	1647787	1648797	STM1567-MONOMER
STM2727	STM2727	2869687	2869992	STM2727-MONOMER
STM2888	STM2888	3032597	3033388	STM2888-MONOMER
STM1417	STM1417	1497344	1497718	STM1417-MONOMER
STM0140	STM0140	163207	163827	STM0140-MONOMER
PSLT103	PSLT103	83209	83940	PSLT103-MONOMER
STM3356	STM3356	3523803	3525071	STM3356-MONOMER
STM1898	STM1898	1993225	1993746	STM1898-MONOMER
STM2067	STM2067	2144258	2145688	STM2067-MONOMER
STM3201	STM3201	3364047	3366890	STM3201-MONOMER
STM3828	STM3828	4030647	4031795	STM3828-MONOMER
STM0466	STM0466	523960	524349	STM0466-MONOMER
STM4323	STM4323	4567398	4569101	STM4323-MONOMER
STM3673	STM3673	3859985	3860971	STM3673-MONOMER
STM0618	STM0618	680908	682371	STM0618-MONOMER
STM2378	STM2378	2488621	2489835	STM2378-MONOMER
STM1078	STM1078	1169898	1170314	STM1078-MONOMER
STM4163	STM4163	4379869	4380504	STM4163-MONOMER
STM1547	STM1547	1624186	1624674	STM1547-MONOMER
STM0936	STM0936	1011986	1012957	STM0936-MONOMER
STM2871	STM2871	3015003	3015761	STM2871-MONOMER
STM2710	STM2710	2857419	2857997	STM2710-MONOMER
STM0123	STM0123	143479	144966	STM0123-MONOMER
STM1400	STM1400	1484988	1486442	STM1400-MONOMER
STM2043	STM2043	2120850	2122682	STM2043-MONOMER
PSLT085	PSLT085	67510	67731	PSLT085-MONOMER
STM3810	STM3810	4010648	4010983	STM3810-MONOMER
STM1879	STM1879	1971802	1973853	STM1879-MONOMER
STM4303	STM4303	4549193	4549912	STM4303-MONOMER
STM3181	STM3181	3343969	3345861	STM3181-MONOMER
STM0599	STM0599	660682	661095	STM0599-MONOMER
STM0446	STM0446	501002	501319	STM0446-MONOMER
STM1058	STM1058	1146949	1147959	STM1058-MONOMER
STM3651	STM3651	3837748	3838233	STM3651-MONOMER
STM1525	STM1525	1602637	1603563	STM1525-MONOMER
STM2355	STM2355	2465510	2466292	STM2355-MONOMER
STM2850	STM2850	2995625	2996548	STM2850-MONOMER
STM4138	STM4138	4357710	4358672	STM4138-MONOMER
STM0107	STM0107	124101	125711	STM0107-MONOMER
STM0917	STM0917	988339	988656	STM0917-MONOMER
STM2023	STM2023	2102967	2103704	STM2023-MONOMER
STM2694	STM2694	2844431	2844649	STM2694-MONOMER
STM3321	STM3321	3485873	3486160	STM3321-MONOMER
STM1377	STM1377	1459370	1459606	STM1377-MONOMER
STM3789	STM3789	3989064	3990566	STM3789-MONOMER
PSLT067	PSLT067	54968	55210	PSLT067-MONOMER
STM0581	STM0581	639019	639360	STM0581-MONOMER
STM1853	STM1853	1950686	1951336	STM1853-MONOMER
STM4288	STM4288	4529620	4530063	STM4288-MONOMER
STM3164	STM3164	3324144	3325307	STM3164-MONOMER
STM1041	STM1041	1126012	1128999	STM1041-MONOMER
STM0429	STM0429	482139	483152	STM0429-MONOMER
STM1506	STM1506	1583466	1584485	STM1506-MONOMER
STM3629	STM3629	3813258	3814277	STM3629-MONOMER
STM2833	STM2833	2978872	2979843	STM2833-MONOMER
STM2338	STM2338	2449217	2451361	STM2338-MONOMER
STM0088	STM0088	101424	102272	STM0088-MONOMER
STM4114	STM4114	4328827	4331124	STM4114-MONOMER
STM1992	STM1992	2074326	2075756	STM1992-MONOMER
STM0900	STM0900	970002	971585	STM0900-MONOMER
STM3304	STM3304	3472785	3473096	STM3304-MONOMER
STM2674	STM2674	2815264	2816031	STM2674-MONOMER
STM3767	STM3767	3967826	3968569	STM3767-MONOMER
STM1355	STM1355	1435728	1436618	STM1355-MONOMER
STM0558	STM0558	616440	617366	STM0558-MONOMER
PSLT047	PSLT047	38917	39405	PSLT047-MONOMER
STM4270	STM4270	4509402	4510289	STM4270-MONOMER
STM1829	STM1829	1928045	1928380	STM1829-MONOMER
STM1025	STM1025	1113128	1113577	STM1025-MONOMER
STM3143	STM3143	3307209	3307457	STM3143-MONOMER
STM1485	STM1485	1562051	1562335	STM1485-MONOMER
STM0409	STM0409	465309	465674	STM0409-MONOMER
STM2808	STM2808	2954641	2955600	STM2808-MONOMER
STM3607	STM3607	3780713	3781612	STM3607-MONOMER
STM0065	STM0065	75088	75435	STM0065-MONOMER
STM2318	STM2318	2427660	2429501	STM2318-MONOMER
STM1972	STM1972	2059906	2061276	STM1972-MONOMER
STM4095	STM4095	4303374	4305572	STM4095-MONOMER
STM3283	STM3283	3451631	3451900	STM3283-MONOMER
STM4589	STM4589	4844940	4846364	STM4589-MONOMER
STM0537	STM0537	599138	600523	STM0537-MONOMER
STM0884	STM0884	954529	955872	STM0884-MONOMER
STM3740	STM3740	3933110	3933733	STM3740-MONOMER
STM2648	STM2648	2787416	2788453	STM2648-MONOMER
STM4243	STM4243	4463976	4464974	STM4243-MONOMER
STM1337	STM1337	1415669	1416652	STM1337-MONOMER
STM1009	STM1009	1101259	1104144	STM1009-MONOMER
PSLT029	PSLT029	20623	20913	PSLT029-MONOMER
STM1459	STM1459	1534339	1534920	STM1459-MONOMER
STM1807	STM1807	1908508	1909038	STM1807-MONOMER
STM2783	STM2783	2931217	2932230	STM2783-MONOMER
STM3122	STM3122	3280593	3282332	STM3122-MONOMER
STM0047	STM0047	56689	57189	STM0047-MONOMER
STM0393	STM0393	443967	444875	STM0393-MONOMER
STM1954	STM1954	2043187	2043987	STM1954-MONOMER
STM3590	STM3590	3760144	3760479	STM3590-MONOMER
STM3258	STM3258	3428122	3428586	STM3258-MONOMER
STM2300	STM2300	2408071	2408970	STM2300-MONOMER
STM0519	STM0519	580141	581019	STM0519-MONOMER
STM4077	STM4077	4287113	4288135	STM4077-MONOMER
STM3722	STM3722	3916750	3917874	STM3722-MONOMER
STM4567	STM4567	4821431	4822228	STM4567-MONOMER
STM4227	STM4227	4446763	4447653	STM4227-MONOMER
STM0858	STM0858	930335	932020	STM0858-MONOMER
STM0991	STM0991	1077409	1078212	STM0991-MONOMER
STM2631	STM2631	2770523	2770873	STM2631-MONOMER
STM2756	STM2756	2894348	2894911	STM2756-MONOMER
STM1314	STM1314	1393610	1393957	STM1314-MONOMER
STM1446	STM1446	1521098	1522219	STM1446-MONOMER
STM0682	STM0682	741695	742915	STM0682-MONOMER
STM0799	STM0799	866766	866939	STM0799-MONOMER
PSLT005	PSLT005	1850	1927	PSLT005-MONOMER
STM0025	STM0025	29433	29978	STM0025-MONOMER
STM0861	STM0861	933953	934633	STM0861-MONOMER
STM2917	STM2917	3059455	3060717	STM2917-MONOMER
STM1790	STM1790	1889063	1889467	STM1790-MONOMER
STM1927	STM1927	2022851	2023279	STM1927-MONOMER
STM3291	STM3291	3460359	3461423	STM3291-MONOMER
STM1112	STM1112	1198987	1199907	STM1112-MONOMER
STM3099	STM3099	3259953	3260933	STM3099-MONOMER
STM3241	STM3241	3406439	3408733	STM3241-MONOMER
STM3091	STM3091	3253346	3254740	STM3091-MONOMER
STM3527	STM3527	3690297	3690842	STM3527-MONOMER
STM0368	STM0368	417978	418865	STM0368-MONOMER
STM0498	STM0498	557948	560449	STM0498-MONOMER
STM1275	STM1275	1353810	1354061	STM1275-MONOMER
STM1331	STM1331	1409549	1409755	STM1331-MONOMER
STM3564	STM3564	3732405	3733514	STM3564-MONOMER
STM3704	STM3704	3897576	3899120	STM3704-MONOMER
STM1439	STM1439	1515065	1515961	STM1439-MONOMER
STM1516	STM1516	1594407	1595594	STM1516-MONOMER
STM2282	STM2282	2387529	2388599	STM2282-MONOMER
STM4202	STM4202	4422830	4423945	STM4202-MONOMER
STM1592	STM1592	1679308	1679541	STM1592-MONOMER
STM1646	STM1646	1737147	1739783	STM1646-MONOMER
STM4056	STM4056	4267179	4267931	STM4056-MONOMER
STM0970	STM0970	1052691	1053515	STM0970-MONOMER
STM1733	STM1733	1828863	1829267	STM1733-MONOMER
STM1808	STM1808	1909147	1909488	STM1808-MONOMER
STM4544	STM4544	4803550	4804089	STM4544-MONOMER
STM2735	STM2735	2875041	2875274	STM2735-MONOMER
STM1857	STM1857	1955004	1955423	STM1857-MONOMER
STM4224	STM4224	4443211	4443948	STM4224-MONOMER
STM0840	STM0840	908012	908731	STM0840-MONOMER
STM1427	STM1427	1504226	1505374	STM1427-MONOMER
STM1936	STM1936	2029931	2030170	STM1936-MONOMER
STM0020	STM0020	23335	24039	STM0020-MONOMER
STM2613	STM2613	2759866	2760195	STM2613-MONOMER
STM0001	STM0001	190	255	STM0001-MONOMER
STM4312	STM4312	4560099	4560368	STM4312-MONOMER
STM2010	STM2010	2092804	2092965	STM2010-MONOMER
STM1296	STM1296	1374931	1375482	STM1296-MONOMER
STM1910	STM1910	2004516	2006387	STM1910-MONOMER
STM0098	STM0098	115477	116097	STM0098-MONOMER
STM4409	STM4409	4646068	4647801	STM4409-MONOMER
STM1770	STM1770	1868750	1868980	STM1770-MONOMER
STM3210	STM3210	3374513	3376258	STM3210-MONOMER
STM2160	STM2160	2256366	2257097	STM2160-MONOMER
STM0269	STM0269	308623	309117	STM0269-MONOMER
STM3079	STM3079	3240650	3241606	STM3079-MONOMER
STM0480	STM0480	538938	539105	STM0480-MONOMER
STM4498	STM4498	4751255	4751857	STM4498-MONOMER
STM2225	STM2225	2326825	2327445	STM2225-MONOMER
STM0340	STM0340	384404	384940	STM0340-MONOMER
STM3682	STM3682	3870858	3872708	STM3682-MONOMER
STM0324	STM0324	369159	369380	STM0324-MONOMER
STM4542	STM4542	4802291	4802752	STM4542-MONOMER
STM3542	STM3542	3711507	3712040	STM3542-MONOMER
STM2389	STM2389	2500251	2501561	STM2389-MONOMER
STM2290	STM2290	2396868	2398157	STM2290-MONOMER
STM0365	STM0365	414813	415445	STM0365-MONOMER
STM2261	STM2261	2359153	2359644	STM2261-MONOMER
STM4174	STM4174	4389852	4391177	STM4174-MONOMER
STM2382	STM2382	2492903	2493712	STM2382-MONOMER
STM0445	STM0445	500120	500752	STM0445-MONOMER
STM4036	STM4036	4243856	4244758	STM4036-MONOMER
STM0945	STM0945	1022701	1024977	STM0945-MONOMER
STM2434	STM2434	2547317	2547556	STM2434-MONOMER
STM0516	STM0516	576567	577385	STM0516-MONOMER
STM4525	STM4525	4779030	4780619	STM4525-MONOMER
STM2718	STM2718	2860749	2861213	STM2718-MONOMER
STM2515	STM2515	2641875	2647472	STM2515-MONOMER
STM0601	STM0601	663446	663643	STM0601-MONOMER
STM0820	STM0820	885589	886953	STM0820-MONOMER
STM1408	STM1408	1490023	1490271	STM1408-MONOMER
STM2653	STM2653	2794058	2794381	STM2653-MONOMER
STM0708	STM0708	774464	774670	STM0708-MONOMER
STM2596	STM2596	2746589	2746984	STM2596-MONOMER
PSLT095	PSLT095	74617	76443	PSLT095-MONOMER
STM2765	STM2765	2907070	2907336	STM2765-MONOMER
STM0808	STM0808	874243	874950	STM0808-MONOMER
STM1269	STM1269	1349843	1350388	STM1269-MONOMER
STM1889	STM1889	1983989	1984960	STM1889-MONOMER
STM3171	STM3171	3333122	3334429	STM3171-MONOMER
STM2819	STM2819	2968572	2968997	STM2819-MONOMER
STM1744	STM1744	1837637	1838545	STM1744-MONOMER
STM3192	STM3192	3355510	3356304	STM3192-MONOMER
STM0870	STM0870	942712	944397	STM0870-MONOMER
STM3236	STM3236	3401020	3401721	STM3236-MONOMER
STM3062	STM3062	3223285	3224517	STM3062-MONOMER
STM0455	STM0455	511672	512367	STM0455-MONOMER
STM2932	STM2932	3071983	3072339	STM2932-MONOMER
STM0976	STM0976	1060600	1061292	STM0976-MONOMER
STM0316	STM0316	360974	362431	STM0316-MONOMER
STM3664	STM3664	3850543	3852570	STM3664-MONOMER
STM3325	STM3325	3488187	3488819	STM3325-MONOMER
STM3025	STM3025	3185259	3186017	STM3025-MONOMER
STM3523	STM3523	3686459	3687217	STM3523-MONOMER
STM2364	STM2364	2476689	2477363	STM2364-MONOMER
STM1131	STM1131	1220655	1221347	STM1131-MONOMER
STM3403	STM3403	3574673	3575215	STM3403-MONOMER
STM2243	STM2243	2343919	2344710	STM2243-MONOMER
STM4152	STM4152	4365238	4365603	STM4152-MONOMER
STM3105	STM3105	3264348	3265355	STM3105-MONOMER
STM1228	STM1228	1314640	1315974	STM1228-MONOMER
STM4009	STM4009	4217397	4219220	STM4009-MONOMER
STM0925	STM0925	995583	999029	STM0925-MONOMER
STM3545	STM3545	3714123	3715160	STM3545-MONOMER
STM1280	STM1280	1356952	1357398	STM1280-MONOMER
STM4494	STM4494	4742189	4743280	STM4494-MONOMER
STM2702	STM2702	2851388	2851945	STM2702-MONOMER
STM3608	STM3608	3781685	3782713	STM3608-MONOMER
STM1360	STM1360	1441344	1442579	STM1360-MONOMER
STM0794	STM0794	860173	861213	STM0794-MONOMER
STM1392	STM1392	1476827	1479589	STM1392-MONOMER
STM3669	STM3669	3856661	3857125	STM3669-MONOMER
STM1460	STM1460	1534997	1535437	STM1460-MONOMER
STM2581	STM2581	2724828	2725508	STM2581-MONOMER
PSLT077	PSLT077	62630	62992	PSLT077-MONOMER
STM3756	STM3756	3954081	3954698	STM3756-MONOMER
STM1529	STM1529	1605540	1605866	STM1529-MONOMER
STM1242	STM1242	1329886	1330407	STM1242-MONOMER
STM1868	STM1868	1963473	1964354	STM1868-MONOMER
STM3804	STM3804	4006396	4006758	STM3804-MONOMER
STM1603	STM1603	1693399	1693629	STM1603-MONOMER
STM1719	STM1719	1815798	1816673	STM1719-MONOMER
STM3173	STM3173	3335960	3336697	STM3173-MONOMER
STM3940	STM3940	4149034	4149387	STM3940-MONOMER
STM1665	STM1665	1758529	1759215	STM1665-MONOMER
STM3042	STM3042	3201955	3203688	STM3042-MONOMER
STM0436A	STM0436A	489948	490109	STM0436A-MONOMER
STM4013	STM4013	4222112	4222987	STM4013-MONOMER
STM1741	STM1741	1834733	1835569	STM1741-MONOMER
STM0291	STM0291	332552	336646	STM0291-MONOMER
STM3638	STM3638	3824127	3826655	STM3638-MONOMER
STM4069	STM4069	4279854	4280018	STM4069-MONOMER
STM1822	STM1822	1920553	1920897	STM1822-MONOMER
STM3503	STM3503	3660562	3661035	STM3503-MONOMER
STM2347	STM2347	2459018	2459569	STM2347-MONOMER
STM4192	STM4192	4414906	4415445	STM4192-MONOMER
STM1863	STM1863	1960551	1960709	STM1863-MONOMER
STM2215	STM2215	2314555	2316111	STM2215-MONOMER
STM4123	STM4123	4341432	4342808	STM4123-MONOMER
PSLT026	PSLT026	18899	19420	PSLT026-MONOMER
STM4251	STM4251	4471960	4472316	STM4251-MONOMER
STM3985	STM3985	4193033	4193647	STM3985-MONOMER
STM0909	STM0909	979093	979584	STM0909-MONOMER
PSLT058	PSLT058	49448	49860	
STM4257	STM4257	4477873	4478505	STM4257-MONOMER
STM4475	STM4475	4717031	4719886	STM4475-MONOMER
STM2684	STM2684	2823267	2824928	STM2684-MONOMER
STM1948	STM1948	2039212	2039367	STM1948-MONOMER
STM0031	STM0031	34376	34816	STM0031-MONOMER
STM0776	STM0776	840584	841600	STM0776-MONOMER
STM1368	STM1368	1450533	1451879	STM1368-MONOMER
STM4339	STM4339	4581850	4582383	STM4339-MONOMER
STM2059	STM2059	2133645	2133980	STM2059-MONOMER
STM2559	STM2559	2699951	2702095	STM2559-MONOMER
