Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
STM4156	STM4156	4374620	4374964	STM4156-MONOMER
STM0587	STM0587	645250	645468	STM0587-MONOMER
STM2546	STM2546	2684436	2685239	STM2546-MONOMER
STM1046	STM1046	1131369	1132106	STM1046-MONOMER
PSLT007	PSLT007	3730	3870	PSLT007-MONOMER
STM1512	STM1512	1589680	1591722	STM1512-MONOMER
STM1211	STM1211	1294444	1295748	STM1211-MONOMER
STM2838	STM2838	2982446	2983372	STM2838-MONOMER
STM1904	STM1904	1998639	1999034	STM1904-MONOMER
STM0093	STM0093	105810	108170	STM0093-MONOMER
STM1690	STM1690	1781741	1782409	STM1690-MONOMER
STM2007	STM2007	2086918	2088612	STM2007-MONOMER
STM4289	STM4289	4530183	4530518	STM4289-MONOMER
STM3310	STM3310	3476953	3477588	STM3310-MONOMER
STM3002	STM3002	3158824	3159699	STM3002-MONOMER
STM3772	STM3772	3971917	3972342	STM3772-MONOMER
STM0081	STM0081	94131	94547	STM0081-MONOMER
STM0567	STM0567	622701	623876	STM0567-MONOMER
STM0247	STM0247	287024	288055	STM0247-MONOMER
STM4276	STM4276	4515875	4516021	STM4276-MONOMER
STM2156	STM2156	2252011	2252469	STM2156-MONOMER
STM1030	STM1030	1116370	1116903	STM1030-MONOMER
STM3475	STM3475	3626063	3626389	STM3475-MONOMER
STM1492	STM1492	1569664	1570311	STM1492-MONOMER
STM4474	STM4474	4715702	4716889	STM4474-MONOMER
STM2814	STM2814	2961782	2962954	STM2814-MONOMER
STM2176	STM2176	2272977	2273621	STM2176-MONOMER
STM0070	STM0070	81725	82510	STM0070-MONOMER
STM0304	STM0304	348611	349558	STM0304-MONOMER
STM1977	STM1977	2064533	2064946	STM1977-MONOMER
STM3952	STM3952	4158188	4159138	STM3952-MONOMER
STM3288	STM3288	3457850	3458272	STM3288-MONOMER
STM2270	STM2270	2369993	2370643	STM2270-MONOMER
STM3746	STM3746	3939831	3941036	STM3746-MONOMER
STM4440	STM4440	4683959	4684297	STM4440-MONOMER
STM4248	STM4248	4469319	4470512	STM4248-MONOMER
STM4597	STM4597	4854807	4855121	STM4597-MONOMER
STM1014	STM1014	1106247	1107230	STM1014-MONOMER
STM0741	STM0741	811116	812255	STM0741-MONOMER
STM1469	STM1469	1543992	1545395	STM1469-MONOMER
STM0412	STM0412	467157	467483	STM0412-MONOMER
STM2790	STM2790	2938848	2940116	STM2790-MONOMER
STM2529	STM2529	2662287	2662916	STM2529-MONOMER
STM0054	STM0054	63548	64849	STM0054-MONOMER
STM0500	STM0500	560976	561428	STM0500-MONOMER
STM1959	STM1959	2047655	2049142	STM1959-MONOMER
STM1193	STM1193	1277302	1278255	STM1193-MONOMER
STM3264	STM3264	3433334	3435376	STM3264-MONOMER
STM0573	STM0573	633243	634286	STM0573-MONOMER
STM0525	STM0525	586702	587850	STM0525-MONOMER
STM1671	STM1671	1764390	1765247	STM1671-MONOMER
STM3727	STM3727	3922050	3922217	STM3727-MONOMER
STM0672	STM0672	737300	737875	STM0672-MONOMER
STM4232	STM4232	4453616	4454533	STM4232-MONOMER
STM2980	STM2980	3132771	3133871	STM2980-MONOMER
STM0998	STM0998	1088409	1089599	STM0998-MONOMER
STM0777	STM0777	841823	842731	STM0777-MONOMER
STM2767	STM2767	2908424	2910406	STM2767-MONOMER
STM0229	STM0229	267784	268932	STM0229-MONOMER
STM1451	STM1451	1525731	1526336	STM1451-MONOMER
STM0860	STM0860	933181	933606	STM0860-MONOMER
STM0033	STM0033	37103	38674	STM0033-MONOMER
STM3453	STM3453	3604878	3605696	STM3453-MONOMER
STM1935	STM1935	2029388	2029885	STM1935-MONOMER
STM2911	STM2911	3053286	3054494	STM2911-MONOMER
STM3247	STM3247	3415217	3416362	STM3247-MONOMER
STM2152	STM2152	2247095	2247625	STM2152-MONOMER
STM0504	STM0504	564018	564872	STM0504-MONOMER
STM3278	STM3278	3444203	3444733	STM3278-MONOMER
STM3710	STM3710	3905328	3906260	STM3710-MONOMER
STM3926	STM3926	4134808	4136058	STM3926-MONOMER
STM4208	STM4208	4428354	4429397	STM4208-MONOMER
STM1095	STM1095	1182268	1183632	STM1095-MONOMER
STM0975	STM0975	1058703	1060463	STM0975-MONOMER
STM4421	STM4421	4663955	4665460	STM4421-MONOMER
STM2740	STM2740	2878173	2879237	STM2740-MONOMER
STM3089	STM3089	3251344	3251643	STM3089-MONOMER
STM1432	STM1432	1510112	1510966	STM1432-MONOMER
STM0723	STM0723	788113	788823	STM0723-MONOMER
STM0006	STM0006	5966	7396	STM0006-MONOMER
STM3522	STM3522	3684879	3686462	STM3522-MONOMER
STM1915	STM1915	2011625	2012269	STM1915-MONOMER
STM2506	STM2506	2621210	2621401	STM2506-MONOMER
STM3218	STM3218	3384802	3386091	STM3218-MONOMER
STM1274	STM1274	1353129	1353377	STM1274-MONOMER
STM0485	STM0485	542884	543213	STM0485-MONOMER
STM1175	STM1175	1258657	1259061	STM1175-MONOMER
STM3687	STM3687	3878561	3879151	STM3687-MONOMER
STM1329	STM1329	1408211	1408525	STM1329-MONOMER
STM2402	STM2402	2516004	2517242	STM2402-MONOMER
STM1650	STM1650	1741759	1742058	STM1650-MONOMER
STM4184	STM4184	4403685	4404989	STM4184-MONOMER
STM1410	STM1410	1491035	1491583	STM1410-MONOMER
STM0955	STM0955	1030880	1031584	STM0955-MONOMER
STM2959	STM2959	3109326	3110468	STM2959-MONOMER
STM2723	STM2723	2865805	2866845	STM2723-MONOMER
STM1507	STM1507	1584539	1585516	STM1507-MONOMER
STM1414	STM1414	1493647	1495692	STM1414-MONOMER
STM0213	STM0213	249290	250114	STM0213-MONOMER
PSLT100	PSLT100	78462	79844	PSLT100-MONOMER
STM1591	STM1591	1678854	1679303	STM1591-MONOMER
STM1894	STM1894	1989051	1990061	STM1894-MONOMER
STM3436	STM3436	3593515	3593793	STM3436-MONOMER
STM3197	STM3197	3359321	3359530	STM3197-MONOMER
STM1644	STM1644	1736625	1736948	STM1644-MONOMER
STM0461	STM0461	518533	520314	STM0461-MONOMER
STM2130	STM2130	2223135	2224538	STM2130-MONOMER
STM3670	STM3670	3857149	3858081	STM3670-MONOMER
STM1730	STM1730	1826401	1826907	STM1730-MONOMER
STM2370	STM2370	2482354	2483490	STM2370-MONOMER
STM3908	STM3908	4116339	4117226	STM3908-MONOMER
STM4160	STM4160	4378165	4378935	STM4160-MONOMER
STM1797	STM1797	1896839	1897093	STM1797-MONOMER
STM0933	STM0933	1007626	1009059	STM0933-MONOMER
STM4398	STM4398	4634863	4636272	STM4398-MONOMER
STM2707	STM2707	2855570	2856175	STM2707-MONOMER
STM1856	STM1856	1953415	1953810	STM1856-MONOMER
STM1397	STM1397	1483592	1483918	STM1397-MONOMER
STM0699	STM0699	761516	762001	STM0699-MONOMER
PSLT082	PSLT082	66044	66640	PSLT082-MONOMER
STM4222	STM4222	4442267	4442512	STM4222-MONOMER
STM1876	STM1876	1970051	1970281	STM1876-MONOMER
STM2487	STM2487	2602103	2602816	STM2487-MONOMER
STM3178	STM3178	3341461	3342810	STM3178-MONOMER
STM0017	STM0017	17043	17486	STM0017-MONOMER
STM0442	STM0442	495190	497181	STM0442-MONOMER
STM1154	STM1154	1241236	1242450	STM1154-MONOMER
STM3645	STM3645	3832818	3833480	STM3645-MONOMER
STM2008	STM2008	2088669	2090399	STM2008-MONOMER
STM2352	STM2352	2462917	2463624	STM2352-MONOMER
STM1629	STM1629	1719615	1720016	STM1629-MONOMER
STM4130	STM4130	4348123	4349967	STM4130-MONOMER
STM4407	STM4407	4643691	4645034	STM4407-MONOMER
STM0914	STM0914	986136	986720	STM0914-MONOMER
STM2943	STM2943	3082479	3084035	STM2943-MONOMER
STM2690	STM2690	2839122	2840531	STM2690-MONOMER
STM0266	STM0266	304666	305721	STM0266-MONOMER
STM1373	STM1373	1456176	1457396	STM1373-MONOMER
STM0193	STM0193	226774	227664	STM0193-MONOMER
PSLT062	PSLT062	52182	52616	PSLT062-MONOMER
STM2220	STM2220	2321747	2322091	STM2220-MONOMER
STM1846	STM1846	1943199	1943885	STM1846-MONOMER
STM3420	STM3420	3586034	3587365	STM3420-MONOMER
STM3161	STM3161	3321002	3322189	STM3161-MONOMER
STM4531	STM4531	4787285	4787488	STM4531-MONOMER
STM0426	STM0426	479361	480158	STM0426-MONOMER
STM2113	STM2113	2196264	2197481	STM2113-MONOMER
STM3626	STM3626	3810342	3811355	STM3626-MONOMER
STM0359	STM0359	408549	408650	STM0359-MONOMER
STM2332	STM2332	2443302	2443901	STM2332-MONOMER
STM3880	STM3880	4089607	4091475	STM3880-MONOMER
STM4110	STM4110	4324504	4327005	STM4110-MONOMER
STM0437	STM0437	490257	491768	STM0437-MONOMER
STM0898	STM0898	967914	968609	STM0898-MONOMER
STM4379	STM4379	4621702	4622031	STM4379-MONOMER
STM2670	STM2670	2811478	2812548	STM2670-MONOMER
STM0514	STM0514	574853	575779	STM0514-MONOMER
STM1351	STM1351	1431911	1432204	STM1351-MONOMER
STM0680	STM0680	738942	740606	STM0680-MONOMER
PSLT044	PSLT044	35107	36771	PSLT044-MONOMER
STM0593	STM0593	653686	654930	STM0593-MONOMER
STM1825	STM1825	1922531	1923109	STM1825-MONOMER
STM2464	STM2464	2574811	2575110	STM2464-MONOMER
STM3139	STM3139	3302354	3304210	STM3139-MONOMER
STM0696	STM0696	758239	759009	STM0696-MONOMER
STM0406	STM0406	461972	462304	STM0406-MONOMER
STM1130	STM1130	1219449	1220609	STM1130-MONOMER
STM3603	STM3603	3775586	3777235	STM3603-MONOMER
STM0807	STM0807	873392	874096	STM0807-MONOMER
STM2314	STM2314	2420642	2421643	STM2314-MONOMER
STM1606	STM1606	1696300	1697478	STM1606-MONOMER
STM4092	STM4092	4300504	4301034	STM4092-MONOMER
STM0869	STM0869	941975	942595	STM0869-MONOMER
STM4584	STM4584	4841476	4841991	STM4584-MONOMER
STM2924	STM2924	3065501	3066493	STM2924-MONOMER
STM0879	STM0879	950731	951684	STM0879-MONOMER
STM2923	STM2923	3065220	3065456	STM2923-MONOMER
STM2645	STM2645	2785260	2785847	STM2645-MONOMER
STM0176	STM0176	207652	208335	STM0176-MONOMER
STM1334	STM1334	1414233	1414667	STM1334-MONOMER
STM3306	STM3306	3474557	3474844	STM3306-MONOMER
PSLT025	PSLT025	18119	18415	PSLT025-MONOMER
STM3401	STM3401	3573273	3574091	STM3401-MONOMER
STM1804	STM1804	1904304	1905836	STM1804-MONOMER
STM1123	STM1123	1207131	1207526	STM1123-MONOMER
STM3119	STM3119	3278182	3278709	STM3119-MONOMER
STM2097	STM2097	2177492	2178577	STM2097-MONOMER
STM0388	STM0388	440846	441391	STM0388-MONOMER
STM3101	STM3101	3261674	3262240	STM3101-MONOMER
STM3584	STM3584	3751355	3751756	STM3584-MONOMER
STM3862	STM3862	4071066	4072436	STM3862-MONOMER
STM2297	STM2297	2403952	2405109	STM2297-MONOMER
STM3543	STM3543	3712179	3713174	STM3543-MONOMER
STM4074	STM4074	4283514	4285049	STM4074-MONOMER
STM4358	STM4358	4600380	4601699	STM4358-MONOMER
STM4564	STM4564	4817998	4818771	STM4564-MONOMER
STM3604	STM3604	3777248	3778837	STM3604-MONOMER
STM0855	STM0855	926617	927471	STM0855-MONOMER
STM0651	STM0651	713527	714480	STM0651-MONOMER
STM2628	STM2628	2769630	2770040	STM2628-MONOMER
STM3663	STM3663	3849403	3850227	STM3663-MONOMER
STM1310	STM1310	1390110	1390937	STM1310-MONOMER
STM2443	STM2443	2554591	2555424	STM2443-MONOMER
PSLT002	PSLT002	712	1155	PSLT002-MONOMER
STM3755	STM3755	3951745	3952782	STM3755-MONOMER
STM1787	STM1787	1885937	1887730	STM1787-MONOMER
STM1110	STM1110	1197666	1198028	STM1110-MONOMER
STM3095	STM3095	3256946	3257893	STM3095-MONOMER
STM3803	STM3803	4005869	4006399	STM3803-MONOMER
STM0363	STM0363	411514	412518	STM0363-MONOMER
STM1583	STM1583	1669498	1670130	STM1583-MONOMER
STM3561	STM3561	3729381	3730148	STM3561-MONOMER
STM3911	STM3911	4119527	4119676	STM3911-MONOMER
STM2277	STM2277	2381399	2383684	STM2277-MONOMER
STM2902	STM2902	3045704	3046051	STM2902-MONOMER
STM4052	STM4052	4263406	4264713	STM4052-MONOMER
STM4011	STM4011	4219994	4220872	STM4011-MONOMER
STM4540	STM4540	4798552	4799583	STM4540-MONOMER
STM0154	STM0154	181007	182431	STM0154-MONOMER
STM0836	STM0836	902744	903856	STM0836-MONOMER
STM4065	STM4065	4275617	4276951	STM4065-MONOMER
STM2610	STM2610	2758323	2758724	STM2610-MONOMER
STM3374	STM3374	3543523	3544566	STM3374-MONOMER
STM1293	STM1293	1371106	1371762	STM1293-MONOMER
STM4191	STM4191	4414770	4414871	STM4191-MONOMER
STM1766	STM1766	1864276	1866072	STM1766-MONOMER
STM2080	STM2080	2157955	2159121	STM2080-MONOMER
STM3076	STM3076	3236399	3238390	STM3076-MONOMER
PSLT024	PSLT024	17369	17677	PSLT024-MONOMER
STM0337	STM0337	379706	381031	STM0337-MONOMER
STM3842	STM3842	4046438	4048084	STM3842-MONOMER
STM3538	STM3538	3706107	3708293	STM3538-MONOMER
PSLT035	PSLT035	25309	25659	PSLT035-MONOMER
STM2258	STM2258	2355715	2356410	STM2258-MONOMER
STM4337	STM4337	4580672	4581259	STM4337-MONOMER
STM4033	STM4033	4241997	4242251	STM4033-MONOMER
STM1941	STM1941	2034777	2035109	STM1941-MONOMER
STM4521	STM4521	4776051	4776215	STM4521-MONOMER
STM0634	STM0634	696036	696989	STM0634-MONOMER
STM0816	STM0816	880838	881968	STM0816-MONOMER
STM4332	STM4332	4577418	4578275	STM4332-MONOMER
STM2593	STM2593	2742855	2743184	STM2593-MONOMER
STM1092	STM1092	1180236	1180406	STM1092-MONOMER
STM1261	STM1261	1345307	1345633	STM1261-MONOMER
STM0105	STM0105	122604	123371	STM0105-MONOMER
STM1740	STM1740	1834356	1834685	STM1740-MONOMER
STM1564	STM1564	1645174	1645389	STM1564-MONOMER
STM3058	STM3058	3219646	3220962	STM3058-MONOMER
STM2169	STM2169	2266636	2267223	STM2169-MONOMER
STM0312	STM0312	356811	357551	STM0312-MONOMER
STM2885	STM2885	3029121	3030902	STM2885-MONOMER
STM3517	STM3517	3679982	3680242	STM3517-MONOMER
STM4502	STM4502	4756341	4756949	STM4502-MONOMER
STM2237	STM2237	2337197	2337526	STM2237-MONOMER
STM0137	STM0137	161546	161941	STM0137-MONOMER
STM4006	STM4006	4214288	4215337	STM4006-MONOMER
STM0327	STM0327	370740	371063	STM0327-MONOMER
STM4491	STM4491	4736695	4738779	STM4491-MONOMER
STM3353	STM3353	3521844	3522098	STM3353-MONOMER
STM0791	STM0791	856658	858178	STM0791-MONOMER
STM2311	STM2311	2418777	2419088	STM2311-MONOMER
STM2578	STM2578	2722443	2723174	STM2578-MONOMER
STM2064	STM2064	2138079	2138657	STM2064-MONOMER
STM1238	STM1238	1324375	1325625	STM1238-MONOMER
STM2390	STM2390	2501739	2502023	STM2390-MONOMER
STM1716	STM1716	1813079	1814125	STM1716-MONOMER
STM3824	STM3824	4024679	4025371	STM3824-MONOMER
STM3039	STM3039	3198604	3199149	STM3039-MONOMER
STM2439	STM2439	2550980	2551519	STM2439-MONOMER
STM0284	STM0284	323397	323828	STM0284-MONOMER
STM4319A	STM4319a	4565566	4565943	STM4319A-MONOMER
STM3500	STM3500	3656574	3658193	STM3500-MONOMER
STM2518	STM2518	2651147	2651368	STM2518-MONOMER
STM2207	STM2207	2307722	2308903	STM2207-MONOMER
STM0615	STM0615	678026	679264	STM0615-MONOMER
STM3982	STM3982	4188150	4189313	STM3982-MONOMER
STM2661	STM2661	2804822	2805553	STM2661-MONOMER
STM4470	STM4470	4712935	4713351	STM4470-MONOMER
STM1073	STM1073	1163680	1165833	STM1073-MONOMER
STM0773	STM0773	837342	838382	STM0773-MONOMER
STM2768	STM2768	2910685	2911847	
STM2556	STM2556	2695260	2696450	STM2556-MONOMER
STM1541	STM1541	1616463	1617254	STM1541-MONOMER
STM1220	STM1220	1305835	1306746	STM1220-MONOMER
STM3187	STM3187	3350262	3350933	STM3187-MONOMER
STM1698	STM1698	1790151	1791524	STM1698-MONOMER
STM2867	STM2867	3012114	3013001	STM2867-MONOMER
STM3013	STM3013	3172701	3173963	STM3013-MONOMER
STM0873	STM0873	945510	945800	STM0873-MONOMER
STM0261	STM0261	301363	302118	STM0261-MONOMER
STM0120	STM0120	140407	141348	STM0120-MONOMER
STM3483	STM3483	3638003	3638680	STM3483-MONOMER
STM2937	STM2937	3078251	3078547	STM2937-MONOMER
STM2187	STM2187	2282626	2283861	STM2187-MONOMER
STM2037	STM2037	2115524	2116318	STM2037-MONOMER
STM3480	STM3480	3635940	3636110	STM3480-MONOMER
STM3335	STM3335	3504448	3504915	STM3335-MONOMER
STM2183	STM2183	2279164	2280048	STM2183-MONOMER
STM3337	STM3337	3505784	3506473	STM3337-MONOMER
STM3959	STM3959	4164482	4165102	STM3959-MONOMER
STM1136	STM1136	1226077	1226814	STM1136-MONOMER
STM4448	STM4448	4689475	4691388	STM4448-MONOMER
STM3802	STM3802	4004465	4005787	STM3802-MONOMER
STM0746	STM0746	814127	814555	STM0746-MONOMER
STM3108	STM3108	3267492	3267818	STM3108-MONOMER
STM2535	STM2535	2675232	2676017	STM2535-MONOMER
STM4299	STM4299	4543853	4545283	STM4299-MONOMER
STM1198	STM1198	1281790	1282599	STM1198-MONOMER
STM3548	STM3548	3717612	3718373	STM3548-MONOMER
STM1678	STM1678	1770965	1771894	STM1678-MONOMER
STM0596	STM0596	657443	659053	STM0596-MONOMER
STM2988	STM2988	3139765	3140862	STM2988-MONOMER
STM3610	STM3610	3784426	3786486	STM3610-MONOMER
STM0234	STM0234	276023	278164	STM0234-MONOMER
STM1055	STM1055	1142554	1143240	STM1055-MONOMER
STM3459	STM3459	3609840	3611747	STM3459-MONOMER
STM3688	STM3688	3879161	3879370	STM3688-MONOMER
STM2163	STM2163	2257960	2258907	STM2163-MONOMER
STM1522	STM1522	1598895	1600085	STM1522-MONOMER
STM3935	STM3935	4141935	4143134	STM3935-MONOMER
STM3761	STM3761	3959851	3960531	STM3761-MONOMER
STM4427	STM4427	4670375	4671208	STM4427-MONOMER
STM2847	STM2847	2992579	2993346	STM2847-MONOMER
STM0729	STM0729	794774	795820	STM0729-MONOMER
STM3807	STM3807	4007539	4009200	STM3807-MONOMER
STM2513	STM2513	2627589	2633708	STM2513-MONOMER
STM0103	STM0103	119590	121299	STM0103-MONOMER
STM1180	STM1180	1262636	1263334	STM1180-MONOMER
STM3942	STM3942	4150127	4150489	STM3942-MONOMER
STM1655	STM1655	1748282	1749655	STM1655-MONOMER
STM2020	STM2020	2101196	2102011	STM2020-MONOMER
STM2967	STM2967	3117274	3117819	STM2967-MONOMER
STM4015	STM4015	4224018	4224866	STM4015-MONOMER
STM0218	STM0218	256277	257002	STM0218-MONOMER
STM3318	STM3318	3483083	3483637	STM3318-MONOMER
STM3441	STM3441	3596226	3596537	STM3441-MONOMER
STM4083	STM4083	4291855	4292283	STM4083-MONOMER
STM2138	STM2138	2232576	2232992	STM2138-MONOMER
STM3784	STM3784	3983960	3984433	STM3784-MONOMER
STM3914	STM3914	4123440	4124705	STM3914-MONOMER
STM4196	STM4196	4417931	4418659	STM4196-MONOMER
STM4404	STM4404	4641786	4642526	STM4404-MONOMER
STM0577	STM0577	636382	636831	STM0577-MONOMER
STM0704	STM0704	769697	770281	STM0704-MONOMER
PSLT064	PSLT064	53353	53676	PSLT064-MONOMER
STM2492	STM2492	2606155	2606508	STM2492-MONOMER
STM4285	STM4285	4525366	4527513	STM4285-MONOMER
STM1162	STM1162	1248185	1248430	STM1162-MONOMER
STM1964	STM1964	2053188	2053613	STM1964-MONOMER
STM1635	STM1635	1725325	1726056	STM1635-MONOMER
STM1038	STM1038	1124413	1125162	STM1038-MONOMER
STM2948	STM2948	3090718	3092517	STM2948-MONOMER
STM4370	STM4370	4614471	4614875	STM4370-MONOMER
STM0198	STM0198	234750	235262	STM0198-MONOMER
STM1501	STM1501	1579943	1580662	STM1501-MONOMER
STM3425	STM3425	3588875	3589408	STM3425-MONOMER
STM0155	STM0155	182720	183004	STM0155-MONOMER
STM2118	STM2118	2201509	2202648	STM2118-MONOMER
STM2829	STM2829	2974858	2975919	STM2829-MONOMER
STM3885	STM3885	4095624	4096553	STM3885-MONOMER
STM2181	STM2181	2277920	2278318	STM2181-MONOMER
STM4385	STM4385	4626976	4627440	STM4385-MONOMER
STM0085	STM0085	98255	98785	STM0085-MONOMER
STM0686	STM0686	747424	749091	STM0686-MONOMER
STM4505	STM4505	4759588	4760049	STM4505-MONOMER
STM2472	STM2472	2579978	2582257	STM2472-MONOMER
STM1988	STM1988	2071617	2071862	STM1988-MONOMER
STM1140	STM1140	1228874	1229290	STM1140-MONOMER
STM0335	STM0335	378537	378935	STM0335-MONOMER
STM1614	STM1614	1703199	1704512	STM1614-MONOMER
STM3300	STM3300	3468661	3470094	STM3300-MONOMER
STM2929	STM2929	3070273	3070752	STM2929-MONOMER
STM2334	STM2334	2445896	2446573	STM2334-MONOMER
STM0182	STM0182	212486	213277	STM0182-MONOMER
STM3760	STM3760	3959120	3959233	STM3760-MONOMER
STM3408	STM3408	3578467	3579756	STM3408-MONOMER
STM2396	STM2396	2507260	2508507	STM2396-MONOMER
STM2102	STM2102	2183958	2185436	STM2102-MONOMER
STM0551	STM0551	612236	612547	STM0551-MONOMER
STM3868	STM3868	4078001	4078534	STM3868-MONOMER
STM2452	STM2452	2562124	2562453	STM2452-MONOMER
STM4363	STM4363	4606466	4607725	STM4363-MONOMER
STM4266	STM4266	4504396	4504854	STM4266-MONOMER
STM0661	STM0661	725561	726496	STM0661-MONOMER
STM2547	STM2547	2685384	2686262	STM2547-MONOMER
STM2450	STM2450	2560332	2561201	STM2450-MONOMER
STM1022	STM1022	1111512	1112309	STM1022-MONOMER
STM1116	STM1116	1203049	1203555	STM1116-MONOMER
STM2678	STM2678	2818732	2819523	STM2678-MONOMER
STM1589	STM1589	1677090	1678160	STM1589-MONOMER
STM1482	STM1482	1560243	1560605	STM1482-MONOMER
STM2909	STM2909	3050286	3052853	STM2909-MONOMER
STM2784	STM2784	2932363	2933778	STM2784-MONOMER
STM0164	STM0164	193404	194171	STM0164-MONOMER
STM2805	STM2805	2951861	2952106	STM2805-MONOMER
STM3380	STM3380	3550583	3551932	STM3380-MONOMER
STM3203	STM3203	3368551	3369165	STM3203-MONOMER
STM2086	STM2086	2166235	2167296	STM2086-MONOMER
STM0062	STM0062	72400	72951	STM0062-MONOMER
STM3851	STM3851	4057747	4059210	STM3851-MONOMER
STM0892	STM0892	962004	962519	STM0892-MONOMER
STM4343	STM4343	4583998	4585788	STM4343-MONOMER
STM1969	STM1969	2056536	2058218	STM1969-MONOMER
STM0640	STM0640	702026	703927	STM0640-MONOMER
STM2979	STM2979	3132002	3132712	STM2979-MONOMER
STM2429	STM2429	2542305	2543066	STM2429-MONOMER
STM3280	STM3280	3446192	3448132	STM3280-MONOMER
STM1099	STM1099	1185714	1187276	STM1099-MONOMER
STM3350	STM3350	3517988	3518719	STM3350-MONOMER
STM1569	STM1569	1649537	1650421	STM1569-MONOMER
STM0534	STM0534	597119	597628	STM0534-MONOMER
STM2890	STM2890	3033678	3034352	STM2890-MONOMER
STM1149	STM1149	1234981	1236135	STM1149-MONOMER
STM0142	STM0142	165127	166329	STM0142-MONOMER
STM3736	STM3736	3928446	3929348	STM3736-MONOMER
STM3358	STM3358	3525934	3526563	STM3358-MONOMER
STM3125	STM3125	3284884	3285441	STM3125-MONOMER
STM2069	STM2069	2147468	2148382	STM2069-MONOMER
STM4240	STM4240	4461505	4461717	STM4240-MONOMER
STM3830	STM3830	4033268	4033957	STM3830-MONOMER
STM3566	STM3566	3734297	3734431	STM3566-MONOMER
STM4325	STM4325	4569545	4570846	STM4325-MONOMER
STM1006	STM1006	1099568	1099816	STM1006-MONOMER
STM0620	STM0620	683277	683828	STM0620-MONOMER
STM3624	STM3624	3806432	3808111	STM3624-MONOMER
STM1080	STM1080	1170734	1171945	STM1080-MONOMER
STM1456	STM1456	1530502	1531560	STM1456-MONOMER
STM1550	STM1550	1626558	1626842	STM1550-MONOMER
STM3691	STM3691	3881240	3885625	STM3691-MONOMER
STM2873	STM2873	3016082	3016324	STM2873-MONOMER
STM2780	STM2780	2926806	2927858	STM2780-MONOMER
STM0125	STM0125	146315	147397	STM0125-MONOMER
STM3766	STM3766	3966649	3967590	STM3766-MONOMER
STM2045	STM2045	2123041	2123316	STM2045-MONOMER
STM0043	STM0043	52280	52543	STM0043-MONOMER
STM3813	STM3813	4013373	4013930	STM3813-MONOMER
STM3832	STM3832	4035369	4036631	STM3832-MONOMER
STM4305	STM4305	4551974	4554325	STM4305-MONOMER
STM1951	STM1951	2040609	2041361	STM1951-MONOMER
STM0603	STM0603	664894	666054	STM0603-MONOMER
STM3953	STM3953	4159187	4159567	STM3953-MONOMER
STM1061	STM1061	1149872	1151980	STM1061-MONOMER
STM3255	STM3255	3424418	3425845	STM3255-MONOMER
STM1528	STM1528	1605149	1605691	STM1528-MONOMER
STM4027	STM4027	4237355	4238227	STM4027-MONOMER
STM2852	STM2852	2998377	2998985	STM2852-MONOMER
STM0515	STM0515	576006	576488	STM0515-MONOMER
STM0109	STM0109	126848	128506	STM0109-MONOMER
STM4118	STM4118	4333322	4335055	STM4118-MONOMER
STM2025	STM2025	2104411	2105205	STM2025-MONOMER
STM3718	STM3718	3913527	3914540	STM3718-MONOMER
STM3323	STM3323	3486815	3487669	STM3323-MONOMER
STM4199	STM4199	4419847	4420452	STM4199-MONOMER
STM3792	STM3792	3992256	3993572	STM3792-MONOMER
STM4221	STM4221	4440177	4441826	STM4221-MONOMER
STM0584	STM0584	640811	641515	STM0584-MONOMER
STM1897	STM1897	1992624	1993223	STM1897-MONOMER
STM4291	STM4291	4532655	4533725	STM4291-MONOMER
STM0984	STM0984	1070438	1072186	STM0984-MONOMER
STM1043	STM1043	1129427	1129924	STM1043-MONOMER
STM4264	STM4264	4502397	4503998	STM4264-MONOMER
STM1509	STM1509	1587595	1587798	STM1509-MONOMER
STM2752	STM2752	2890114	2891094	STM2752-MONOMER
STM2835	STM2835	2980229	2981008	STM2835-MONOMER
STM0053	STM0053	61794	63413	STM0053-MONOMER
STM0090	STM0090	102663	103484	STM0090-MONOMER
STM1441	STM1441	1516538	1518577	STM1441-MONOMER
STM1996	STM1996	2079222	2079434	STM1996-MONOMER
STM2139	STM2139	2233114	2233449	STM2139-MONOMER
STM3307	STM3307	3474902	3476161	STM3307-MONOMER
STM0022	STM0022	25112	25798	STM0022-MONOMER
STM3769	STM3769	3969669	3970529	STM3769-MONOMER
STM4443	STM4443	4684995	4685771	STM4443-MONOMER
STM0561	STM0561	618593	618922	STM0561-MONOMER
STM1923	STM1923	2020121	2021008	STM1923-MONOMER
STM4272	STM4272	4510796	4511485	STM4272-MONOMER
STM0287	STM0287	328516	328932	STM0287-MONOMER
STM1027	STM1027	1114981	1115229	STM1027-MONOMER
STM3233	STM3233	3398505	3399491	STM3233-MONOMER
STM1489	STM1489	1566440	1567135	STM1489-MONOMER
STM2239	STM2239	2339183	2339551	STM2239-MONOMER
STM2810	STM2810	2957150	2958214	STM2810-MONOMER
STM0494	STM0494	553637	555289	STM0494-MONOMER
STM0067	STM0067	77047	80274	STM0067-MONOMER
STM4577	STM4577	4832481	4833125	STM4577-MONOMER
STM1974	STM1974	2061738	2062955	STM1974-MONOMER
STM3700	STM3700	3895029	3896048	STM3700-MONOMER
STM3285	STM3285	3452995	3453396	STM3285-MONOMER
